STAGE 1 Parameters:
Fuel mass (kg): 5600
Dry mass (kg): 1200
Fuel fract: 0.8235294117647058
Isp @ SL: 226
Burn time (sec): 137.90398151982043
Thrust (N): 90030.294
dM/dt: 40.60796460176991

TIME,HEIGHT,VELOCITY,MASS,THRUST,DRAG,GAMMA,RANGE
89.000,19579.182,642.614,3685.891,91037.289,3516.287,1.060,7319.998,
89.100,19635.283,644.141,3681.830,91041.118,3493.121,1.059,7351.399,
89.200,19691.497,645.671,3677.770,91044.964,3470.057,1.058,7382.908,
89.300,19747.826,647.205,3673.709,91048.828,3447.092,1.058,7414.525,
89.400,19804.269,648.743,3669.648,91052.711,3424.228,1.057,7446.252,
89.500,19860.827,650.284,3665.587,91056.611,3401.465,1.056,7478.089,
89.600,19917.500,651.829,3661.526,91060.530,3378.801,1.056,7510.035,
89.700,19974.288,653.378,3657.466,91064.467,3356.238,1.055,7542.091,
89.800,20031.191,654.930,3653.405,91068.423,3333.775,1.055,7574.257,
89.900,20088.210,656.486,3649.344,91072.396,3311.413,1.054,7606.535,
90.000,20145.344,658.046,3645.283,91076.389,3289.150,1.053,7638.923,
90.100,20202.594,659.610,3641.222,91080.399,3266.988,1.053,7671.423,
90.200,20259.961,661.177,3637.162,91084.429,3244.925,1.052,7704.034,
90.300,20317.443,662.748,3633.101,91088.477,3222.963,1.052,7736.758,
90.400,20375.043,664.323,3629.040,91092.544,3201.100,1.051,7769.594,
90.500,20432.759,665.901,3624.979,91096.630,3179.337,1.050,7802.543,
90.600,20490.592,667.483,3620.918,91100.734,3157.674,1.050,7835.605,
90.700,20548.542,669.069,3616.858,91104.858,3136.111,1.049,7868.780,
90.800,20606.609,670.659,3612.797,91109.000,3114.647,1.049,7902.069,
90.900,20664.794,672.252,3608.736,91113.162,3093.283,1.048,7935.472,
91.000,20723.097,673.849,3604.675,91117.343,3072.018,1.047,7968.989,
91.100,20781.518,675.450,3600.614,91121.543,3050.853,1.047,8002.622,
91.200,20840.057,677.055,3596.554,91125.762,3029.787,1.046,8036.369,
91.300,20898.715,678.663,3592.493,91130.001,3008.820,1.046,8070.232,
91.400,20957.491,680.275,3588.432,91134.259,2987.953,1.045,8104.211,
91.500,21016.386,681.891,3584.371,91138.537,2967.184,1.044,8138.305,
91.600,21075.400,683.511,3580.310,91142.834,2946.515,1.044,8172.517,
91.700,21134.533,685.135,3576.250,91147.151,2925.944,1.043,8206.845,
91.800,21193.785,686.762,3572.189,91151.488,2905.472,1.042,8241.290,
91.900,21253.157,688.394,3568.128,91155.844,2885.099,1.042,8275.853,
92.000,21312.650,690.029,3564.067,91160.220,2864.824,1.041,8310.534,
92.100,21372.262,691.668,3560.006,91164.616,2844.647,1.041,8345.333,
92.200,21431.994,693.310,3555.946,91169.033,2824.569,1.040,8380.250,
92.300,21491.847,694.957,3551.885,91173.469,2804.590,1.039,8415.287,
92.400,21551.821,696.607,3547.824,91177.925,2784.708,1.039,8450.442,
92.500,21611.915,698.262,3543.763,91182.402,2764.924,1.038,8485.718,
92.600,21672.131,699.920,3539.702,91186.899,2745.239,1.038,8521.113,
92.700,21732.468,701.582,3535.642,91191.416,2725.651,1.037,8556.628,
92.800,21792.926,703.248,3531.581,91195.954,2706.160,1.036,8592.265,
92.900,21853.506,704.918,3527.520,91200.512,2686.768,1.036,8628.022,
93.000,21914.208,706.591,3523.459,91205.091,2667.472,1.035,8663.901,
93.100,21975.032,708.269,3519.398,91209.690,2648.274,1.035,8699.901,
93.200,22035.979,709.950,3515.338,91214.311,2629.173,1.034,8736.023,
93.300,22097.048,711.635,3511.277,91218.951,2610.169,1.033,8772.268,
93.400,22158.240,713.325,3507.216,91223.613,2591.261,1.033,8808.636,
93.500,22219.555,715.018,3503.155,91228.296,2572.451,1.032,8845.127,
93.600,22280.993,716.715,3499.095,91233.000,2553.737,1.032,8881.742,
93.700,22342.554,718.416,3495.034,91237.724,2535.119,1.031,8918.480,
93.800,22404.239,720.121,3490.973,91242.470,2516.598,1.030,8955.343,
93.900,22466.048,721.830,3486.912,91247.238,2498.172,1.030,8992.330,
94.000,22527.981,723.543,3482.851,91252.026,2479.843,1.029,9029.442,
94.100,22590.038,725.259,3478.791,91256.836,2461.609,1.028,9066.680,
94.200,22652.220,726.980,3474.730,91261.667,2443.471,1.028,9104.043,
94.300,22714.526,728.705,3470.669,91266.520,2425.429,1.027,9141.533,
94.400,22776.957,730.434,3466.608,91271.394,2407.482,1.027,9179.148,
94.500,22839.513,732.166,3462.547,91276.291,2389.630,1.026,9216.891,
94.600,22902.194,733.903,3458.487,91281.208,2371.873,1.025,9254.761,
94.700,22965.001,735.644,3454.426,91286.148,2354.210,1.025,9292.758,
94.800,23027.933,737.388,3450.365,91291.109,2336.643,1.024,9330.883,
94.900,23090.992,739.137,3446.304,91296.093,2319.170,1.024,9369.137,
95.000,23154.176,740.890,3442.243,91301.099,2301.791,1.023,9407.519,
95.100,23217.487,742.646,3438.183,91306.126,2284.506,1.022,9446.031,
95.200,23280.924,744.407,3434.122,91311.176,2267.315,1.022,9484.671,
95.300,23344.488,746.172,3430.061,91316.248,2250.217,1.021,9523.442,
95.400,23408.179,747.941,3426.000,91321.342,2233.214,1.021,9562.342,
95.500,23471.997,749.714,3421.939,91326.459,2216.303,1.020,9601.373,
95.600,23535.943,751.491,3417.879,91331.599,2199.486,1.019,9640.535,
95.700,23600.016,753.272,3413.818,91336.761,2182.762,1.019,9679.829,
95.800,23664.216,755.057,3409.757,91341.945,2166.130,1.018,9719.254,
95.900,23728.545,756.846,3405.696,91347.152,2149.591,1.018,9758.811,
96.000,23793.002,758.639,3401.635,91352.382,2133.145,1.017,9798.500,
96.100,23857.587,760.437,3397.575,91357.635,2116.790,1.016,9838.323,
96.200,23922.301,762.238,3393.514,91362.911,2100.528,1.016,9878.278,
96.300,23987.144,764.044,3389.453,91368.210,2084.357,1.015,9918.367,
96.400,24052.116,765.853,3385.392,91373.532,2068.278,1.014,9958.590,
96.500,24117.217,767.667,3381.331,91378.877,2052.290,1.014,9998.947,
96.600,24182.447,769.485,3377.271,91384.246,2036.393,1.013,10039.440,
96.700,24247.808,771.307,3373.210,91389.637,2020.587,1.013,10080.067,
96.800,24313.298,773.133,3369.149,91395.052,2004.871,1.012,10120.829,
96.900,24378.918,774.964,3365.088,91400.491,1989.246,1.011,10161.728,
97.000,24444.668,776.798,3361.027,91405.953,1973.712,1.011,10202.763,
97.100,24510.549,778.637,3356.967,91411.439,1958.267,1.010,10243.934,
97.200,24576.560,780.480,3352.906,91416.949,1942.912,1.010,10285.243,
97.300,24642.703,782.327,3348.845,91422.482,1927.647,1.009,10326.689,
97.400,24708.977,784.178,3344.784,91428.039,1912.470,1.008,10368.273,
97.500,24775.381,786.034,3340.723,91433.620,1897.383,1.008,10409.995,
97.600,24841.918,787.893,3336.663,91439.226,1882.385,1.007,10451.855,
97.700,24908.586,789.757,3332.602,91444.855,1867.476,1.007,10493.855,
97.800,24975.386,791.625,3328.541,91450.508,1852.654,1.006,10535.994,
97.900,25042.319,793.498,3324.480,91456.186,1837.921,1.005,10578.273,
98.000,25109.384,795.374,3320.419,91461.888,1823.477,1.005,10620.693,
98.100,25176.581,797.255,3316.359,91467.615,1809.236,1.004,10663.252,
98.200,25243.911,799.140,3312.298,91473.366,1795.079,1.004,10705.953,
98.300,25311.374,801.029,3308.237,91479.141,1781.006,1.003,10748.795,
98.400,25378.971,802.923,3304.176,91484.942,1767.017,1.002,10791.779,
98.500,25446.701,804.821,3300.115,91490.767,1753.112,1.002,10834.906,
98.600,25514.564,806.723,3296.055,91496.617,1739.291,1.001,10878.175,
98.700,25582.562,808.629,3291.994,91502.491,1725.553,1.000,10921.587,
98.800,25650.693,810.540,3287.933,91508.391,1711.898,1.000,10965.142,
98.900,25718.959,812.455,3283.872,91514.316,1698.325,0.999,11008.841,
99.000,25787.359,814.374,3279.812,91520.266,1684.836,0.999,11052.684,
99.100,25855.894,816.298,3275.751,91526.241,1671.428,0.998,11096.673,
99.200,25924.564,818.226,3271.690,91532.241,1658.103,0.997,11140.806,
99.300,25993.369,820.158,3267.629,91538.267,1644.859,0.997,11185.084,
99.400,26062.310,822.095,3263.568,91544.318,1631.697,0.996,11229.509,
99.500,26131.386,824.036,3259.508,91550.395,1618.617,0.996,11274.080,
99.600,26200.597,825.981,3255.447,91556.497,1605.617,0.995,11318.797,
99.700,26269.945,827.931,3251.386,91562.625,1592.698,0.994,11363.662,
99.800,26339.429,829.885,3247.325,91568.779,1579.859,0.994,11408.674,
99.900,26409.049,831.844,3243.264,91574.959,1567.101,0.993,11453.834,
100.000,26478.806,833.807,3239.204,91581.165,1554.422,0.993,11499.143,
100.100,26548.700,835.774,3235.143,91587.396,1541.824,0.992,11544.600,
100.200,26618.731,837.746,3231.082,91593.654,1529.304,0.991,11590.206,
100.300,26688.899,839.722,3227.021,91599.938,1516.864,0.991,11635.963,
100.400,26759.204,841.703,3222.960,91606.248,1504.503,0.990,11681.869,
100.500,26829.647,843.688,3218.900,91612.585,1492.220,0.990,11727.925,
100.600,26900.228,845.677,3214.839,91618.948,1480.016,0.989,11774.133,
100.700,26970.947,847.671,3210.778,91625.338,1467.890,0.988,11820.492,
100.800,27041.805,849.669,3206.717,91631.754,1455.841,0.988,11867.002,
100.900,27112.801,851.672,3202.656,91638.196,1443.870,0.987,11913.665,
101.000,27183.936,853.680,3198.596,91644.666,1431.976,0.986,11960.480,
101.100,27255.209,855.692,3194.535,91651.162,1420.159,0.986,12007.449,
101.200,27326.622,857.708,3190.474,91657.686,1408.419,0.985,12054.571,
101.300,27398.174,859.729,3186.413,91664.236,1396.755,0.985,12101.846,
101.400,27469.866,861.754,3182.352,91670.814,1385.167,0.984,12149.276,
101.500,27541.698,863.784,3178.292,91677.418,1373.655,0.983,12196.861,
101.600,27613.670,865.819,3174.231,91684.050,1362.219,0.983,12244.601,
101.700,27685.782,867.858,3170.170,91690.709,1350.857,0.982,12292.496,
101.800,27758.034,869.902,3166.109,91697.396,1339.571,0.982,12340.548,
101.900,27830.427,871.950,3162.048,91704.110,1328.359,0.981,12388.756,
102.000,27902.961,874.003,3157.988,91710.852,1317.222,0.980,12437.121,
102.100,27975.636,876.060,3153.927,91717.621,1306.159,0.980,12485.643,
102.200,28048.452,878.122,3149.866,91724.418,1295.169,0.979,12534.324,
102.300,28121.410,880.189,3145.805,91731.243,1284.253,0.979,12583.162,
102.400,28194.510,882.260,3141.744,91738.096,1273.411,0.978,12632.159,
102.500,28267.752,884.336,3137.684,91744.977,1262.641,0.977,12681.315,
102.600,28341.135,886.416,3133.623,91751.886,1251.944,0.977,12730.631,
102.700,28414.662,888.501,3129.562,91758.823,1241.319,0.976,12780.107,
102.800,28488.331,890.591,3125.501,91765.789,1230.766,0.976,12829.743,
102.900,28562.142,892.686,3121.440,91772.783,1220.285,0.975,12879.540,
103.000,28636.097,894.785,3117.380,91779.805,1209.875,0.974,12929.498,
103.100,28710.195,896.889,3113.319,91786.855,1199.536,0.974,12979.619,
103.200,28784.436,898.997,3109.258,91793.935,1189.269,0.973,13029.901,
103.300,28858.822,901.111,3105.197,91801.043,1179.071,0.972,13080.346,
103.400,28933.351,903.229,3101.136,91808.179,1168.944,0.972,13130.955,
103.500,29008.024,905.351,3097.076,91815.345,1158.887,0.971,13181.727,
103.600,29082.841,907.479,3093.015,91822.540,1148.900,0.971,13232.663,
103.700,29157.804,909.611,3088.954,91829.763,1138.982,0.970,13283.763,
103.800,29232.911,911.748,3084.893,91837.016,1129.133,0.969,13335.029,
103.900,29308.163,913.890,3080.832,91844.298,1119.352,0.969,13386.460,
104.000,29383.560,916.037,3076.772,91851.609,1109.640,0.968,13438.057,
104.100,29459.102,918.188,3072.711,91858.949,1099.996,0.968,13489.820,
104.200,29534.791,920.344,3068.650,91866.319,1090.420,0.967,13541.750,
104.300,29610.625,922.505,3064.589,91873.719,1080.912,0.966,13593.848,
104.400,29686.605,924.671,3060.528,91881.148,1071.471,0.966,13646.113,
104.500,29762.732,926.842,3056.468,91888.607,1062.096,0.965,13698.546,
104.600,29839.005,929.017,3052.407,91896.095,1052.789,0.965,13751.148,
104.700,29915.425,931.198,3048.346,91903.614,1043.547,0.964,13803.919,
104.800,29991.992,933.383,3044.285,91911.162,1034.372,0.963,13856.860,
104.900,30068.706,935.573,3040.225,91918.740,1025.262,0.963,13909.970,
105.000,30145.567,937.768,3036.164,91926.349,1016.217,0.962,13963.252,
105.100,30222.577,939.968,3032.103,91933.988,1007.238,0.962,14016.704,
105.200,30299.734,942.173,3028.042,91941.657,998.323,0.961,14070.328,
105.300,30377.039,944.383,3023.981,91949.356,989.473,0.960,14124.124,
105.400,30454.492,946.598,3019.921,91957.086,980.687,0.960,14178.092,
105.500,30532.094,948.818,3015.860,91964.847,971.965,0.959,14232.233,
105.600,30609.845,951.042,3011.799,91972.638,963.306,0.958,14286.548,
105.700,30687.745,953.272,3007.738,91980.460,954.711,0.958,14341.037,
105.800,30765.794,955.507,3003.677,91988.313,946.178,0.957,14395.699,
105.900,30843.992,957.746,2999.617,91996.196,937.708,0.957,14450.537,
106.000,30922.341,959.991,2995.556,92004.111,929.301,0.956,14505.550,
106.100,31000.838,962.241,2991.495,92012.057,920.955,0.955,14560.739,
106.200,31079.486,964.495,2987.434,92020.034,912.671,0.955,14616.104,
106.300,31158.285,966.755,2983.373,92028.042,904.448,0.954,14671.646,
106.400,31237.234,969.020,2979.313,92036.081,896.287,0.954,14727.365,
106.500,31316.333,971.290,2975.252,92044.152,888.186,0.953,14783.262,
106.600,31395.584,973.565,2971.191,92052.255,880.146,0.952,14839.337,
106.700,31474.986,975.845,2967.130,92060.389,872.165,0.952,14895.591,
106.800,31554.539,978.130,2963.069,92068.555,864.245,0.951,14952.024,
106.900,31634.244,980.421,2959.009,92076.752,856.384,0.951,15008.637,
107.000,31714.101,982.716,2954.948,92084.982,848.582,0.950,15065.431,
107.100,31794.110,985.017,2950.887,92093.243,840.840,0.949,15122.404,
107.200,31874.272,987.323,2946.826,92101.536,833.155,0.949,15179.559,
107.300,31954.586,989.634,2942.765,92109.862,825.529,0.948,15236.896,
107.400,32035.053,991.950,2938.705,92118.220,817.961,0.948,15294.415,
107.500,32115.672,994.271,2934.644,92126.610,810.451,0.947,15352.117,
107.600,32196.445,996.598,2930.583,92135.032,802.998,0.946,15410.002,
107.700,32277.372,998.930,2926.522,92143.487,795.602,0.946,15468.071,
107.800,32358.452,1001.267,2922.461,92151.975,788.263,0.945,15526.324,
107.900,32439.687,1003.609,2918.401,92160.495,780.981,0.944,15584.761,
108.000,32521.075,1005.956,2914.340,92169.048,773.754,0.944,15643.384,
108.100,32602.618,1008.309,2910.279,92177.634,766.583,0.943,15702.193,
108.200,32684.315,1010.667,2906.218,92186.252,759.468,0.943,15761.188,
108.300,32766.168,1013.031,2902.157,92194.904,752.408,0.942,15820.370,
108.400,32848.175,1015.400,2898.097,92203.589,745.403,0.941,15879.739,
108.500,32930.338,1017.774,2894.036,92212.307,738.452,0.941,15939.296,
108.600,33012.656,1020.153,2889.975,92221.058,731.556,0.940,15999.041,
108.700,33095.130,1022.538,2885.914,92229.843,724.714,0.940,16058.975,
108.800,33177.760,1024.928,2881.853,92238.661,717.926,0.939,16119.098,
108.900,33260.547,1027.324,2877.793,92247.513,711.190,0.938,16179.412,
109.000,33343.489,1029.725,2873.732,92256.398,704.508,0.938,16239.915,
109.100,33426.589,1032.131,2869.671,92265.317,697.879,0.937,16300.610,
109.200,33509.846,1034.543,2865.610,92274.270,691.302,0.937,16361.496,
109.300,33593.259,1036.960,2861.549,92283.257,684.778,0.936,16422.574,
109.400,33676.830,1039.383,2857.489,92292.278,678.305,0.935,16483.845,
109.500,33760.559,1041.811,2853.428,92301.332,671.884,0.935,16545.309,
109.600,33844.446,1044.244,2849.367,92310.421,665.514,0.934,16606.966,
109.700,33928.490,1046.683,2845.306,92319.545,659.195,0.934,16668.817,
109.800,34012.693,1049.128,2841.245,92328.702,652.927,0.933,16730.863,
109.900,34097.055,1051.578,2837.185,92337.894,646.709,0.932,16793.104,
110.000,34181.576,1054.034,2833.124,92347.121,640.541,0.932,16855.541,
110.100,34266.255,1056.495,2829.063,92356.382,634.423,0.931,16918.175,
110.200,34351.094,1058.962,2825.002,92365.678,628.355,0.930,16981.004,
110.300,34436.092,1061.434,2820.942,92375.008,622.335,0.930,17044.032,
110.400,34521.251,1063.912,2816.881,92384.374,616.365,0.929,17107.257,
110.500,34606.569,1066.396,2812.820,92393.774,610.443,0.929,17170.681,
110.600,34692.047,1068.885,2808.759,92403.210,604.569,0.928,17234.303,
110.700,34777.686,1071.380,2804.698,92412.681,598.744,0.927,17298.125,
110.800,34863.486,1073.881,2800.638,92422.187,592.966,0.927,17362.147,
110.900,34949.446,1076.387,2796.577,92431.728,587.236,0.926,17426.370,
111.000,35035.568,1078.899,2792.516,92441.305,581.552,0.926,17490.794,
111.100,35121.851,1081.416,2788.455,92450.917,575.916,0.925,17555.419,
111.200,35208.296,1083.940,2784.394,92460.565,570.326,0.924,17620.247,
111.300,35294.903,1086.469,2780.334,92470.248,564.782,0.924,17685.278,
111.400,35381.672,1089.004,2776.273,92479.967,559.285,0.923,17750.512,
111.500,35468.603,1091.544,2772.212,92489.722,553.833,0.923,17815.950,
111.600,35555.697,1094.091,2768.151,92499.514,548.426,0.922,17881.592,
111.700,35642.954,1096.643,2764.090,92509.341,543.065,0.921,17947.440,
111.800,35730.374,1099.201,2760.030,92519.204,537.748,0.921,18013.493,
111.900,35817.957,1101.765,2755.969,92529.103,532.476,0.920,18079.753,
112.000,35905.704,1104.335,2751.908,92539.039,527.248,0.920,18146.219,
112.100,35993.615,1106.910,2747.847,92549.011,522.064,0.919,18212.892,
112.200,36081.690,1109.491,2743.786,92559.020,516.924,0.918,18279.773,
112.300,36169.929,1112.079,2739.726,92569.065,511.827,0.918,18346.863,
112.400,36258.333,1114.672,2735.665,92579.147,506.773,0.917,18414.162,
112.500,36346.902,1117.271,2731.604,92589.266,501.762,0.916,18481.671,
112.600,36435.635,1119.876,2727.543,92599.421,496.794,0.916,18549.389,
112.700,36524.534,1122.487,2723.482,92609.614,491.868,0.915,18617.319,
112.800,36613.599,1125.104,2719.422,92619.843,486.984,0.915,18685.459,
112.900,36702.830,1127.728,2715.361,92630.110,482.142,0.914,18753.812,
113.000,36792.226,1130.357,2711.300,92640.414,477.341,0.913,18822.377,
113.100,36881.789,1132.992,2707.239,92650.755,472.581,0.913,18891.156,
113.200,36971.518,1135.633,2703.178,92661.133,467.862,0.912,18960.148,
113.300,37061.415,1138.280,2699.118,92671.549,463.184,0.912,19029.354,
113.400,37151.478,1140.933,2695.057,92682.003,458.546,0.911,19098.775,
113.500,37241.709,1143.593,2690.996,92692.494,453.949,0.910,19168.412,
113.600,37332.107,1146.258,2686.935,92703.023,449.391,0.910,19238.264,
113.700,37422.673,1148.930,2682.874,92713.590,444.872,0.909,19308.333,
113.800,37513.407,1151.608,2678.814,92724.194,440.393,0.909,19378.620,
113.900,37604.309,1154.292,2674.753,92734.837,435.953,0.908,19449.124,
114.000,37695.380,1156.982,2670.692,92745.518,431.552,0.907,19519.847,
114.100,37786.620,1159.678,2666.631,92756.237,427.189,0.907,19590.789,
114.200,37878.029,1162.381,2662.570,92766.994,422.864,0.906,19661.950,
114.300,37969.607,1165.090,2658.510,92777.790,418.578,0.906,19733.332,
114.400,38061.355,1167.805,2654.449,92788.624,414.329,0.905,19804.934,
114.500,38153.273,1170.526,2650.388,92799.497,410.117,0.904,19876.758,
114.600,38245.360,1173.254,2646.327,92810.408,405.942,0.904,19948.804,
114.700,38337.618,1175.988,2642.266,92821.358,401.805,0.903,20021.073,
114.800,38430.047,1178.728,2638.206,92832.347,397.704,0.902,20093.565,
114.900,38522.647,1181.475,2634.145,92843.374,393.639,0.902,20166.281,
115.000,38615.417,1184.228,2630.084,92854.441,389.611,0.901,20239.222,
115.100,38708.360,1186.987,2626.023,92865.547,385.618,0.901,20312.387,
115.200,38801.473,1189.753,2621.962,92876.692,381.661,0.900,20385.779,
115.300,38894.759,1192.525,2617.902,92887.876,377.740,0.899,20459.396,
115.400,38988.217,1195.304,2613.841,92899.100,373.853,0.899,20533.241,
115.500,39081.847,1198.089,2609.780,92910.363,370.002,0.898,20607.314,
115.600,39175.650,1200.881,2605.719,92921.666,366.185,0.898,20681.614,
115.700,39269.626,1203.679,2601.658,92933.008,362.402,0.897,20756.144,
115.800,39363.775,1206.484,2597.598,92944.390,358.654,0.896,20830.903,
115.900,39458.097,1209.295,2593.537,92955.811,354.939,0.896,20905.892,
116.000,39552.593,1212.113,2589.476,92967.273,351.258,0.895,20981.112,
116.100,39647.264,1214.937,2585.415,92978.775,347.610,0.895,21056.564,
116.200,39742.108,1217.768,2581.355,92990.316,343.996,0.894,21132.248,
116.300,39837.127,1220.606,2577.294,93001.898,340.414,0.893,21208.164,
116.400,39932.321,1223.450,2573.233,93013.520,336.865,0.893,21284.314,
116.500,40027.690,1226.301,2569.172,93025.182,333.348,0.892,21360.697,
116.600,40123.234,1229.159,2565.111,93036.885,329.864,0.892,21437.316,
116.700,40218.954,1232.023,2561.051,93048.629,326.411,0.891,21514.169,
116.800,40314.850,1234.894,2556.990,93060.412,322.990,0.890,21591.259,
116.900,40410.921,1237.772,2552.929,93072.237,319.601,0.890,21668.585,
117.000,40507.170,1240.656,2548.868,93084.102,316.242,0.889,21746.149,
117.100,40603.594,1243.548,2544.807,93096.009,312.915,0.888,21823.950,
117.200,40700.196,1246.446,2540.747,93107.956,309.619,0.888,21901.990,
117.300,40796.975,1249.351,2536.686,93119.944,306.353,0.887,21980.270,
117.400,40893.932,1252.263,2532.625,93131.973,303.117,0.887,22058.789,
117.500,40991.066,1255.182,2528.564,93144.044,299.911,0.886,22137.549,
117.600,41088.378,1258.107,2524.503,93156.156,296.735,0.885,22216.550,
117.700,41185.869,1261.040,2520.443,93168.309,293.589,0.885,22295.793,
117.800,41283.538,1263.979,2516.382,93180.503,290.472,0.884,22375.278,
117.900,41381.386,1266.926,2512.321,93192.740,287.384,0.884,22455.007,
118.000,41479.413,1269.879,2508.260,93205.018,284.326,0.883,22534.980,
118.100,41577.619,1272.840,2504.199,93217.337,281.295,0.882,22615.197,
118.200,41676.005,1275.807,2500.139,93229.699,278.294,0.882,22695.660,
118.300,41774.571,1278.782,2496.078,93242.102,275.320,0.881,22776.368,
118.400,41873.318,1281.763,2492.017,93254.547,272.375,0.881,22857.323,
118.500,41972.245,1284.752,2487.956,93267.035,269.457,0.880,22938.526,
118.600,42071.352,1287.748,2483.895,93279.565,266.567,0.879,23019.977,
118.700,42170.641,1290.751,2479.835,93292.136,263.705,0.879,23101.676,
118.800,42270.111,1293.761,2475.774,93304.751,260.869,0.878,23183.625,
118.900,42369.763,1296.778,2471.713,93317.407,258.061,0.878,23265.824,
119.000,42469.596,1299.803,2467.652,93330.107,255.279,0.877,23348.273,
119.100,42569.612,1302.835,2463.591,93342.848,252.524,0.876,23430.975,
119.200,42669.810,1305.874,2459.531,93355.633,249.795,0.876,23513.928,
119.300,42770.191,1308.920,2455.470,93368.460,247.092,0.875,23597.134,
119.400,42870.756,1311.974,2451.409,93381.330,244.415,0.874,23680.594,
119.500,42971.503,1315.034,2447.348,93394.243,241.764,0.874,23764.308,
119.600,43072.434,1318.103,2443.287,93407.200,239.138,0.873,23848.278,
119.700,43173.549,1321.178,2439.227,93420.199,236.538,0.873,23932.503,
119.800,43274.848,1324.262,2435.166,93433.241,233.962,0.872,24016.984,
119.900,43376.332,1327.352,2431.105,93446.327,231.412,0.871,24101.723,
120.000,43478.000,1330.450,2427.044,93459.456,228.886,0.871,24186.720,
120.100,43579.854,1333.555,2422.983,93472.629,226.385,0.870,24271.975,
120.200,43681.893,1336.668,2418.923,93485.845,223.908,0.870,24357.489,
120.300,43784.117,1339.789,2414.862,93499.105,221.455,0.869,24443.264,
120.400,43886.528,1342.917,2410.801,93512.408,219.026,0.868,24529.300,
120.500,43989.125,1346.053,2406.740,93525.756,216.620,0.868,24615.597,
120.600,44091.908,1349.196,2402.679,93539.147,214.238,0.867,24702.156,
120.700,44194.878,1352.347,2398.619,93552.582,211.880,0.867,24788.978,
120.800,44298.035,1355.505,2394.558,93566.061,209.544,0.866,24876.064,
120.900,44401.380,1358.671,2390.497,93579.585,207.231,0.865,24963.414,
121.000,44504.912,1361.845,2386.436,93593.152,204.941,0.865,25051.030,
121.100,44608.632,1365.027,2382.375,93606.764,202.674,0.864,25138.912,
121.200,44712.541,1368.216,2378.315,93620.421,200.429,0.864,25227.060,
121.300,44816.638,1371.413,2374.254,93634.122,198.206,0.863,25315.476,
121.400,44920.925,1374.618,2370.193,93647.867,196.005,0.862,25404.160,
121.500,45025.400,1377.831,2366.132,93661.657,193.826,0.862,25493.113,
121.600,45130.065,1381.051,2362.072,93675.492,191.669,0.861,25582.336,
121.700,45234.920,1384.280,2358.011,93689.371,189.533,0.860,25671.829,
121.800,45339.965,1387.516,2353.950,93703.296,187.418,0.860,25761.594,
121.900,45445.200,1390.761,2349.889,93717.265,185.324,0.859,25851.630,
122.000,45550.626,1394.013,2345.828,93731.280,183.251,0.859,25941.940,
122.100,45656.243,1397.274,2341.768,93745.339,181.199,0.858,26032.523,
122.200,45762.052,1400.542,2337.707,93759.444,179.167,0.857,26123.380,
122.300,45868.052,1403.818,2333.646,93773.595,177.156,0.857,26214.512,
122.400,45974.244,1407.103,2329.585,93787.790,175.165,0.856,26305.921,
122.500,46080.629,1410.396,2325.524,93802.031,173.194,0.856,26397.606,
122.600,46187.206,1413.696,2321.464,93816.318,171.243,0.855,26489.568,
122.700,46293.975,1417.005,2317.403,93830.650,169.311,0.854,26581.809,
122.800,46400.939,1420.322,2313.342,93845.028,167.399,0.854,26674.328,
122.900,46508.095,1423.648,2309.281,93859.452,165.506,0.853,26767.128,
123.000,46615.446,1426.981,2305.220,93873.921,163.633,0.853,26860.208,
123.100,46722.991,1430.323,2301.160,93888.437,161.778,0.852,26953.569,
123.200,46830.730,1433.673,2297.099,93902.999,159.942,0.851,27047.213,
123.300,46938.664,1437.032,2293.038,93917.606,158.125,0.851,27141.140,
123.400,47046.793,1440.399,2288.977,93932.260,156.327,0.850,27235.350,
123.500,47155.118,1443.781,2284.916,93946.960,0.000,0.850,27329.846,
123.600,47263.639,1447.171,2280.856,93961.707,0.000,0.849,27424.627,
123.700,47372.356,1450.570,2276.795,93976.500,0.000,0.848,27519.695,
123.800,47481.271,1453.978,2272.734,93991.340,0.000,0.848,27615.050,
123.900,47590.383,1457.393,2268.673,94006.226,0.000,0.847,27710.694,
124.000,47699.692,1460.818,2264.612,94021.159,0.000,0.846,27806.627,
124.100,47809.199,1464.250,2260.552,94036.139,0.000,0.846,27902.850,
124.200,47918.905,1467.692,2256.491,94051.166,0.000,0.845,27999.363,
124.300,48028.808,1471.142,2252.430,94066.240,0.000,0.845,28096.169,
124.400,48138.911,1474.600,2248.369,94081.361,0.000,0.844,28193.266,
124.500,48249.213,1478.067,2244.308,94096.529,0.000,0.843,28290.657,
124.600,48359.714,1481.543,2240.248,94111.744,0.000,0.843,28388.342,
124.700,48470.415,1485.028,2236.187,94127.006,0.000,0.842,28486.322,
124.800,48581.317,1488.521,2232.126,94142.316,0.000,0.842,28584.598,
124.900,48692.418,1492.023,2228.065,94157.673,0.000,0.841,28683.170,
125.000,48803.721,1495.534,2224.004,94173.078,0.000,0.840,28782.040,
125.100,48915.225,1499.053,2219.944,94188.530,0.000,0.840,28881.208,
125.200,49026.930,1502.582,2215.883,94204.030,0.000,0.839,28980.675,
125.300,49138.837,1506.120,2211.822,94219.578,0.000,0.839,29080.443,
125.400,49250.946,1509.666,2207.761,94235.174,0.000,0.838,29180.511,
