STAGE 1 Parameters:
Fuel mass (kg): 5554.134481501211
Dry mass (kg): 1200.0
Fuel fract: 0.8223310472590292
Isp @ SL: 224.03090054038694
Burn time (sec): 135.58281753145025
Thrust (N): 90030.294
dM/dt: 40.96488465592519

TIME,HEIGHT,VELOCITY,MASS,THRUST,DRAG,GAMMA,RANGE
10.500,160.215,31.891,6824.003,90389.590,54.588,1.537,2.415,
10.600,163.419,32.235,6819.907,90389.574,55.761,1.536,2.526,
10.700,166.658,32.580,6815.810,90389.559,56.949,1.535,2.639,
10.800,169.931,32.926,6811.714,90389.543,58.152,1.535,2.756,
10.900,173.239,33.273,6807.617,90389.527,59.370,1.534,2.876,
11.000,176.581,33.620,6803.521,90389.511,60.602,1.534,2.999,
11.100,179.958,33.968,6799.424,90389.495,61.850,1.533,3.125,
11.200,183.370,34.317,6795.328,90389.479,63.112,1.532,3.256,
11.300,186.817,34.667,6791.231,90389.462,64.389,1.532,3.389,
11.400,190.298,35.017,6787.135,90389.446,65.682,1.531,3.526,
11.500,193.815,35.369,6783.038,90389.429,66.989,1.531,3.667,
11.600,197.366,35.721,6778.942,90389.412,68.311,1.530,3.811,
11.700,200.953,36.074,6774.845,90389.395,69.649,1.529,3.959,
11.800,204.575,36.428,6770.749,90389.378,71.002,1.529,4.110,
11.900,208.232,36.782,6766.652,90389.361,72.371,1.528,4.265,
12.000,211.924,37.138,6762.556,90389.344,73.755,1.527,4.425,
12.100,215.652,37.494,6758.459,90389.327,75.154,1.527,4.587,
12.200,219.416,37.851,6754.363,90389.309,76.569,1.526,4.754,
12.300,223.215,38.209,6750.266,90389.292,77.999,1.526,4.925,
12.400,227.050,38.568,6746.170,90389.274,79.445,1.525,5.100,
12.500,230.921,38.927,6742.073,90389.257,80.907,1.524,5.278,
12.600,234.827,39.287,6737.977,90389.239,82.385,1.524,5.461,
12.700,238.769,39.649,6733.880,90389.221,83.878,1.523,5.648,
12.800,242.748,40.011,6729.784,90389.203,85.387,1.522,5.839,
12.900,246.762,40.373,6725.687,90389.185,86.913,1.522,6.035,
13.000,250.813,40.737,6721.591,90389.167,88.454,1.521,6.234,
13.100,254.899,41.102,6717.494,90389.148,90.011,1.521,6.438,
13.200,259.023,41.467,6713.398,90389.130,91.584,1.520,6.647,
13.300,263.182,41.833,6709.302,90389.111,93.174,1.519,6.859,
13.400,267.378,42.200,6705.205,90389.093,94.780,1.519,7.077,
13.500,271.611,42.568,6701.109,90389.074,96.402,1.518,7.298,
13.600,275.880,42.936,6697.012,90389.055,98.040,1.518,7.525,
13.700,280.186,43.306,6692.916,90389.037,99.695,1.517,7.756,
13.800,284.528,43.676,6688.819,90389.018,101.366,1.516,7.991,
13.900,288.908,44.047,6684.723,90388.999,103.054,1.516,8.232,
14.000,293.325,44.419,6680.626,90388.980,104.758,1.515,8.477,
14.100,297.778,44.792,6676.530,90388.960,106.479,1.514,8.727,
14.200,302.269,45.166,6672.433,90388.941,108.216,1.514,8.982,
14.300,306.796,45.540,6668.337,90388.922,109.971,1.513,9.241,
14.400,311.362,45.915,6664.240,90388.903,111.742,1.513,9.506,
14.500,315.964,46.291,6660.144,90388.883,113.529,1.512,9.776,
14.600,320.604,46.668,6656.047,90388.864,115.334,1.511,10.050,
14.700,325.281,47.046,6651.951,90388.844,117.156,1.511,10.330,
14.800,329.996,47.425,6647.854,90388.824,118.994,1.510,10.616,
14.900,334.749,47.805,6643.758,90388.805,120.850,1.509,10.906,
15.000,339.539,48.185,6639.661,90388.785,122.723,1.509,11.202,
15.100,344.367,48.566,6635.565,90388.765,124.613,1.508,11.502,
15.200,349.233,48.948,6631.468,90388.745,126.520,1.508,11.809,
15.300,354.137,49.331,6627.372,90388.725,128.444,1.507,12.121,
15.400,359.079,49.715,6623.275,90388.705,130.386,1.506,12.438,
15.500,364.060,50.100,6619.179,90388.685,132.345,1.506,12.761,
15.600,369.078,50.485,6615.082,90388.665,134.321,1.505,13.089,
15.700,374.135,50.871,6610.986,90388.645,136.315,1.505,13.423,
15.800,379.230,51.259,6606.889,90388.625,138.326,1.504,13.763,
15.900,384.364,51.647,6602.793,90388.605,140.355,1.503,14.109,
16.000,389.536,52.036,6598.696,90388.585,142.401,1.503,14.460,
16.100,394.747,52.425,6594.600,90388.564,144.465,1.502,14.817,
16.200,399.996,52.816,6590.503,90388.544,146.547,1.501,15.180,
16.300,405.284,53.208,6586.407,90388.524,148.646,1.501,15.550,
16.400,410.612,53.600,6582.310,90388.503,150.763,1.500,15.925,
16.500,415.978,53.993,6578.214,90388.483,152.898,1.500,16.306,
16.600,421.383,54.387,6574.117,90388.462,155.051,1.499,16.693,
16.700,426.827,54.782,6570.021,90388.442,157.222,1.498,17.087,
16.800,432.311,55.178,6565.924,90388.421,159.411,1.498,17.487,
16.900,437.833,55.575,6561.828,90388.401,161.618,1.497,17.893,
17.000,443.395,55.972,6557.731,90388.380,163.842,1.496,18.305,
17.100,448.997,56.371,6553.635,90388.360,166.085,1.496,18.724,
17.200,454.638,56.770,6549.538,90388.339,168.346,1.495,19.150,
17.300,460.318,57.170,6545.442,90388.319,170.625,1.495,19.581,
17.400,466.039,57.571,6541.345,90388.298,172.923,1.494,20.020,
17.500,471.799,57.973,6537.249,90388.278,175.239,1.493,20.465,
17.600,477.599,58.376,6533.153,90388.257,177.572,1.493,20.917,
17.700,483.439,58.780,6529.056,90388.237,179.925,1.492,21.375,
17.800,489.318,59.185,6524.960,90388.216,182.295,1.492,21.841,
17.900,495.238,59.590,6520.863,90388.195,184.685,1.491,22.313,
18.000,501.198,59.996,6516.767,90388.175,187.092,1.490,22.792,
18.100,507.199,60.404,6512.670,90388.154,189.518,1.490,23.278,
18.200,513.239,60.812,6508.574,90388.134,191.963,1.489,23.771,
18.300,519.320,61.221,6504.477,90388.113,194.426,1.488,24.272,
18.400,525.442,61.631,6500.381,90388.093,196.908,1.488,24.779,
18.500,531.604,62.041,6496.284,90388.073,199.409,1.487,25.293,
18.600,537.807,62.453,6492.188,90388.052,201.928,1.487,25.815,
18.700,544.050,62.866,6488.091,90388.032,204.466,1.486,26.344,
18.800,550.335,63.279,6483.995,90388.011,207.022,1.485,26.881,
18.900,556.660,63.693,6479.898,90387.991,209.598,1.485,27.425,
19.000,563.026,64.109,6475.802,90387.971,212.192,1.484,27.977,
19.100,569.433,64.525,6471.705,90387.951,214.805,1.483,28.536,
19.200,575.882,64.942,6467.609,90387.930,217.438,1.483,29.102,
19.300,582.372,65.360,6463.512,90387.910,220.089,1.482,29.677,
19.400,588.903,65.779,6459.416,90387.890,222.759,1.482,30.259,
19.500,595.475,66.198,6455.319,90387.870,225.448,1.481,30.848,
19.600,602.089,66.619,6451.223,90387.850,228.156,1.480,31.446,
19.700,608.744,67.040,6447.126,90387.830,230.883,1.480,32.052,
19.800,615.441,67.463,6443.030,90387.810,233.629,1.479,32.665,
19.900,622.180,67.886,6438.933,90387.791,236.395,1.478,33.287,
20.000,628.961,68.310,6434.837,90387.771,239.179,1.478,33.917,
20.100,635.783,68.736,6430.740,90387.751,241.983,1.477,34.555,
20.200,642.648,69.162,6426.644,90387.732,244.806,1.477,35.201,
20.300,649.554,69.589,6422.547,90387.712,247.648,1.476,35.855,
20.400,656.503,70.016,6418.451,90387.693,250.510,1.475,36.518,
20.500,663.494,70.445,6414.354,90387.674,253.390,1.475,37.189,
20.600,670.527,70.875,6410.258,90387.655,256.291,1.474,37.868,
20.700,677.603,71.305,6406.161,90387.635,259.210,1.474,38.556,
20.800,684.721,71.737,6402.065,90387.616,262.149,1.473,39.253,
20.900,691.881,72.169,6397.968,90387.597,265.107,1.472,39.958,
21.000,699.085,72.603,6393.872,90387.579,268.085,1.472,40.672,
21.100,706.331,73.037,6389.775,90387.560,271.082,1.471,41.395,
21.200,713.620,73.472,6385.679,90387.541,274.099,1.470,42.127,
21.300,720.951,73.908,6381.582,90387.523,277.135,1.470,42.867,
21.400,728.326,74.345,6377.486,90387.505,280.190,1.469,43.617,
21.500,735.744,74.783,6373.389,90387.486,283.266,1.469,44.375,
21.600,743.204,75.222,6369.293,90387.468,286.360,1.468,45.143,
21.700,750.709,75.662,6365.196,90387.450,289.475,1.467,45.919,
21.800,758.256,76.103,6361.100,90387.433,292.609,1.467,46.705,
21.900,765.847,76.544,6357.004,90387.415,295.762,1.466,47.500,
22.000,773.481,76.987,6352.907,90387.397,298.936,1.465,48.305,
22.100,781.159,77.430,6348.811,90387.380,302.128,1.465,49.119,
22.200,788.880,77.875,6344.714,90387.363,305.341,1.464,49.942,
22.300,796.645,78.320,6340.618,90387.346,308.573,1.464,50.775,
22.400,804.454,78.767,6336.521,90387.329,311.825,1.463,51.617,
22.500,812.307,79.214,6332.425,90387.312,315.097,1.462,52.469,
22.600,820.204,79.662,6328.328,90387.296,318.388,1.462,53.331,
22.700,828.145,80.111,6324.232,90387.279,321.699,1.461,54.203,
22.800,836.130,80.561,6320.135,90387.263,325.030,1.461,55.084,
22.900,844.160,81.012,6316.039,90387.247,328.381,1.460,55.976,
23.000,852.233,81.464,6311.942,90387.231,331.751,1.459,56.877,
23.100,860.351,81.917,6307.846,90387.215,335.142,1.459,57.789,
23.200,868.514,82.371,6303.749,90387.200,338.552,1.458,58.710,
23.300,876.721,82.826,6299.653,90387.185,341.982,1.457,59.642,
23.400,884.972,83.281,6295.556,90387.170,345.431,1.457,60.584,
23.500,893.269,83.738,6291.460,90387.155,348.901,1.456,61.536,
23.600,901.610,84.196,6287.363,90387.140,352.390,1.456,62.499,
23.700,909.996,84.654,6283.267,90387.126,355.900,1.455,63.472,
23.800,918.428,85.114,6279.170,90387.112,359.429,1.454,64.455,
23.900,926.904,85.574,6275.074,90387.098,362.978,1.454,65.450,
24.000,935.425,86.036,6270.977,90387.084,366.547,1.453,66.454,
24.100,943.992,86.498,6266.881,90387.070,370.135,1.452,67.470,
24.200,952.604,86.961,6262.784,90387.057,373.744,1.452,68.496,
24.300,961.261,87.426,6258.688,90387.044,377.372,1.451,69.533,
24.400,969.964,87.891,6254.591,90387.031,381.021,1.451,70.582,
24.500,978.713,88.357,6250.495,90387.019,384.689,1.450,71.641,
24.600,987.507,88.824,6246.398,90387.007,388.377,1.449,72.711,
24.700,996.347,89.292,6242.302,90386.995,392.085,1.449,73.792,
24.800,1005.232,89.761,6238.205,90386.983,395.813,1.448,74.884,
24.900,1014.164,90.231,6234.109,90386.972,399.560,1.448,75.988,
25.000,1023.142,90.702,6230.012,90386.960,403.328,1.447,77.103,
25.100,1032.165,91.174,6225.916,90386.950,407.115,1.446,78.230,
25.200,1041.235,91.647,6221.819,90386.939,410.923,1.446,79.368,
25.300,1050.352,92.121,6217.723,90386.929,414.750,1.445,80.517,
25.400,1059.514,92.596,6213.626,90386.919,418.597,1.444,81.678,
25.500,1068.723,93.072,6209.530,90386.909,422.464,1.444,82.851,
25.600,1077.979,93.549,6205.433,90386.900,426.351,1.443,84.035,
25.700,1087.281,94.027,6201.337,90386.891,430.257,1.443,85.232,
25.800,1096.629,94.505,6197.240,90386.882,434.184,1.442,86.440,
25.900,1106.025,94.985,6193.144,90386.874,438.130,1.441,87.660,
26.000,1115.468,95.466,6189.047,90386.866,442.096,1.441,88.892,
26.100,1124.957,95.948,6184.951,90386.858,446.082,1.440,90.136,
26.200,1134.493,96.430,6180.855,90386.851,450.087,1.439,91.393,
26.300,1144.077,96.914,6176.758,90386.844,454.113,1.439,92.661,
26.400,1153.708,97.399,6172.662,90386.837,458.158,1.438,93.943,
26.500,1163.386,97.884,6168.565,90386.831,462.223,1.438,95.236,
26.600,1173.111,98.371,6164.469,90386.825,466.307,1.437,96.542,
26.700,1182.884,98.859,6160.372,90386.819,470.412,1.436,97.860,
26.800,1192.704,99.347,6156.276,90386.814,474.536,1.436,99.191,
26.900,1202.572,99.837,6152.179,90386.809,478.679,1.435,100.535,
27.000,1212.488,100.327,6148.083,90386.805,482.843,1.435,101.891,
27.100,1222.452,100.819,6143.986,90386.801,487.026,1.434,103.261,
27.200,1232.463,101.311,6139.890,90386.797,491.228,1.433,104.643,
27.300,1242.523,101.805,6135.793,90386.794,495.450,1.433,106.038,
27.400,1252.630,102.300,6131.697,90386.791,499.692,1.432,107.446,
27.500,1262.786,102.795,6127.600,90386.789,503.954,1.431,108.867,
27.600,1272.990,103.292,6123.504,90386.787,508.234,1.431,110.302,
27.700,1283.242,103.789,6119.407,90386.786,512.535,1.430,111.750,
27.800,1293.543,104.288,6115.311,90386.784,516.855,1.430,113.211,
27.900,1303.892,104.787,6111.214,90386.784,521.194,1.429,114.685,
28.000,1314.290,105.288,6107.118,90386.784,525.553,1.428,116.173,
28.100,1324.736,105.789,6103.021,90386.784,529.931,1.428,117.675,
28.200,1335.231,106.292,6098.925,90386.785,534.329,1.427,119.190,
28.300,1345.775,106.796,6094.828,90386.786,538.746,1.426,120.719,
28.400,1356.368,107.300,6090.732,90386.788,543.182,1.426,122.262,
28.500,1367.010,107.806,6086.635,90386.790,547.637,1.425,123.818,
28.600,1377.701,108.312,6082.539,90386.793,552.112,1.425,125.389,
28.700,1388.442,108.820,6078.442,90386.796,556.606,1.424,126.973,
28.800,1399.231,109.329,6074.346,90386.800,561.119,1.423,128.572,
28.900,1410.070,109.838,6070.249,90386.804,565.652,1.423,130.185,
29.000,1420.959,110.349,6066.153,90386.809,570.203,1.422,131.812,
29.100,1431.897,110.861,6062.056,90386.814,574.774,1.421,133.453,
29.200,1442.884,111.373,6057.960,90386.820,579.363,1.421,135.109,
29.300,1453.921,111.887,6053.863,90386.826,583.972,1.420,136.780,
29.400,1465.008,112.402,6049.767,90386.833,588.600,1.420,138.464,
29.500,1476.145,112.917,6045.670,90386.840,593.246,1.419,140.164,
29.600,1487.332,113.434,6041.574,90386.848,597.912,1.418,141.878,
29.700,1498.569,113.952,6037.477,90386.857,602.596,1.418,143.607,
