STAGE 1 Parameters:
Fuel mass (kg): 5554.134481501211
Dry mass (kg): 1200.0
Fuel fract: 0.8223310472590292
Isp @ SL: 224.03090054038694
Burn time (sec): 135.58281753145025
Thrust (N): 90030.294
dM/dt: 40.96488465592519

TIME,HEIGHT,VELOCITY,MASS,THRUST,DRAG,GAMMA,RANGE
89.600,20420.990,671.764,3583.681,91095.767,3234.356,1.047,7850.899,
89.700,20479.209,673.374,3579.584,91099.896,3212.169,1.046,7884.466,
89.800,20537.547,674.988,3575.488,91104.045,3190.085,1.045,7918.150,
89.900,20596.004,676.606,3571.391,91108.213,3168.103,1.045,7951.950,
90.000,20654.579,678.228,3567.295,91112.401,3146.224,1.044,7985.866,
90.100,20713.274,679.854,3563.198,91116.608,3124.448,1.044,8019.900,
90.200,20772.089,681.484,3559.102,91120.834,3102.775,1.043,8054.052,
90.300,20831.023,683.118,3555.005,91125.080,3081.204,1.042,8088.322,
90.400,20890.077,684.755,3550.909,91129.346,3059.735,1.042,8122.709,
90.500,20949.252,686.397,3546.812,91133.631,3038.368,1.041,8157.216,
90.600,21008.546,688.042,3542.716,91137.936,3017.104,1.041,8191.841,
90.700,21067.962,689.691,3538.619,91142.261,2995.942,1.040,8226.586,
90.800,21127.497,691.344,3534.523,91146.606,2974.882,1.039,8261.451,
90.900,21187.154,693.001,3530.426,91150.971,2953.923,1.039,8296.436,
91.000,21246.932,694.663,3526.330,91155.356,2933.066,1.038,8331.541,
91.100,21306.832,696.328,3522.233,91159.761,2912.311,1.037,8366.767,
91.200,21366.853,697.996,3518.137,91164.186,2891.658,1.037,8402.114,
91.300,21426.996,699.669,3514.041,91168.632,2871.106,1.036,8437.583,
91.400,21487.261,701.346,3509.944,91173.097,2850.655,1.036,8473.173,
91.500,21547.648,703.027,3505.848,91177.584,2830.305,1.035,8508.886,
91.600,21608.158,704.712,3501.751,91182.090,2810.057,1.034,8544.721,
91.700,21668.790,706.401,3497.655,91186.617,2789.909,1.034,8580.680,
91.800,21729.545,708.093,3493.558,91191.165,2769.862,1.033,8616.761,
91.900,21790.424,709.790,3489.462,91195.734,2749.916,1.032,8652.967,
92.000,21851.425,711.491,3485.365,91200.323,2730.070,1.032,8689.296,
92.100,21912.551,713.196,3481.269,91204.933,2710.325,1.031,8725.750,
92.200,21973.799,714.905,3477.172,91209.565,2690.680,1.031,8762.329,
92.300,22035.172,716.617,3473.076,91214.217,2671.135,1.030,8799.033,
92.400,22096.669,718.334,3468.979,91218.890,2651.690,1.029,8835.863,
92.500,22158.290,720.055,3464.883,91223.584,2632.345,1.029,8872.818,
92.600,22220.036,721.780,3460.786,91228.300,2613.100,1.028,8909.900,
92.700,22281.907,723.509,3456.690,91233.037,2593.954,1.028,8947.108,
92.800,22343.903,725.242,3452.593,91237.795,2574.908,1.027,8984.444,
92.900,22406.024,726.979,3448.497,91242.575,2555.960,1.026,9021.906,
93.000,22468.270,728.720,3444.400,91247.376,2537.112,1.026,9059.497,
93.100,22530.642,730.465,3440.304,91252.198,2518.363,1.025,9097.216,
93.200,22593.140,732.215,3436.207,91257.043,2499.712,1.024,9135.063,
93.300,22655.764,733.968,3432.111,91261.909,2481.160,1.024,9173.040,
93.400,22718.514,735.726,3428.014,91266.797,2462.706,1.023,9211.145,
93.500,22781.391,737.487,3423.918,91271.707,2444.351,1.023,9249.381,
93.600,22844.394,739.253,3419.821,91276.639,2426.094,1.022,9287.746,
93.700,22907.525,741.023,3415.725,91281.593,2407.934,1.021,9326.242,
93.800,22970.782,742.797,3411.628,91286.569,2389.872,1.021,9364.868,
93.900,23034.167,744.575,3407.532,91291.567,2371.908,1.020,9403.626,
94.000,23097.679,746.357,3403.435,91296.587,2354.041,1.019,9442.516,
94.100,23161.319,748.144,3399.339,91301.630,2336.271,1.019,9481.537,
94.200,23225.087,749.934,3395.242,91306.695,2318.598,1.018,9520.691,
94.300,23288.984,751.729,3391.146,91311.783,2301.022,1.018,9559.978,
94.400,23353.008,753.528,3387.049,91316.893,2283.542,1.017,9599.397,
94.500,23417.162,755.331,3382.953,91322.026,2266.159,1.016,9638.951,
94.600,23481.444,757.138,3378.856,91327.182,2248.872,1.016,9678.638,
94.700,23545.855,758.950,3374.760,91332.360,2231.681,1.015,9718.459,
94.800,23610.396,760.765,3370.663,91337.562,2214.585,1.014,9758.416,
94.900,23675.066,762.585,3366.567,91342.786,2197.586,1.014,9798.507,
95.000,23739.865,764.409,3362.470,91348.034,2180.681,1.013,9838.734,
95.100,23804.795,766.237,3358.374,91353.304,2163.872,1.013,9879.097,
95.200,23869.855,768.070,3354.277,91358.598,2147.157,1.012,9919.596,
95.300,23935.045,769.907,3350.181,91363.915,2130.537,1.011,9960.231,
95.400,24000.365,771.748,3346.084,91369.255,2114.012,1.011,10001.004,
95.500,24065.817,773.593,3341.988,91374.619,2097.581,1.010,10041.914,
95.600,24131.399,775.443,3337.892,91380.006,2081.244,1.010,10082.962,
95.700,24197.113,777.296,3333.795,91385.417,2065.001,1.009,10124.149,
95.800,24262.958,779.154,3329.699,91390.851,2048.851,1.008,10165.474,
95.900,24328.934,781.017,3325.602,91396.310,2032.795,1.008,10206.938,
96.000,24395.043,782.883,3321.506,91401.792,2016.832,1.007,10248.542,
96.100,24461.283,784.754,3317.409,91407.298,2000.962,1.006,10290.285,
96.200,24527.656,786.630,3313.313,91412.827,1985.184,1.006,10332.169,
96.300,24594.161,788.509,3309.216,91418.381,1969.499,1.005,10374.193,
96.400,24660.799,790.393,3305.120,91423.960,1953.906,1.005,10416.359,
96.500,24727.570,792.281,3301.023,91429.562,1938.405,1.004,10458.666,
96.600,24794.473,794.174,3296.927,91435.189,1922.996,1.003,10501.115,
96.700,24861.511,796.071,3292.830,91440.840,1907.678,1.003,10543.706,
96.800,24928.681,797.972,3288.734,91446.515,1892.451,1.002,10586.441,
96.900,24995.986,799.878,3284.637,91452.215,1877.316,1.001,10629.318,
97.000,25063.425,801.788,3280.541,91457.940,1862.271,1.001,10672.339,
97.100,25130.997,803.702,3276.444,91463.689,1847.626,1.000,10715.503,
97.200,25198.704,805.621,3272.348,91469.463,1833.089,1.000,10758.812,
97.300,25266.546,807.544,3268.251,91475.262,1818.638,0.999,10802.266,
97.400,25334.523,809.472,3264.155,91481.086,1804.274,0.998,10845.866,
97.500,25402.635,811.404,3260.058,91486.935,1789.997,0.998,10889.610,
97.600,25470.881,813.340,3255.962,91492.809,1775.805,0.997,10933.501,
97.700,25539.264,815.281,3251.865,91498.708,1761.700,0.997,10977.539,
97.800,25607.782,817.226,3247.769,91504.633,1747.681,0.996,11021.723,
97.900,25676.436,819.176,3243.672,91510.583,1733.746,0.995,11066.054,
98.000,25745.226,821.130,3239.576,91516.558,1719.897,0.995,11110.534,
98.100,25814.153,823.089,3235.479,91522.559,1706.133,0.994,11155.161,
98.200,25883.216,825.052,3231.383,91528.585,1692.454,0.993,11199.937,
98.300,25952.416,827.020,3227.286,91534.637,1678.859,0.993,11244.862,
98.400,26021.753,828.992,3223.190,91540.715,1665.348,0.992,11289.937,
98.500,26091.227,830.968,3219.093,91546.818,1651.921,0.992,11335.161,
98.600,26160.838,832.949,3214.997,91552.948,1638.577,0.991,11380.536,
98.700,26230.587,834.935,3210.900,91559.103,1625.317,0.990,11426.061,
98.800,26300.474,836.925,3206.804,91565.285,1612.140,0.990,11471.737,
98.900,26370.499,838.920,3202.707,91571.493,1599.046,0.989,11517.565,
99.000,26440.663,840.919,3198.611,91577.727,1586.034,0.988,11563.545,
99.100,26510.965,842.923,3194.514,91583.987,1573.104,0.988,11609.678,
99.200,26581.405,844.931,3190.418,91590.274,1560.256,0.987,11655.963,
99.300,26651.985,846.944,3186.321,91596.587,1547.490,0.987,11702.402,
99.400,26722.704,848.961,3182.225,91602.927,1534.805,0.986,11748.994,
99.500,26793.562,850.984,3178.128,91609.293,1522.202,0.985,11795.741,
99.600,26864.560,853.010,3174.032,91615.687,1509.679,0.985,11842.642,
99.700,26935.697,855.041,3169.935,91622.107,1497.236,0.984,11889.699,
99.800,27006.975,857.077,3165.839,91628.554,1484.874,0.984,11936.910,
99.900,27078.392,859.118,3161.743,91635.028,1472.592,0.983,11984.278,
100.000,27149.951,861.163,3157.646,91641.529,1460.390,0.982,12031.802,
100.100,27221.650,863.213,3153.550,91648.057,1448.266,0.982,12079.483,
100.200,27293.490,865.267,3149.453,91654.613,1436.222,0.981,12127.321,
100.300,27365.471,867.326,3145.357,91661.195,1424.257,0.980,12175.317,
100.400,27437.593,869.390,3141.260,91667.806,1412.370,0.980,12223.471,
100.500,27509.857,871.459,3137.164,91674.443,1400.561,0.979,12271.784,
100.600,27582.262,873.532,3133.067,91681.109,1388.830,0.979,12320.256,
100.700,27654.810,875.610,3128.971,91687.802,1377.177,0.978,12368.887,
100.800,27727.500,877.692,3124.874,91694.522,1365.601,0.977,12417.679,
100.900,27800.332,879.780,3120.778,91701.271,1354.102,0.977,12466.630,
101.000,27873.307,881.872,3116.681,91708.047,1342.680,0.976,12515.743,
101.100,27946.425,883.969,3112.585,91714.852,1331.334,0.975,12565.017,
101.200,28019.686,886.070,3108.488,91721.685,1320.065,0.975,12614.452,
101.300,28093.091,888.177,3104.392,91728.545,1308.871,0.974,12664.050,
101.400,28166.638,890.288,3100.295,91735.434,1297.752,0.974,12713.811,
101.500,28240.330,892.404,3096.199,91742.352,1286.709,0.973,12763.735,
101.600,28314.166,894.524,3092.102,91749.298,1275.741,0.972,12813.822,
101.700,28388.145,896.650,3088.006,91756.272,1264.847,0.972,12864.074,
101.800,28462.270,898.780,3083.909,91763.275,1254.027,0.971,12914.490,
101.900,28536.538,900.916,3079.813,91770.307,1243.282,0.971,12965.071,
102.000,28610.952,903.056,3075.716,91777.367,1232.610,0.970,13015.817,
102.100,28685.511,905.201,3071.620,91784.457,1222.011,0.969,13066.730,
102.200,28760.215,907.350,3067.523,91791.575,1211.486,0.969,13117.808,
102.300,28835.065,909.505,3063.427,91798.722,1201.033,0.968,13169.054,
102.400,28910.060,911.665,3059.330,91805.899,1190.652,0.967,13220.467,
102.500,28985.201,913.829,3055.234,91813.104,1180.344,0.967,13272.048,
102.600,29060.489,915.998,3051.137,91820.339,1170.108,0.966,13323.797,
102.700,29135.923,918.173,3047.041,91827.603,1159.943,0.966,13375.715,
102.800,29211.504,920.352,3042.944,91834.897,1149.849,0.965,13427.802,
102.900,29287.231,922.536,3038.848,91842.221,1139.826,0.964,13480.059,
103.000,29363.106,924.725,3034.751,91849.574,1129.873,0.964,13532.486,
103.100,29439.128,926.919,3030.655,91856.956,1119.991,0.963,13585.084,
103.200,29515.297,929.118,3026.558,91864.369,1110.179,0.962,13637.853,
103.300,29591.614,931.322,3022.462,91871.811,1100.436,0.962,13690.793,
103.400,29668.079,933.531,3018.365,91879.284,1090.763,0.961,13743.906,
103.500,29744.693,935.745,3014.269,91886.787,1081.158,0.961,13797.191,
103.600,29821.455,937.964,3010.172,91894.319,1071.622,0.960,13850.649,
103.700,29898.365,940.189,3006.076,91901.882,1062.155,0.959,13904.281,
103.800,29975.425,942.418,3001.979,91909.476,1052.755,0.959,13958.087,
103.900,30052.633,944.652,2997.883,91917.099,1043.423,0.958,14012.067,
104.000,30129.991,946.891,2993.786,91924.754,1034.159,0.958,14066.223,
104.100,30207.498,949.136,2989.690,91932.438,1024.962,0.957,14120.553,
104.200,30285.156,951.385,2985.594,91940.154,1015.831,0.956,14175.060,
104.300,30362.963,953.640,2981.497,91947.900,1006.767,0.956,14229.744,
104.400,30440.920,955.899,2977.401,91955.678,997.769,0.955,14284.604,
104.500,30519.028,958.164,2973.304,91963.486,988.836,0.954,14339.642,
104.600,30597.287,960.434,2969.208,91971.325,979.969,0.954,14394.858,
104.700,30675.697,962.709,2965.111,91979.195,971.168,0.953,14450.252,
104.800,30754.257,964.990,2961.015,91987.097,962.431,0.953,14505.825,
104.900,30832.969,967.275,2956.918,91995.030,953.758,0.952,14561.578,
105.000,30911.833,969.566,2952.822,92002.994,945.150,0.951,14617.511,
105.100,30990.849,971.862,2948.725,92010.990,936.606,0.951,14673.624,
105.200,31070.016,974.163,2944.629,92019.018,928.125,0.950,14729.919,
105.300,31149.336,976.469,2940.532,92027.077,919.707,0.949,14786.394,
105.400,31228.809,978.781,2936.436,92035.168,911.353,0.949,14843.052,
105.500,31308.434,981.098,2932.339,92043.290,903.061,0.948,14899.892,
105.600,31388.212,983.420,2928.243,92051.445,894.831,0.948,14956.916,
105.700,31468.144,985.747,2924.146,92059.631,886.663,0.947,15014.122,
105.800,31548.228,988.080,2920.050,92067.850,878.556,0.946,15071.513,
105.900,31628.467,990.418,2915.953,92076.101,870.511,0.946,15129.089,
106.000,31708.859,992.761,2911.857,92084.384,862.527,0.945,15186.849,
106.100,31789.406,995.110,2907.760,92092.700,854.604,0.944,15244.795,
106.200,31870.107,997.464,2903.664,92101.048,846.741,0.944,15302.927,
106.300,31950.963,999.823,2899.567,92109.429,838.938,0.943,15361.246,
106.400,32031.973,1002.188,2895.471,92117.842,831.195,0.943,15419.752,
106.500,32113.139,1004.558,2891.374,92126.288,823.511,0.942,15478.446,
106.600,32194.459,1006.934,2887.278,92134.767,815.886,0.941,15537.328,
106.700,32275.936,1009.315,2883.181,92143.279,808.320,0.941,15596.398,
106.800,32357.568,1011.701,2879.085,92151.824,800.812,0.940,15655.658,
106.900,32439.356,1014.093,2874.988,92160.402,793.363,0.940,15715.107,
107.000,32521.300,1016.491,2870.892,92169.013,785.971,0.939,15774.747,
107.100,32603.401,1018.893,2866.795,92177.658,778.637,0.938,15834.578,
107.200,32685.658,1021.302,2862.699,92186.335,771.360,0.938,15894.600,
107.300,32768.073,1023.715,2858.602,92195.047,764.140,0.937,15954.814,
107.400,32850.645,1026.135,2854.506,92203.791,756.976,0.936,16015.220,
107.500,32933.374,1028.560,2850.409,92212.570,749.868,0.936,16075.820,
107.600,33016.260,1030.990,2846.313,92221.382,742.817,0.935,16136.613,
107.700,33099.305,1033.426,2842.216,92230.228,735.821,0.935,16197.599,
107.800,33182.508,1035.867,2838.120,92239.108,728.880,0.934,16258.781,
107.900,33265.869,1038.314,2834.023,92248.022,721.994,0.933,16320.157,
108.000,33349.388,1040.767,2829.927,92256.970,715.163,0.933,16381.730,
108.100,33433.067,1043.226,2825.830,92265.952,708.386,0.932,16443.498,
108.200,33516.904,1045.690,2821.734,92274.969,701.663,0.931,16505.463,
108.300,33600.901,1048.159,2817.637,92284.020,694.994,0.931,16567.626,
108.400,33685.058,1050.634,2813.541,92293.105,688.378,0.930,16629.986,
108.500,33769.374,1053.115,2809.444,92302.225,681.816,0.930,16692.545,
108.600,33853.850,1055.602,2805.348,92311.379,675.306,0.929,16755.303,
108.700,33938.486,1058.094,2801.252,92320.568,668.848,0.928,16818.260,
108.800,34023.283,1060.592,2797.155,92329.792,662.443,0.928,16881.418,
108.900,34108.241,1063.096,2793.059,92339.051,656.089,0.927,16944.776,
109.000,34193.360,1065.606,2788.962,92348.345,649.787,0.927,17008.335,
109.100,34278.640,1068.121,2784.866,92357.675,643.536,0.926,17072.096,
109.200,34364.081,1070.642,2780.769,92367.039,637.337,0.925,17136.059,
109.300,34449.685,1073.169,2776.673,92376.438,631.187,0.925,17200.225,
109.400,34535.450,1075.702,2772.576,92385.873,625.088,0.924,17264.595,
109.500,34621.377,1078.241,2768.480,92395.344,619.039,0.923,17329.168,
109.600,34707.467,1080.785,2764.383,92404.849,613.040,0.923,17393.946,
109.700,34793.719,1083.335,2760.287,92414.391,607.090,0.922,17458.930,
109.800,34880.135,1085.891,2756.190,92423.968,601.189,0.922,17524.119,
109.900,34966.713,1088.453,2752.094,92433.581,595.337,0.921,17589.514,
110.000,35053.455,1091.021,2747.997,92443.230,589.533,0.920,17655.116,
110.100,35140.361,1093.595,2743.901,92452.915,583.778,0.920,17720.926,
110.200,35227.430,1096.175,2739.804,92462.637,578.070,0.919,17786.943,
110.300,35314.664,1098.761,2735.708,92472.394,572.410,0.918,17853.169,
110.400,35402.062,1101.353,2731.611,92482.187,566.797,0.918,17919.605,
110.500,35489.625,1103.951,2727.515,92492.017,561.231,0.917,17986.250,
110.600,35577.353,1106.554,2723.418,92501.884,555.712,0.917,18053.105,
110.700,35665.246,1109.164,2719.322,92511.787,550.239,0.916,18120.171,
110.800,35753.304,1111.780,2715.225,92521.727,544.813,0.915,18187.449,
110.900,35841.528,1114.402,2711.129,92531.703,539.432,0.915,18254.939,
111.000,35929.918,1117.030,2707.032,92541.716,534.096,0.914,18322.642,
111.100,36018.474,1119.664,2702.936,92551.766,528.806,0.914,18390.558,
111.200,36107.196,1122.305,2698.839,92561.853,523.561,0.913,18458.688,
111.300,36196.085,1124.951,2694.743,92571.978,518.360,0.912,18527.032,
111.400,36285.141,1127.603,2690.646,92582.139,513.203,0.912,18595.591,
111.500,36374.364,1130.262,2686.550,92592.338,508.091,0.911,18664.366,
111.600,36463.754,1132.927,2682.453,92602.574,503.022,0.910,18733.358,
111.700,36553.312,1135.598,2678.357,92612.847,497.997,0.910,18802.566,
111.800,36643.038,1138.275,2674.260,92623.159,493.015,0.909,18871.991,
111.900,36732.933,1140.959,2670.164,92633.507,488.076,0.909,18941.635,
112.000,36822.995,1143.649,2666.067,92643.894,483.179,0.908,19011.498,
112.100,36913.226,1146.345,2661.971,92654.318,478.325,0.907,19081.579,
112.200,37003.627,1149.047,2657.874,92664.780,473.512,0.907,19151.881,
112.300,37094.196,1151.756,2653.778,92675.281,468.742,0.906,19222.403,
112.400,37184.935,1154.471,2649.681,92685.819,464.012,0.905,19293.146,
112.500,37275.843,1157.192,2645.585,92696.396,459.324,0.905,19364.111,
112.600,37366.922,1159.920,2641.488,92707.011,454.677,0.904,19435.299,
112.700,37458.170,1162.654,2637.392,92717.664,450.071,0.904,19506.709,
112.800,37549.590,1165.395,2633.295,92728.356,445.505,0.903,19578.343,
112.900,37641.179,1168.142,2629.199,92739.086,440.979,0.902,19650.202,
113.000,37732.940,1170.895,2625.103,92749.855,436.492,0.902,19722.285,
113.100,37824.872,1173.655,2621.006,92760.663,432.046,0.901,19794.594,
113.200,37916.976,1176.421,2616.910,92771.510,427.638,0.901,19867.128,
113.300,38009.251,1179.194,2612.813,92782.395,423.269,0.900,19939.890,
113.400,38101.699,1181.974,2608.717,92793.320,418.939,0.899,20012.879,
113.500,38194.318,1184.759,2604.620,92804.283,414.648,0.899,20086.096,
113.600,38287.110,1187.552,2600.524,92815.286,410.394,0.898,20159.541,
113.700,38380.075,1190.351,2596.427,92826.328,406.179,0.897,20233.216,
113.800,38473.214,1193.157,2592.331,92837.410,402.001,0.897,20307.121,
113.900,38566.525,1195.969,2588.234,92848.531,397.860,0.896,20381.257,
114.000,38660.010,1198.788,2584.138,92859.692,393.757,0.896,20455.624,
114.100,38753.669,1201.613,2580.041,92870.892,389.690,0.895,20530.222,
114.200,38847.502,1204.446,2575.945,92882.132,385.660,0.894,20605.053,
114.300,38941.510,1207.285,2571.848,92893.412,381.666,0.894,20680.118,
114.400,39035.692,1210.130,2567.752,92904.732,377.708,0.893,20755.416,
114.500,39130.049,1212.983,2563.655,92916.092,373.786,0.892,20830.948,
114.600,39224.581,1215.842,2559.559,92927.492,369.900,0.892,20906.716,
114.700,39319.289,1218.708,2555.462,92938.932,366.049,0.891,20982.720,
114.800,39414.172,1221.581,2551.366,92950.412,362.232,0.891,21058.960,
114.900,39509.232,1224.460,2547.269,92961.933,358.451,0.890,21135.437,
115.000,39604.467,1227.347,2543.173,92973.494,354.704,0.889,21212.152,
115.100,39699.880,1230.240,2539.076,92985.096,350.991,0.889,21289.105,
115.200,39795.469,1233.140,2534.980,92996.739,347.312,0.888,21366.298,
115.300,39891.235,1236.047,2530.883,93008.422,343.666,0.888,21443.730,
115.400,39987.179,1238.961,2526.787,93020.147,340.055,0.887,21521.403,
115.500,40083.300,1241.882,2522.690,93031.912,336.476,0.886,21599.317,
115.600,40179.599,1244.810,2518.594,93043.718,332.931,0.886,21677.473,
115.700,40276.077,1247.745,2514.497,93055.565,329.418,0.885,21755.871,
115.800,40372.733,1250.688,2510.401,93067.454,325.938,0.884,21834.512,
115.900,40469.567,1253.637,2506.304,93079.384,322.489,0.884,21913.398,
116.000,40566.581,1256.593,2502.208,93091.355,319.073,0.883,21992.527,
116.100,40663.774,1259.556,2498.111,93103.367,315.689,0.883,22071.903,
116.200,40761.146,1262.526,2494.015,93115.422,312.336,0.882,22151.524,
116.300,40858.699,1265.504,2489.918,93127.518,309.015,0.881,22231.391,
116.400,40956.431,1268.488,2485.822,93139.655,305.724,0.881,22311.506,
116.500,41054.344,1271.480,2481.725,93151.835,302.464,0.880,22391.869,
116.600,41152.438,1274.479,2477.629,93164.056,299.235,0.879,22472.481,
116.700,41250.712,1277.485,2473.532,93176.320,296.036,0.879,22553.342,
116.800,41349.168,1280.499,2469.436,93188.625,292.868,0.878,22634.453,
116.900,41447.805,1283.520,2465.339,93200.973,289.729,0.878,22715.815,
117.000,41546.625,1286.548,2461.243,93213.363,286.619,0.877,22797.429,
117.100,41645.626,1289.583,2457.146,93225.795,283.539,0.876,22879.294,
117.200,41744.810,1292.626,2453.050,93238.270,280.489,0.876,22961.413,
117.300,41844.176,1295.676,2448.954,93250.788,277.467,0.875,23043.785,
117.400,41943.725,1298.733,2444.857,93263.348,274.474,0.874,23126.412,
117.500,42043.458,1301.798,2440.761,93275.950,271.509,0.874,23209.294,
117.600,42143.374,1304.871,2436.664,93288.596,268.573,0.873,23292.432,
117.700,42243.474,1307.950,2432.568,93301.285,265.665,0.873,23375.826,
117.800,42343.758,1311.038,2428.471,93314.016,262.784,0.872,23459.477,
117.900,42444.227,1314.132,2424.375,93326.791,259.931,0.871,23543.387,
118.000,42544.880,1317.235,2420.278,93339.609,257.106,0.871,23627.555,
118.100,42645.718,1320.345,2416.182,93352.470,254.307,0.870,23711.982,
118.200,42746.742,1323.462,2412.085,93365.374,251.536,0.870,23796.670,
118.300,42847.951,1326.587,2407.989,93378.322,248.791,0.869,23881.619,
118.400,42949.346,1329.720,2403.892,93391.314,246.073,0.868,23966.829,
118.500,43050.927,1332.861,2399.796,93404.349,243.381,0.868,24052.302,
118.600,43152.695,1336.009,2395.699,93417.427,240.715,0.867,24138.038,
118.700,43254.649,1339.165,2391.603,93430.550,238.075,0.866,24224.038,
118.800,43356.791,1342.328,2387.506,93443.716,235.461,0.866,24310.302,
118.900,43459.120,1345.500,2383.410,93456.927,232.872,0.865,24396.832,
119.000,43561.636,1348.679,2379.313,93470.181,230.309,0.865,24483.628,
119.100,43664.340,1351.866,2375.217,93483.480,227.770,0.864,24570.691,
119.200,43767.233,1355.061,2371.120,93496.823,225.256,0.863,24658.022,
119.300,43870.314,1358.263,2367.024,93510.210,222.767,0.863,24745.621,
119.400,43973.584,1361.474,2362.927,93523.641,220.303,0.862,24833.489,
119.500,44077.044,1364.693,2358.831,93537.117,217.862,0.861,24921.627,
119.600,44180.692,1367.919,2354.734,93550.638,215.446,0.861,25010.036,
119.700,44284.531,1371.154,2350.638,93564.203,213.053,0.860,25098.717,
119.800,44388.559,1374.396,2346.541,93577.813,210.684,0.860,25187.669,
119.900,44492.778,1377.647,2342.445,93591.468,208.338,0.859,25276.895,
120.000,44597.188,1380.905,2338.348,93605.168,206.016,0.858,25366.395,
120.100,44701.789,1384.172,2334.252,93618.913,203.717,0.858,25456.169,
120.200,44806.581,1387.447,2330.155,93632.703,201.440,0.857,25546.219,
120.300,44911.564,1390.730,2326.059,93646.538,199.187,0.857,25636.545,
120.400,45016.740,1394.021,2321.962,93660.418,196.955,0.856,25727.147,
120.500,45122.107,1397.321,2317.866,93674.344,194.746,0.855,25818.028,
120.600,45227.668,1400.628,2313.769,93688.315,192.559,0.855,25909.187,
120.700,45333.421,1403.944,2309.673,93702.332,190.394,0.854,26000.626,
120.800,45439.367,1407.269,2305.576,93716.394,188.251,0.853,26092.344,
120.900,45545.507,1410.601,2301.480,93730.503,186.129,0.853,26184.344,
121.000,45651.841,1413.942,2297.383,93744.656,184.029,0.852,26276.625,
121.100,45758.368,1417.291,2293.287,93758.856,181.949,0.852,26369.189,
121.200,45865.091,1420.649,2289.190,93773.102,179.891,0.851,26462.037,
121.300,45972.008,1424.015,2285.094,93787.393,177.853,0.850,26555.168,
121.400,46079.120,1427.390,2280.997,93801.731,175.836,0.850,26648.585,
121.500,46186.427,1430.773,2276.901,93816.115,173.840,0.849,26742.287,
121.600,46293.931,1434.165,2272.805,93830.545,171.863,0.848,26836.276,
121.700,46401.630,1437.565,2268.708,93845.022,169.907,0.848,26930.553,
121.800,46509.525,1440.974,2264.612,93859.545,167.971,0.847,27025.118,
121.900,46617.618,1444.392,2260.515,93874.115,166.054,0.847,27119.972,
122.000,46725.907,1447.818,2256.419,93888.731,164.157,0.846,27215.116,
122.100,46834.394,1451.253,2252.322,93903.394,162.280,0.845,27310.551,
122.200,46943.078,1454.696,2248.226,93918.103,160.421,0.845,27406.278,
122.300,47051.961,1458.149,2244.129,93932.860,158.582,0.844,27502.297,
122.400,47161.042,1461.617,2240.033,93947.664,0.000,0.844,27598.610,
122.500,47270.322,1465.094,2235.936,93962.514,0.000,0.843,27695.217,
122.600,47379.802,1468.580,2231.840,93977.412,0.000,0.842,27792.120,
122.700,47489.482,1472.074,2227.743,93992.357,0.000,0.842,27889.319,
122.800,47599.361,1475.578,2223.647,94007.349,0.000,0.841,27986.816,
122.900,47709.442,1479.090,2219.550,94022.389,0.000,0.840,28084.611,
123.000,47819.723,1482.611,2215.454,94037.476,0.000,0.840,28182.704,
123.100,47930.205,1486.141,2211.357,94052.611,0.000,0.839,28281.097,
123.200,48040.889,1489.680,2207.261,94067.794,0.000,0.839,28379.792,
123.300,48151.775,1493.228,2203.164,94083.024,0.000,0.838,28478.787,
123.400,48262.862,1496.786,2199.068,94098.302,0.000,0.837,28578.085,
123.500,48374.153,1500.352,2194.971,94113.628,0.000,0.837,28677.686,
123.600,48485.646,1503.927,2190.875,94129.002,0.000,0.836,28777.592,
123.700,48597.342,1507.512,2186.778,94144.424,0.000,0.835,28877.802,
123.800,48709.242,1511.106,2182.682,94159.894,0.000,0.835,28978.319,
123.900,48821.346,1514.709,2178.585,94175.413,0.000,0.834,29079.142,
124.000,48933.654,1518.321,2174.489,94190.979,0.000,0.834,29180.273,
124.100,49046.167,1521.943,2170.392,94206.594,0.000,0.833,29281.713,
124.200,49158.884,1525.574,2166.296,94222.258,0.000,0.832,29383.462,
124.300,49271.807,1529.214,2162.199,94237.970,0.000,0.832,29485.521,
124.400,49384.935,1532.864,2158.103,94253.730,0.000,0.831,29587.892,
124.500,49498.269,1536.523,2154.006,94269.540,0.000,0.831,29690.575,
124.600,49611.810,1540.192,2149.910,94285.398,0.000,0.830,29793.571,
124.700,49725.557,1543.870,2145.813,94301.304,0.000,0.829,29896.882,
124.800,49839.511,1547.558,2141.717,94317.260,0.000,0.829,30000.507,
124.900,49953.673,1551.255,2137.620,94333.265,0.000,0.828,30104.448,
125.000,50068.042,1554.962,2133.524,94349.319,0.000,0.827,30208.706,
125.100,50182.620,1558.679,2129.427,94365.422,0.000,0.827,30313.282,
125.200,50297.405,1562.406,2125.331,94381.574,0.000,0.826,30418.176,
125.300,50412.400,1566.142,2121.234,94397.775,0.000,0.826,30523.390,
125.400,50527.604,1569.888,2117.138,94414.026,0.000,0.825,30628.925,
125.500,50643.017,1573.643,2113.041,94430.326,0.000,0.824,30734.781,
125.600,50758.640,1577.409,2108.945,94446.676,0.000,0.824,30840.959,
125.700,50874.473,1581.185,2104.848,94463.075,0.000,0.823,30947.461,
125.800,50990.517,1584.970,2100.752,94479.524,0.000,0.822,31054.288,
125.900,51106.772,1588.766,2096.656,94496.022,0.000,0.822,31161.439,
