STAGE 1 Parameters:
Fuel mass (kg): 5641.942088223726
Dry mass (kg): 1200.0
Fuel fract: 0.8246112018303361
Isp @ SL: 226.20538110838118
Burn time (sec): 139.06309632990434
Thrust (N): 90030.294
dM/dt: 40.57109497144481

TIME,HEIGHT,VELOCITY,MASS,THRUST,DRAG,GAMMA,RANGE
0.000,0.001,0.000,7341.942,0.000,0.000,1.571,0.000,
0.010,0.001,0.025,7341.536,90390.415,0.000,1.571,0.000,
0.020,0.002,0.050,7341.131,90390.415,0.000,1.571,0.000,
0.030,0.002,0.075,7340.725,90390.415,0.000,1.571,0.000,
0.040,0.003,0.100,7340.319,90390.415,0.000,1.571,0.000,
0.050,0.004,0.125,7339.914,90390.415,0.001,1.571,0.000,
0.060,0.006,0.150,7339.508,90390.415,0.001,1.571,0.000,
0.070,0.007,0.176,7339.102,90390.415,0.001,1.571,0.000,
0.080,0.009,0.201,7338.696,90390.415,0.002,1.571,0.000,
0.090,0.011,0.226,7338.291,90390.415,0.002,1.571,0.000,
0.100,0.014,0.251,7337.885,90390.415,0.003,1.571,0.000,
0.110,0.016,0.276,7337.479,90390.415,0.004,1.571,0.000,
0.120,0.019,0.301,7337.074,90390.415,0.004,1.571,0.000,
0.130,0.022,0.326,7336.668,90390.415,0.005,1.571,0.000,
0.140,0.026,0.351,7336.262,90390.415,0.006,1.571,0.000,
0.150,0.029,0.377,7335.856,90390.415,0.007,1.571,0.000,
0.160,0.033,0.402,7335.451,90390.415,0.008,1.571,0.000,
0.170,0.037,0.427,7335.045,90390.415,0.009,1.571,0.000,
0.180,0.042,0.452,7334.639,90390.415,0.010,1.571,0.000,
0.190,0.046,0.477,7334.234,90390.415,0.011,1.571,0.000,
0.200,0.051,0.502,7333.828,90390.415,0.013,1.571,0.000,
0.210,0.056,0.528,7333.422,90390.415,0.014,1.571,0.000,
0.220,0.062,0.553,7333.016,90390.415,0.016,1.571,0.000,
0.230,0.067,0.578,7332.611,90390.415,0.017,1.571,0.000,
0.240,0.073,0.603,7332.205,90390.415,0.019,1.571,0.000,
0.250,0.079,0.628,7331.799,90390.415,0.020,1.571,0.000,
0.260,0.086,0.654,7331.394,90390.415,0.022,1.571,0.000,
0.270,0.093,0.679,7330.988,90390.415,0.024,1.571,0.000,
0.280,0.099,0.704,7330.582,90390.415,0.026,1.571,0.000,
0.290,0.107,0.729,7330.176,90390.415,0.028,1.571,0.000,
0.300,0.114,0.755,7329.771,90390.415,0.030,1.571,0.000,
0.310,0.122,0.780,7329.365,90390.415,0.032,1.571,0.000,
0.320,0.130,0.805,7328.959,90390.414,0.034,1.571,0.000,
0.330,0.138,0.830,7328.554,90390.414,0.036,1.571,0.000,
0.340,0.146,0.856,7328.148,90390.414,0.039,1.571,0.000,
0.350,0.155,0.881,7327.742,90390.414,0.041,1.571,0.000,
0.360,0.164,0.906,7327.336,90390.414,0.043,1.571,0.000,
0.370,0.173,0.931,7326.931,90390.414,0.046,1.571,0.000,
0.380,0.182,0.957,7326.525,90390.414,0.048,1.571,0.000,
0.390,0.192,0.982,7326.119,90390.414,0.051,1.571,0.000,
0.400,0.202,1.007,7325.714,90390.414,0.054,1.571,0.000,
0.410,0.212,1.033,7325.308,90390.414,0.057,1.571,0.000,
0.420,0.223,1.058,7324.902,90390.414,0.060,1.571,0.000,
0.430,0.233,1.083,7324.497,90390.414,0.063,1.571,0.000,
0.440,0.244,1.109,7324.091,90390.414,0.066,1.571,0.000,
0.450,0.256,1.134,7323.685,90390.414,0.069,1.571,0.000,
0.460,0.267,1.159,7323.279,90390.414,0.072,1.571,0.000,
0.470,0.279,1.185,7322.874,90390.414,0.075,1.571,0.000,
0.480,0.291,1.210,7322.468,90390.414,0.078,1.571,0.000,
0.490,0.303,1.236,7322.062,90390.414,0.082,1.571,0.000,
0.500,0.316,1.261,7321.657,90390.413,0.085,1.571,0.000,
0.510,0.328,1.286,7321.251,90390.413,0.089,1.571,0.000,
0.520,0.341,1.312,7320.845,90390.413,0.092,1.571,0.000,
0.530,0.355,1.337,7320.439,90390.413,0.096,1.571,0.000,
0.540,0.368,1.363,7320.034,90390.413,0.100,1.571,0.000,
0.550,0.382,1.388,7319.628,90390.413,0.104,1.571,0.000,
0.560,0.396,1.413,7319.222,90390.413,0.108,1.571,0.000,
0.570,0.410,1.439,7318.817,90390.413,0.112,1.571,0.000,
0.580,0.425,1.464,7318.411,90390.413,0.116,1.571,0.000,
0.590,0.439,1.490,7318.005,90390.413,0.120,1.571,0.000,
0.600,0.454,1.515,7317.599,90390.413,0.124,1.571,0.000,
0.610,0.470,1.541,7317.194,90390.413,0.128,1.571,0.000,
0.620,0.485,1.566,7316.788,90390.413,0.133,1.571,0.000,
0.630,0.501,1.592,7316.382,90390.412,0.137,1.571,0.000,
0.640,0.517,1.617,7315.977,90390.412,0.142,1.571,0.000,
0.650,0.533,1.643,7315.571,90390.412,0.146,1.571,0.000,
0.660,0.550,1.668,7315.165,90390.412,0.151,1.571,0.000,
0.670,0.567,1.694,7314.759,90390.412,0.155,1.571,0.000,
0.680,0.584,1.719,7314.354,90390.412,0.160,1.571,0.000,
0.690,0.601,1.745,7313.948,90390.412,0.165,1.571,0.000,
0.700,0.619,1.770,7313.542,90390.412,0.170,1.571,0.000,
0.710,0.636,1.796,7313.137,90390.412,0.175,1.571,0.000,
0.720,0.655,1.821,7312.731,90390.412,0.180,1.571,0.000,
0.730,0.673,1.847,7312.325,90390.412,0.185,1.571,0.000,
0.740,0.691,1.872,7311.919,90390.411,0.191,1.571,0.000,
0.750,0.710,1.898,7311.514,90390.411,0.196,1.571,0.000,
0.760,0.729,1.923,7311.108,90390.411,0.201,1.571,0.000,
0.770,0.749,1.949,7310.702,90390.411,0.207,1.571,0.000,
0.780,0.768,1.975,7310.297,90390.411,0.212,1.571,0.000,
0.790,0.788,2.000,7309.891,90390.411,0.218,1.571,0.000,
0.800,0.808,2.026,7309.485,90390.411,0.224,1.571,0.000,
0.810,0.829,2.051,7309.080,90390.411,0.229,1.571,0.000,
0.820,0.849,2.077,7308.674,90390.411,0.235,1.571,0.000,
0.830,0.870,2.103,7308.268,90390.410,0.241,1.571,0.000,
0.840,0.891,2.128,7307.862,90390.410,0.247,1.571,0.000,
0.850,0.913,2.154,7307.457,90390.410,0.253,1.571,0.000,
0.860,0.935,2.179,7307.051,90390.410,0.259,1.571,0.000,
0.870,0.956,2.205,7306.645,90390.410,0.265,1.571,0.000,
0.880,0.979,2.231,7306.240,90390.410,0.272,1.571,0.000,
0.890,1.001,2.256,7305.834,90390.410,0.278,1.571,0.000,
0.900,1.024,2.282,7305.428,90390.410,0.284,1.571,0.000,
0.910,1.047,2.308,7305.022,90390.409,0.291,1.571,0.000,
0.920,1.070,2.333,7304.617,90390.409,0.298,1.571,0.000,
0.930,1.093,2.359,7304.211,90390.409,0.304,1.571,0.000,
0.940,1.117,2.385,7303.805,90390.409,0.311,1.571,0.000,
0.950,1.141,2.410,7303.400,90390.409,0.318,1.571,0.000,
0.960,1.165,2.436,7302.994,90390.409,0.325,1.571,0.000,
0.970,1.190,2.462,7302.588,90390.409,0.332,1.571,0.000,
0.980,1.215,2.488,7302.182,90390.409,0.339,1.571,0.000,
0.990,1.240,2.513,7301.777,90390.408,0.346,1.571,0.000,
1.000,1.265,2.539,7301.371,90390.408,0.353,1.571,0.000,
1.100,1.532,2.797,7297.314,90390.408,0.360,1.571,0.000,
1.200,1.824,3.055,7293.257,90390.407,0.437,1.571,0.000,
1.300,2.143,3.314,7289.200,90390.405,0.521,1.571,0.000,
1.400,2.487,3.574,7285.143,90390.403,0.614,1.571,0.000,
1.500,2.857,3.834,7281.085,90390.401,0.714,1.571,0.000,
1.600,3.254,4.095,7277.028,90390.399,0.821,1.571,0.000,
1.700,3.676,4.357,7272.971,90390.397,0.937,1.571,0.000,
1.800,4.125,4.620,7268.914,90390.395,1.060,1.571,0.000,
1.900,4.600,4.883,7264.857,90390.392,1.192,1.571,0.000,
2.000,5.102,5.147,7260.800,90390.389,1.332,1.571,0.000,
2.100,5.630,5.411,7256.743,90390.387,1.479,1.571,0.000,
2.200,6.184,5.677,7252.686,90390.384,1.635,1.571,0.000,
2.300,6.765,5.943,7248.629,90390.381,1.799,1.571,0.000,
2.400,7.373,6.209,7244.571,90390.377,1.972,1.571,0.000,
2.500,8.007,6.477,7240.514,90390.374,2.153,1.571,0.000,
2.600,8.668,6.745,7236.457,90390.371,2.342,1.571,0.000,
2.700,9.356,7.013,7232.400,90390.367,2.539,1.571,0.000,
2.800,10.071,7.283,7228.343,90390.363,2.746,1.571,0.000,
2.900,10.812,7.553,7224.286,90390.359,2.960,1.571,0.000,
3.000,11.581,7.824,7220.229,90390.355,3.184,1.571,0.000,
3.100,12.377,8.095,7216.172,90390.351,3.416,1.571,0.000,
3.200,13.200,8.368,7212.115,90390.346,3.657,1.571,0.000,
3.300,14.051,8.641,7208.057,90390.342,3.906,1.571,0.000,
3.400,14.928,8.914,7204.000,90390.337,4.165,1.571,0.000,
3.500,15.834,9.189,7199.943,90390.332,4.433,1.571,0.000,
3.600,16.766,9.464,7195.886,90390.327,4.709,1.571,0.000,
3.700,17.726,9.740,7191.829,90390.322,4.995,1.571,0.000,
3.800,18.714,10.016,7187.772,90390.317,5.289,1.571,0.000,
3.900,19.730,10.293,7183.715,90390.311,5.593,1.571,0.000,
4.000,20.773,10.571,7179.658,90390.306,5.907,1.571,0.000,
4.100,21.844,10.850,7175.601,90390.300,6.229,1.571,0.000,
4.200,22.943,11.129,7171.543,90390.294,6.561,1.571,0.000,
4.300,24.070,11.409,7167.486,90390.288,6.902,1.571,0.000,
4.400,25.224,11.690,7163.429,90390.282,7.253,1.571,0.000,
4.500,26.408,11.971,7159.372,90390.275,7.613,1.571,0.000,
4.600,27.619,12.253,7155.315,90390.269,7.983,1.571,0.000,
4.700,28.858,12.536,7151.258,90390.262,8.362,1.571,0.000,
4.800,30.126,12.820,7147.201,90390.256,8.752,1.571,0.000,
4.900,31.422,13.104,7143.144,90390.249,9.151,1.571,0.000,
5.000,32.747,13.389,7139.087,90390.242,9.559,1.571,0.000,
5.100,34.100,13.675,7135.030,90390.234,9.978,1.570,0.000,
5.200,35.482,13.961,7130.972,90390.227,10.407,1.570,0.001,
5.300,36.892,14.248,7126.915,90390.219,10.846,1.569,0.003,
5.400,38.331,14.536,7122.858,90390.212,11.295,1.568,0.006,
5.500,39.799,14.825,7118.801,90390.204,11.753,1.568,0.010,
5.600,41.296,15.114,7114.744,90390.196,12.223,1.567,0.015,
5.700,42.822,15.404,7110.687,90390.188,12.702,1.567,0.021,
5.800,44.377,15.695,7106.630,90390.180,13.192,1.566,0.028,
5.900,45.961,15.986,7102.573,90390.171,13.692,1.565,0.037,
6.000,47.574,16.278,7098.516,90390.163,14.202,1.565,0.046,
6.100,49.216,16.571,7094.458,90390.154,14.724,1.564,0.056,
6.200,50.888,16.865,7090.401,90390.145,15.255,1.564,0.068,
6.300,52.589,17.159,7086.344,90390.136,15.797,1.563,0.081,
6.400,54.320,17.454,7082.287,90390.127,16.350,1.562,0.095,
6.500,56.080,17.750,7078.230,90390.118,16.914,1.562,0.110,
6.600,57.870,18.047,7074.173,90390.108,17.489,1.561,0.127,
6.700,59.689,18.344,7070.116,90390.099,18.074,1.561,0.145,
6.800,61.538,18.642,7066.059,90390.089,18.670,1.560,0.164,
6.900,63.417,18.941,7062.002,90390.079,19.278,1.559,0.185,
7.000,65.326,19.240,7057.944,90390.069,19.896,1.559,0.208,
7.100,67.265,19.540,7053.887,90390.059,20.525,1.558,0.232,
7.200,69.234,19.841,7049.830,90390.049,21.166,1.558,0.257,
7.300,71.233,20.143,7045.773,90390.038,21.818,1.557,0.285,
7.400,73.262,20.445,7041.716,90390.028,22.481,1.556,0.313,
7.500,75.322,20.748,7037.659,90390.017,23.156,1.556,0.344,
7.600,77.411,21.052,7033.602,90390.006,23.842,1.555,0.376,
7.700,79.531,21.357,7029.545,90389.995,24.539,1.555,0.410,
7.800,81.682,21.662,7025.488,90389.984,25.248,1.554,0.446,
7.900,83.863,21.968,7021.430,90389.973,25.968,1.553,0.483,
8.000,86.075,22.275,7017.373,90389.961,26.701,1.553,0.522,
8.100,88.318,22.583,7013.316,90389.950,27.445,1.552,0.564,
8.200,90.591,22.891,7009.259,90389.938,28.200,1.551,0.607,
8.300,92.895,23.200,7005.202,90389.926,28.968,1.551,0.652,
8.400,95.230,23.510,7001.145,90389.914,29.747,1.550,0.699,
8.500,97.596,23.821,6997.088,90389.902,30.539,1.550,0.749,
8.600,99.993,24.132,6993.031,90389.890,31.342,1.549,0.800,
8.700,102.421,24.444,6988.974,90389.877,32.157,1.548,0.853,
8.800,104.881,24.757,6984.916,90389.865,32.985,1.548,0.909,
8.900,107.371,25.071,6980.859,90389.852,33.825,1.547,0.967,
9.000,109.893,25.385,6976.802,90389.839,34.677,1.547,1.027,
9.100,112.447,25.700,6972.745,90389.827,35.541,1.546,1.090,
9.200,115.032,26.016,6968.688,90389.814,36.418,1.545,1.154,
9.300,117.648,26.333,6964.631,90389.800,37.308,1.545,1.221,
9.400,120.297,26.650,6960.574,90389.787,38.209,1.544,1.291,
9.500,122.976,26.968,6956.517,90389.774,39.124,1.544,1.363,
9.600,125.688,27.287,6952.460,90389.760,40.051,1.543,1.437,
9.700,128.432,27.607,6948.402,90389.746,40.990,1.542,1.514,
9.800,131.207,27.927,6944.345,90389.732,41.942,1.542,1.594,
9.900,134.015,28.248,6940.288,90389.718,42.908,1.541,1.676,
10.000,136.854,28.570,6936.231,90389.704,43.886,1.541,1.761,
10.100,139.726,28.893,6932.174,90389.690,44.877,1.540,1.848,
10.200,142.630,29.216,6928.117,90389.676,45.880,1.539,1.939,
10.300,145.567,29.541,6924.060,90389.661,46.897,1.539,2.032,
10.400,148.535,29.866,6920.003,90389.647,47.927,1.538,2.128,
10.500,151.537,30.191,6915.946,90389.632,48.971,1.538,2.226,
10.600,154.570,30.518,6911.888,90389.617,50.027,1.537,2.328,
10.700,157.637,30.845,6907.831,90389.602,51.097,1.536,2.433,
10.800,160.736,31.174,6903.774,90389.587,52.180,1.536,2.540,
10.900,163.868,31.502,6899.717,90389.572,53.276,1.535,2.651,
11.000,167.032,31.832,6895.660,90389.557,54.386,1.535,2.764,
11.100,170.230,32.163,6891.603,90389.541,55.509,1.534,2.881,
11.200,173.460,32.494,6887.546,90389.526,56.646,1.533,3.001,
11.300,176.724,32.826,6883.489,90389.510,57.797,1.533,3.124,
11.400,180.021,33.159,6879.432,90389.494,58.961,1.532,3.251,
11.500,183.351,33.492,6875.374,90389.478,60.139,1.532,3.380,
11.600,186.714,33.826,6871.317,90389.462,61.331,1.531,3.513,
11.700,190.111,34.162,6867.260,90389.446,62.537,1.530,3.650,
11.800,193.541,34.497,6863.203,90389.430,63.756,1.530,3.789,
11.900,197.004,34.834,6859.146,90389.414,64.990,1.529,3.933,
12.000,200.502,35.172,6855.089,90389.397,66.237,1.529,4.079,
12.100,204.032,35.510,6851.032,90389.381,67.499,1.528,4.230,
12.200,207.597,35.849,6846.975,90389.364,68.775,1.527,4.384,
12.300,211.195,36.189,6842.918,90389.347,70.064,1.527,4.541,
12.400,214.828,36.529,6838.861,90389.330,71.369,1.526,4.702,
12.500,218.494,36.871,6834.803,90389.313,72.687,1.526,4.867,
12.600,222.194,37.213,6830.746,90389.296,74.020,1.525,5.036,
12.700,225.929,37.556,6826.689,90389.279,75.367,1.524,5.208,
12.800,229.697,37.900,6822.632,90389.262,76.729,1.524,5.385,
12.900,233.500,38.245,6818.575,90389.244,78.105,1.523,5.565,
13.000,237.338,38.590,6814.518,90389.227,79.496,1.523,5.749,
13.100,241.209,38.936,6810.461,90389.209,80.902,1.522,5.937,
13.200,245.116,39.283,6806.404,90389.192,82.322,1.521,6.130,
13.300,249.056,39.631,6802.347,90389.174,83.757,1.521,6.326,
13.400,253.032,39.979,6798.289,90389.156,85.207,1.520,6.526,
13.500,257.042,40.329,6794.232,90389.138,86.671,1.520,6.731,
13.600,261.087,40.679,6790.175,90389.120,88.151,1.519,6.940,
13.700,265.167,41.030,6786.118,90389.102,89.646,1.518,7.153,
13.800,269.282,41.382,6782.061,90389.084,91.155,1.518,7.371,
13.900,273.432,41.735,6778.004,90389.066,92.680,1.517,7.592,
14.000,277.617,42.088,6773.947,90389.047,94.219,1.516,7.819,
14.100,281.837,42.442,6769.890,90389.029,95.774,1.516,8.049,
14.200,286.092,42.797,6765.833,90389.010,97.345,1.515,8.284,
14.300,290.383,43.153,6761.775,90388.992,98.930,1.515,8.524,
14.400,294.709,43.510,6757.718,90388.973,100.531,1.514,8.769,
14.500,299.071,43.867,6753.661,90388.954,102.147,1.513,9.018,
14.600,303.468,44.226,6749.604,90388.936,103.779,1.513,9.271,
14.700,307.901,44.585,6745.547,90388.917,105.426,1.512,9.530,
14.800,312.370,44.945,6741.490,90388.898,107.088,1.512,9.793,
14.900,316.874,45.305,6737.433,90388.879,108.767,1.511,10.061,
15.000,321.415,45.667,6733.376,90388.860,110.460,1.510,10.334,
15.100,325.991,46.029,6729.319,90388.841,112.170,1.510,10.612,
15.200,330.604,46.392,6725.261,90388.821,113.895,1.509,10.894,
15.300,335.252,46.756,6721.204,90388.802,115.637,1.509,11.182,
15.400,339.937,47.121,6717.147,90388.783,117.394,1.508,11.475,
15.500,344.658,47.487,6713.090,90388.763,119.166,1.507,11.773,
15.600,349.415,47.853,6709.033,90388.744,120.955,1.507,12.076,
15.700,354.209,48.221,6704.976,90388.725,122.760,1.506,12.385,
15.800,359.039,48.589,6700.919,90388.705,124.581,1.506,12.699,
15.900,363.906,48.958,6696.862,90388.685,126.418,1.505,13.018,
16.000,368.810,49.328,6692.805,90388.666,128.271,1.504,13.342,
16.100,373.750,49.698,6688.747,90388.646,130.140,1.504,13.672,
16.200,378.727,50.070,6684.690,90388.626,132.026,1.503,14.007,
16.300,383.741,50.442,6680.633,90388.607,133.928,1.503,14.348,
16.400,388.792,50.815,6676.576,90388.587,135.846,1.502,14.695,
16.500,393.880,51.189,6672.519,90388.567,137.780,1.501,15.047,
16.600,399.005,51.564,6668.462,90388.547,139.731,1.501,15.405,
16.700,404.168,51.940,6664.405,90388.527,141.699,1.500,15.768,
16.800,409.367,52.316,6660.348,90388.507,143.682,1.500,16.137,
16.900,414.604,52.693,6656.291,90388.488,145.683,1.499,16.512,
17.000,419.879,53.072,6652.233,90388.468,147.700,1.498,16.893,
17.100,425.191,53.451,6648.176,90388.448,149.734,1.498,17.280,
17.200,430.540,53.830,6644.119,90388.428,151.784,1.497,17.673,
17.300,435.928,54.211,6640.062,90388.408,153.851,1.497,18.072,
17.400,441.353,54.593,6636.005,90388.387,155.935,1.496,18.477,
17.500,446.816,54.975,6631.948,90388.367,158.036,1.495,18.888,
17.600,452.317,55.358,6627.891,90388.347,160.153,1.495,19.306,
17.700,457.855,55.742,6623.834,90388.327,162.288,1.494,19.729,
17.800,463.432,56.127,6619.777,90388.307,164.439,1.494,20.159,
17.900,469.047,56.513,6615.719,90388.287,166.608,1.493,20.595,
18.000,474.701,56.899,6611.662,90388.267,168.793,1.492,21.038,
18.100,480.392,57.287,6607.605,90388.247,170.996,1.492,21.487,
18.200,486.122,57.675,6603.548,90388.227,173.215,1.491,21.942,
18.300,491.891,58.064,6599.491,90388.207,175.452,1.491,22.405,
18.400,497.698,58.454,6595.434,90388.187,177.706,1.490,22.873,
18.500,503.543,58.845,6591.377,90388.166,179.977,1.489,23.349,
18.600,509.428,59.237,6587.320,90388.146,182.266,1.489,23.831,
18.700,515.351,59.630,6583.263,90388.126,184.571,1.488,24.320,
18.800,521.313,60.023,6579.206,90388.106,186.894,1.488,24.816,
18.900,527.314,60.417,6575.148,90388.086,189.235,1.487,25.318,
19.000,533.354,60.813,6571.091,90388.066,191.593,1.486,25.828,
19.100,539.433,61.209,6567.034,90388.046,193.968,1.486,26.344,
19.200,545.551,61.606,6562.977,90388.026,196.361,1.485,26.868,
19.300,551.709,62.003,6558.920,90388.007,198.771,1.485,27.399,
19.400,557.906,62.402,6554.863,90387.987,201.199,1.484,27.937,
19.500,564.142,62.801,6550.806,90387.967,203.645,1.483,28.482,
19.600,570.418,63.202,6546.749,90387.947,206.108,1.483,29.034,
19.700,576.734,63.603,6542.692,90387.927,208.588,1.482,29.594,
19.800,583.089,64.005,6538.634,90387.908,211.087,1.481,30.161,
19.900,589.484,64.408,6534.577,90387.888,213.603,1.481,30.735,
20.000,595.918,64.812,6530.520,90387.868,216.137,1.480,31.317,
20.100,602.393,65.217,6526.463,90387.849,218.689,1.480,31.907,
20.200,608.908,65.622,6522.406,90387.829,221.258,1.479,32.504,
20.300,615.462,66.029,6518.349,90387.810,223.846,1.478,33.109,
20.400,622.057,66.436,6514.292,90387.791,226.451,1.478,33.721,
20.500,628.692,66.844,6510.235,90387.771,229.074,1.477,34.342,
20.600,635.368,67.254,6506.178,90387.752,231.716,1.477,34.970,
20.700,642.083,67.664,6502.120,90387.733,234.375,1.476,35.606,
20.800,648.840,68.074,6498.063,90387.714,237.052,1.475,36.250,
20.900,655.636,68.486,6494.006,90387.695,239.747,1.475,36.902,
21.000,662.474,68.899,6489.949,90387.676,242.461,1.474,37.562,
21.100,669.352,69.312,6485.892,90387.657,245.192,1.474,38.230,
21.200,676.271,69.727,6481.835,90387.639,247.941,1.473,38.906,
21.300,683.231,70.142,6477.778,90387.620,250.709,1.472,39.591,
21.400,690.232,70.558,6473.721,90387.601,253.495,1.472,40.284,
21.500,697.273,70.975,6469.664,90387.583,256.299,1.471,40.985,
21.600,704.356,71.393,6465.606,90387.565,259.121,1.471,41.695,
21.700,711.480,71.812,6461.549,90387.546,261.961,1.470,42.413,
21.800,718.646,72.232,6457.492,90387.528,264.820,1.469,43.139,
21.900,725.853,72.653,6453.435,90387.510,267.697,1.469,43.874,
22.000,733.101,73.074,6449.378,90387.493,270.592,1.468,44.618,
22.100,740.391,73.497,6445.321,90387.475,273.506,1.468,45.371,
22.200,747.722,73.920,6441.264,90387.457,276.438,1.467,46.132,
22.300,755.095,74.344,6437.207,90387.440,279.388,1.466,46.902,
22.400,762.510,74.769,6433.150,90387.422,282.357,1.466,47.681,
22.500,769.967,75.195,6429.092,90387.405,285.344,1.465,48.469,
22.600,777.465,75.622,6425.035,90387.388,288.350,1.465,49.266,
22.700,785.006,76.050,6420.978,90387.371,291.374,1.464,50.072,
22.800,792.589,76.479,6416.921,90387.354,294.416,1.463,50.887,
22.900,800.213,76.908,6412.864,90387.338,297.477,1.463,51.712,
23.000,807.881,77.339,6408.807,90387.321,300.557,1.462,52.545,
23.100,815.590,77.770,6404.750,90387.305,303.655,1.462,53.388,
23.200,823.342,78.203,6400.693,90387.289,306.771,1.461,54.241,
23.300,831.136,78.636,6396.636,90387.273,309.906,1.460,55.102,
23.400,838.973,79.070,6392.578,90387.257,313.060,1.460,55.973,
23.500,846.853,79.505,6388.521,90387.241,316.232,1.459,56.854,
23.600,854.776,79.941,6384.464,90387.226,319.423,1.459,57.745,
23.700,862.741,80.378,6380.407,90387.211,322.633,1.458,58.645,
23.800,870.749,80.816,6376.350,90387.195,325.861,1.457,59.554,
23.900,878.800,81.255,6372.293,90387.181,329.107,1.457,60.474,
24.000,886.894,81.695,6368.236,90387.166,332.373,1.456,61.404,
24.100,895.032,82.135,6364.179,90387.151,335.657,1.456,62.343,
24.200,903.212,82.577,6360.122,90387.137,338.959,1.455,63.292,
24.300,911.436,83.019,6356.064,90387.123,342.281,1.454,64.252,
24.400,919.704,83.463,6352.007,90387.109,345.621,1.454,65.221,
24.500,928.015,83.907,6347.950,90387.096,348.979,1.453,66.201,
24.600,936.369,84.352,6343.893,90387.082,352.357,1.453,67.191,
24.700,944.767,84.798,6339.836,90387.069,355.753,1.452,68.191,
24.800,953.209,85.245,6335.779,90387.056,359.167,1.451,69.202,
24.900,961.695,85.693,6331.722,90387.043,362.601,1.451,70.223,
25.000,970.224,86.142,6327.665,90387.031,366.053,1.450,71.255,
25.100,978.798,86.592,6323.608,90387.019,369.524,1.450,72.297,
25.200,987.416,87.043,6319.550,90387.007,373.014,1.449,73.350,
25.300,996.077,87.495,6315.493,90386.995,376.522,1.448,74.413,
25.400,1004.783,87.947,6311.436,90386.983,380.049,1.448,75.488,
25.500,1013.534,88.401,6307.379,90386.972,383.595,1.447,76.573,
25.600,1022.329,88.856,6303.322,90386.961,387.159,1.446,77.669,
25.700,1031.168,89.311,6299.265,90386.951,390.742,1.446,78.776,
25.800,1040.052,89.767,6295.208,90386.940,394.344,1.445,79.894,
25.900,1048.980,90.225,6291.151,90386.930,397.965,1.445,81.023,
26.000,1057.953,90.683,6287.094,90386.920,401.605,1.444,82.163,
26.100,1066.971,91.142,6283.037,90386.911,405.263,1.443,83.314,
26.200,1076.034,91.602,6278.979,90386.901,408.939,1.443,84.477,
26.300,1085.142,92.064,6274.922,90386.893,412.635,1.442,85.651,
26.400,1094.295,92.526,6270.865,90386.884,416.349,1.442,86.837,
26.500,1103.493,92.989,6266.808,90386.876,420.082,1.441,88.034,
26.600,1112.736,93.453,6262.751,90386.868,423.834,1.440,89.242,
26.700,1122.025,93.918,6258.694,90386.860,427.604,1.440,90.463,
26.800,1131.359,94.383,6254.637,90386.853,431.393,1.439,91.694,
26.900,1140.739,94.850,6250.580,90386.846,435.201,1.439,92.938,
27.000,1150.164,95.318,6246.523,90386.839,439.027,1.438,94.193,
27.100,1159.635,95.787,6242.465,90386.833,442.872,1.437,95.461,
27.200,1169.151,96.256,6238.408,90386.827,446.736,1.437,96.740,
27.300,1178.713,96.727,6234.351,90386.821,450.618,1.436,98.032,
27.400,1188.322,97.199,6230.294,90386.816,454.519,1.436,99.335,
27.500,1197.976,97.671,6226.237,90386.811,458.438,1.435,100.651,
27.600,1207.676,98.145,6222.180,90386.807,462.377,1.434,101.978,
27.700,1217.423,98.619,6218.123,90386.803,466.333,1.434,103.319,
27.800,1227.215,99.095,6214.066,90386.799,470.308,1.433,104.671,
27.900,1237.054,99.571,6210.009,90386.796,474.302,1.433,106.036,
28.000,1246.940,100.048,6205.951,90386.793,478.314,1.432,107.414,
28.100,1256.871,100.527,6201.894,90386.790,482.345,1.431,108.804,
28.200,1266.850,101.006,6197.837,90386.788,486.394,1.431,110.206,
28.300,1276.875,101.486,6193.780,90386.786,490.462,1.430,111.622,
28.400,1286.947,101.968,6189.723,90386.785,494.548,1.430,113.050,
28.500,1297.066,102.450,6185.666,90386.784,498.653,1.429,114.491,
28.600,1307.231,102.933,6181.609,90386.784,502.776,1.428,115.945,
28.700,1317.444,103.417,6177.552,90386.784,506.917,1.428,117.412,
28.800,1327.704,103.902,6173.495,90386.784,511.077,1.427,118.893,
28.900,1338.010,104.389,6169.437,90386.785,515.255,1.427,120.386,
29.000,1348.365,104.876,6165.380,90386.786,519.452,1.426,121.892,
29.100,1358.766,105.364,6161.323,90386.788,523.667,1.425,123.412,
29.200,1369.215,105.853,6157.266,90386.791,527.900,1.425,124.945,
29.300,1379.711,106.343,6153.209,90386.793,532.151,1.424,126.492,
29.400,1390.255,106.834,6149.152,90386.797,536.420,1.424,128.052,
29.500,1400.847,107.326,6145.095,90386.800,540.708,1.423,129.626,
29.600,1411.486,107.819,6141.038,90386.805,545.014,1.422,131.213,
29.700,1422.174,108.313,6136.981,90386.809,549.338,1.422,132.814,
29.800,1432.909,108.808,6132.923,90386.814,553.680,1.421,134.429,
29.900,1443.692,109.304,6128.866,90386.820,558.040,1.421,136.058,
30.000,1454.523,109.801,6124.809,90386.826,562.418,1.420,137.701,
30.100,1465.403,110.299,6120.752,90386.833,566.814,1.419,139.357,
30.200,1476.330,110.798,6116.695,90386.841,571.228,1.419,141.028,
