STAGE 1 Parameters:
Fuel mass (kg): 5559.2755803978625
Dry mass (kg): 1200.0
Fuel fract: 0.8224661821038867
Isp @ SL: 224.63845626283333
Burn time (sec): 136.07634889186946
Thrust (N): 90030.294
dM/dt: 40.854091292642174

TIME,HEIGHT,VELOCITY,MASS,THRUST,DRAG,GAMMA,RANGE
0.240,0.077,0.637,7249.471,90390.415,0.021,1.571,0.000,
0.250,0.084,0.663,7249.062,90390.415,0.023,1.571,0.000,
0.260,0.091,0.690,7248.654,90390.415,0.025,1.571,0.000,
0.270,0.098,0.717,7248.245,90390.415,0.027,1.571,0.000,
0.280,0.105,0.743,7247.836,90390.415,0.029,1.571,0.000,
0.290,0.113,0.770,7247.428,90390.415,0.031,1.571,0.000,
0.300,0.120,0.797,7247.019,90390.415,0.033,1.571,0.000,
0.310,0.128,0.823,7246.611,90390.415,0.035,1.571,0.000,
0.320,0.137,0.850,7246.202,90390.414,0.038,1.571,0.000,
0.330,0.145,0.877,7245.794,90390.414,0.040,1.571,0.000,
0.340,0.154,0.903,7245.385,90390.414,0.043,1.571,0.000,
0.350,0.164,0.930,7244.977,90390.414,0.046,1.571,0.000,
0.360,0.173,0.957,7244.568,90390.414,0.048,1.571,0.000,
0.370,0.183,0.983,7244.160,90390.414,0.051,1.571,0.000,
0.380,0.193,1.010,7243.751,90390.414,0.054,1.571,0.000,
0.390,0.203,1.037,7243.342,90390.414,0.057,1.571,0.000,
0.400,0.213,1.064,7242.934,90390.414,0.060,1.571,0.000,
0.410,0.224,1.090,7242.525,90390.414,0.063,1.571,0.000,
0.420,0.235,1.117,7242.117,90390.414,0.066,1.571,0.000,
0.430,0.246,1.144,7241.708,90390.414,0.070,1.571,0.000,
0.440,0.258,1.171,7241.300,90390.414,0.073,1.571,0.000,
0.450,0.270,1.197,7240.891,90390.414,0.077,1.571,0.000,
0.460,0.282,1.224,7240.483,90390.414,0.080,1.571,0.000,
0.470,0.294,1.251,7240.074,90390.414,0.084,1.571,0.000,
0.480,0.307,1.278,7239.666,90390.414,0.087,1.571,0.000,
0.490,0.320,1.305,7239.257,90390.413,0.091,1.571,0.000,
0.500,0.333,1.331,7238.849,90390.413,0.095,1.571,0.000,
0.510,0.347,1.358,7238.440,90390.413,0.099,1.571,0.000,
0.520,0.360,1.385,7238.031,90390.413,0.103,1.571,0.000,
0.530,0.374,1.412,7237.623,90390.413,0.107,1.571,0.000,
0.540,0.388,1.439,7237.214,90390.413,0.111,1.571,0.000,
0.550,0.403,1.465,7236.806,90390.413,0.116,1.571,0.000,
0.560,0.418,1.492,7236.397,90390.413,0.120,1.571,0.000,
0.570,0.433,1.519,7235.989,90390.413,0.124,1.571,0.000,
0.580,0.448,1.546,7235.580,90390.413,0.129,1.571,0.000,
0.590,0.464,1.573,7235.172,90390.413,0.134,1.571,0.000,
0.600,0.480,1.600,7234.763,90390.413,0.138,1.571,0.000,
0.610,0.496,1.627,7234.355,90390.412,0.143,1.571,0.000,
0.620,0.512,1.653,7233.946,90390.412,0.148,1.571,0.000,
0.630,0.529,1.680,7233.538,90390.412,0.153,1.571,0.000,
0.640,0.546,1.707,7233.129,90390.412,0.158,1.571,0.000,
0.650,0.563,1.734,7232.720,90390.412,0.163,1.571,0.000,
0.660,0.580,1.761,7232.312,90390.412,0.168,1.571,0.000,
0.670,0.598,1.788,7231.903,90390.412,0.173,1.571,0.000,
0.680,0.616,1.815,7231.495,90390.412,0.179,1.571,0.000,
0.690,0.635,1.842,7231.086,90390.412,0.184,1.571,0.000,
0.700,0.653,1.869,7230.678,90390.412,0.190,1.571,0.000,
0.710,0.672,1.896,7230.269,90390.412,0.195,1.571,0.000,
0.720,0.691,1.923,7229.861,90390.411,0.201,1.571,0.000,
0.730,0.710,1.950,7229.452,90390.411,0.207,1.571,0.000,
0.740,0.730,1.977,7229.044,90390.411,0.212,1.571,0.000,
0.750,0.750,2.004,7228.635,90390.411,0.218,1.571,0.000,
0.760,0.770,2.031,7228.226,90390.411,0.224,1.571,0.000,
0.770,0.790,2.058,7227.818,90390.411,0.230,1.571,0.000,
0.780,0.811,2.085,7227.409,90390.411,0.237,1.571,0.000,
0.790,0.832,2.112,7227.001,90390.411,0.243,1.571,0.000,
0.800,0.853,2.139,7226.592,90390.411,0.249,1.571,0.000,
0.810,0.875,2.166,7226.184,90390.410,0.256,1.571,0.000,
0.820,0.897,2.193,7225.775,90390.410,0.262,1.571,0.000,
0.830,0.919,2.220,7225.367,90390.410,0.269,1.571,0.000,
0.840,0.941,2.247,7224.958,90390.410,0.275,1.571,0.000,
0.850,0.964,2.274,7224.550,90390.410,0.282,1.571,0.000,
0.860,0.987,2.301,7224.141,90390.410,0.289,1.571,0.000,
0.870,1.010,2.328,7223.733,90390.410,0.296,1.571,0.000,
0.880,1.033,2.355,7223.324,90390.410,0.303,1.571,0.000,
0.890,1.057,2.382,7222.915,90390.409,0.310,1.571,0.000,
0.900,1.081,2.409,7222.507,90390.409,0.317,1.571,0.000,
0.910,1.105,2.436,7222.098,90390.409,0.324,1.571,0.000,
0.920,1.130,2.463,7221.690,90390.409,0.332,1.571,0.000,
0.930,1.154,2.490,7221.281,90390.409,0.339,1.571,0.000,
0.940,1.179,2.517,7220.873,90390.409,0.347,1.571,0.000,
0.950,1.205,2.545,7220.464,90390.409,0.354,1.571,0.000,
0.960,1.230,2.572,7220.056,90390.408,0.362,1.571,0.000,
0.970,1.256,2.599,7219.647,90390.408,0.370,1.571,0.000,
0.980,1.282,2.626,7219.239,90390.408,0.377,1.571,0.000,
0.990,1.309,2.653,7218.830,90390.408,0.385,1.571,0.000,
1.000,1.335,2.680,7218.421,90390.408,0.393,1.571,0.000,
1.100,1.617,2.952,7214.336,90390.408,0.401,1.571,0.000,
1.200,1.926,3.225,7210.251,90390.406,0.487,1.571,0.000,
1.300,2.262,3.498,7206.165,90390.404,0.581,1.571,0.000,
1.400,2.625,3.772,7202.080,90390.403,0.684,1.571,0.000,
1.500,3.016,4.047,7197.994,90390.401,0.795,1.571,0.000,
1.600,3.435,4.322,7193.909,90390.398,0.915,1.571,0.000,
1.700,3.881,4.599,7189.824,90390.396,1.044,1.571,0.000,
1.800,4.354,4.875,7185.738,90390.393,1.181,1.571,0.000,
1.900,4.856,5.153,7181.653,90390.391,1.328,1.571,0.000,
2.000,5.385,5.431,7177.567,90390.388,1.483,1.571,0.000,
2.100,5.942,5.710,7173.482,90390.385,1.647,1.571,0.000,
2.200,6.527,5.990,7169.397,90390.382,1.821,1.571,0.000,
2.300,7.140,6.271,7165.311,90390.379,2.003,1.571,0.000,
2.400,7.781,6.552,7161.226,90390.375,2.195,1.571,0.000,
2.500,8.450,6.834,7157.140,90390.372,2.396,1.571,0.000,
2.600,9.148,7.116,7153.055,90390.368,2.607,1.571,0.000,
2.700,9.874,7.400,7148.970,90390.364,2.827,1.571,0.000,
2.800,10.628,7.684,7144.884,90390.360,3.056,1.571,0.000,
2.900,11.410,7.968,7140.799,90390.356,3.295,1.571,0.000,
3.000,12.221,8.254,7136.713,90390.352,3.543,1.571,0.000,
3.100,13.061,8.540,7132.628,90390.347,3.801,1.571,0.000,
3.200,13.929,8.827,7128.542,90390.342,4.069,1.571,0.000,
3.300,14.827,9.115,7124.457,90390.338,4.347,1.571,0.000,
3.400,15.752,9.403,7120.372,90390.333,4.634,1.571,0.000,
3.500,16.707,9.692,7116.286,90390.328,4.931,1.571,0.000,
3.600,17.691,9.982,7112.201,90390.322,5.239,1.571,0.000,
3.700,18.703,10.272,7108.115,90390.317,5.556,1.571,0.000,
3.800,19.745,10.564,7104.030,90390.311,5.884,1.571,0.000,
3.900,20.816,10.856,7099.945,90390.306,6.221,1.571,0.000,
4.000,21.916,11.148,7095.859,90390.300,6.569,1.571,0.000,
4.100,23.046,11.442,7091.774,90390.294,6.927,1.571,0.000,
4.200,24.205,11.736,7087.688,90390.287,7.296,1.571,0.000,
4.300,25.393,12.031,7083.603,90390.281,7.675,1.571,0.000,
4.400,26.611,12.327,7079.518,90390.275,8.064,1.571,0.000,
4.500,27.858,12.623,7075.432,90390.268,8.464,1.571,0.000,
4.600,29.136,12.920,7071.347,90390.261,8.875,1.571,0.000,
4.700,30.443,13.218,7067.261,90390.254,9.296,1.571,0.000,
4.800,31.779,13.517,7063.176,90390.247,9.728,1.571,0.000,
4.900,33.146,13.816,7059.091,90390.240,10.171,1.571,0.000,
5.000,34.542,14.116,7055.005,90390.232,10.624,1.571,0.000,
5.100,35.969,14.417,7050.920,90390.225,11.089,1.570,0.000,
5.200,37.426,14.718,7046.834,90390.217,11.565,1.570,0.001,
5.300,38.913,15.021,7042.749,90390.209,12.051,1.569,0.004,
5.400,40.430,15.324,7038.663,90390.201,12.549,1.568,0.007,
5.500,41.977,15.627,7034.578,90390.193,13.058,1.568,0.011,
5.600,43.555,15.932,7030.493,90390.184,13.579,1.567,0.017,
5.700,45.164,16.237,7026.407,90390.176,14.110,1.566,0.023,
5.800,46.803,16.543,7022.322,90390.167,14.653,1.566,0.031,
5.900,48.472,16.850,7018.236,90390.158,15.208,1.565,0.039,
6.000,50.173,17.157,7014.151,90390.149,15.774,1.565,0.049,
6.100,51.904,17.465,7010.066,90390.140,16.351,1.564,0.061,
6.200,53.666,17.774,7005.980,90390.131,16.941,1.563,0.073,
6.300,55.458,18.084,7001.895,90390.121,17.542,1.563,0.087,
6.400,57.282,18.394,6997.809,90390.112,18.154,1.562,0.102,
6.500,59.137,18.706,6993.724,90390.102,18.779,1.562,0.119,
6.600,61.023,19.018,6989.639,90390.092,19.415,1.561,0.137,
6.700,62.940,19.330,6985.553,90390.082,20.064,1.560,0.156,
6.800,64.889,19.644,6981.468,90390.072,20.724,1.560,0.177,
6.900,66.869,19.958,6977.382,90390.061,21.397,1.559,0.200,
7.000,68.880,20.273,6973.297,90390.051,22.082,1.558,0.224,
7.100,70.923,20.589,6969.212,90390.040,22.779,1.558,0.250,
7.200,72.998,20.905,6965.126,90390.029,23.488,1.557,0.277,
7.300,75.104,21.222,6961.041,90390.018,24.210,1.557,0.307,
7.400,77.242,21.540,6956.955,90390.007,24.944,1.556,0.338,
7.500,79.411,21.859,6952.870,90389.996,25.691,1.555,0.371,
7.600,81.613,22.179,6948.784,90389.985,26.450,1.555,0.405,
7.700,83.847,22.499,6944.699,90389.973,27.222,1.554,0.442,
7.800,86.112,22.820,6940.614,90389.961,28.006,1.554,0.480,
7.900,88.410,23.142,6936.528,90389.950,28.803,1.553,0.521,
8.000,90.740,23.464,6932.443,90389.938,29.613,1.552,0.563,
8.100,93.102,23.788,6928.357,90389.925,30.436,1.552,0.607,
8.200,95.497,24.112,6924.272,90389.913,31.272,1.551,0.654,
8.300,97.923,24.437,6920.187,90389.901,32.121,1.550,0.703,
8.400,100.383,24.762,6916.101,90389.888,32.983,1.550,0.754,
8.500,102.875,25.089,6912.016,90389.875,33.858,1.549,0.807,
8.600,105.399,25.416,6907.930,90389.863,34.746,1.549,0.862,
8.700,107.957,25.744,6903.845,90389.850,35.648,1.548,0.920,
8.800,110.547,26.073,6899.760,90389.836,36.563,1.547,0.980,
8.900,113.170,26.402,6895.674,90389.823,37.491,1.547,1.042,
9.000,115.826,26.733,6891.589,90389.810,38.433,1.546,1.107,
9.100,118.515,27.064,6887.503,90389.796,39.388,1.545,1.174,
9.200,121.237,27.396,6883.418,90389.783,40.357,1.545,1.244,
9.300,123.992,27.728,6879.333,90389.769,41.339,1.544,1.316,
9.400,126.781,28.062,6875.247,90389.755,42.335,1.544,1.391,
9.500,129.602,28.396,6871.162,90389.741,43.345,1.543,1.468,
9.600,132.458,28.731,6867.076,90389.727,44.369,1.542,1.548,
9.700,135.346,29.067,6862.991,90389.712,45.407,1.542,1.631,
9.800,138.268,29.403,6858.905,90389.698,46.458,1.541,1.717,
9.900,141.224,29.741,6854.820,90389.683,47.524,1.541,1.806,
10.000,144.214,30.079,6850.735,90389.668,48.604,1.540,1.897,
10.100,147.237,30.418,6846.649,90389.653,49.698,1.539,1.991,
10.200,150.294,30.758,6842.564,90389.638,50.806,1.539,2.088,
10.300,153.386,31.098,6838.478,90389.623,51.928,1.538,2.189,
10.400,156.511,31.439,6834.393,90389.608,53.065,1.537,2.292,
10.500,159.670,31.781,6830.308,90389.593,54.216,1.537,2.398,
10.600,162.863,32.124,6826.222,90389.577,55.382,1.536,2.508,
10.700,166.091,32.468,6822.137,90389.562,56.562,1.536,2.620,
10.800,169.353,32.813,6818.051,90389.546,57.756,1.535,2.736,
10.900,172.649,33.158,6813.966,90389.530,58.966,1.534,2.855,
11.000,175.980,33.504,6809.881,90389.514,60.190,1.534,2.977,
11.100,179.346,33.851,6805.795,90389.498,61.428,1.533,3.103,
11.200,182.746,34.199,6801.710,90389.482,62.682,1.533,3.232,
11.300,186.180,34.547,6797.624,90389.465,63.950,1.532,3.365,
11.400,189.650,34.896,6793.539,90389.449,65.234,1.531,3.501,
11.500,193.154,35.247,6789.454,90389.432,66.532,1.531,3.640,
11.600,196.693,35.597,6785.368,90389.415,67.846,1.530,3.783,
11.700,200.268,35.949,6781.283,90389.399,69.174,1.529,3.930,
11.800,203.877,36.302,6777.197,90389.382,70.518,1.529,4.081,
11.900,207.522,36.655,6773.112,90389.365,71.877,1.528,4.235,
12.000,211.201,37.009,6769.026,90389.347,73.252,1.528,4.393,
12.100,214.917,37.364,6764.941,90389.330,74.641,1.527,4.554,
12.200,218.667,37.720,6760.856,90389.313,76.047,1.526,4.720,
12.300,222.453,38.077,6756.770,90389.295,77.467,1.526,4.890,
12.400,226.275,38.434,6752.685,90389.278,78.903,1.525,5.063,
12.500,230.132,38.792,6748.599,90389.260,80.355,1.525,5.241,
12.600,234.025,39.151,6744.514,90389.242,81.822,1.524,5.422,
12.700,237.954,39.511,6740.429,90389.225,83.306,1.523,5.608,
12.800,241.918,39.872,6736.343,90389.207,84.804,1.523,5.797,
12.900,245.919,40.233,6732.258,90389.188,86.319,1.522,5.991,
13.000,249.955,40.596,6728.172,90389.170,87.850,1.521,6.190,
13.100,254.028,40.959,6724.087,90389.152,89.396,1.521,6.392,
13.200,258.137,41.323,6720.002,90389.134,90.959,1.520,6.599,
13.300,262.282,41.688,6715.916,90389.115,92.537,1.520,6.810,
13.400,266.463,42.053,6711.831,90389.097,94.132,1.519,7.026,
13.500,270.681,42.420,6707.745,90389.078,95.743,1.518,7.246,
13.600,274.936,42.787,6703.660,90389.059,97.370,1.518,7.471,
13.700,279.227,43.155,6699.575,90389.041,99.013,1.517,7.700,
13.800,283.554,43.524,6695.489,90389.022,100.673,1.516,7.934,
13.900,287.919,43.894,6691.404,90389.003,102.349,1.516,8.172,
14.000,292.320,44.264,6687.318,90388.984,104.042,1.515,8.416,
14.100,296.758,44.636,6683.233,90388.965,105.751,1.515,8.664,
14.200,301.233,45.008,6679.147,90388.946,107.476,1.514,8.917,
14.300,305.745,45.381,6675.062,90388.926,109.218,1.513,9.175,
14.400,310.294,45.755,6670.977,90388.907,110.977,1.513,9.437,
14.500,314.880,46.130,6666.891,90388.888,112.753,1.512,9.705,
14.600,319.504,46.506,6662.806,90388.868,114.545,1.512,9.978,
14.700,324.165,46.882,6658.720,90388.849,116.354,1.511,10.256,
14.800,328.864,47.259,6654.635,90388.829,118.180,1.510,10.539,
14.900,333.600,47.637,6650.550,90388.809,120.023,1.510,10.827,
15.000,338.374,48.016,6646.464,90388.790,121.883,1.509,11.121,
15.100,343.185,48.396,6642.379,90388.770,123.760,1.508,11.420,
15.200,348.034,48.777,6638.293,90388.750,125.654,1.508,11.724,
15.300,352.921,49.159,6634.208,90388.730,127.565,1.507,12.033,
15.400,357.846,49.541,6630.123,90388.710,129.493,1.507,12.348,
15.500,362.809,49.924,6626.037,90388.690,131.439,1.506,12.669,
15.600,367.810,50.308,6621.952,90388.670,133.401,1.505,12.995,
15.700,372.849,50.693,6617.866,90388.650,135.381,1.505,13.326,
15.800,377.926,51.079,6613.781,90388.630,137.379,1.504,13.664,
15.900,383.042,51.466,6609.696,90388.610,139.394,1.504,14.007,
16.000,388.196,51.853,6605.610,90388.590,141.426,1.503,14.356,
16.100,393.389,52.241,6601.525,90388.569,143.476,1.502,14.710,
16.200,398.620,52.631,6597.439,90388.549,145.543,1.502,15.071,
16.300,403.890,53.021,6593.354,90388.529,147.628,1.501,15.437,
16.400,409.198,53.412,6589.268,90388.509,149.731,1.500,15.810,
16.500,414.545,53.803,6585.183,90388.488,151.851,1.500,16.188,
16.600,419.932,54.196,6581.098,90388.468,153.989,1.499,16.573,
16.700,425.357,54.590,6577.012,90388.447,156.145,1.499,16.963,
16.800,430.821,54.984,6572.927,90388.427,158.319,1.498,17.360,
16.900,436.325,55.379,6568.841,90388.406,160.510,1.497,17.763,
17.000,441.867,55.775,6564.756,90388.386,162.720,1.497,18.173,
17.100,447.449,56.172,6560.671,90388.365,164.947,1.496,18.589,
17.200,453.070,56.570,6556.585,90388.345,167.193,1.496,19.011,
17.300,458.731,56.969,6552.500,90388.324,169.456,1.495,19.440,
17.400,464.431,57.368,6548.414,90388.304,171.738,1.494,19.875,
17.500,470.171,57.769,6544.329,90388.283,174.037,1.494,20.317,
17.600,475.951,58.170,6540.244,90388.263,176.355,1.493,20.765,
17.700,481.770,58.572,6536.158,90388.242,178.692,1.492,21.221,
17.800,487.629,58.975,6532.073,90388.222,181.046,1.492,21.683,
17.900,493.528,59.379,6527.987,90388.201,183.419,1.491,22.151,
18.000,499.467,59.784,6523.902,90388.181,185.810,1.491,22.627,
18.100,505.447,60.190,6519.817,90388.160,188.219,1.490,23.110,
18.200,511.466,60.597,6515.731,90388.140,190.647,1.489,23.599,
18.300,517.526,61.004,6511.646,90388.119,193.093,1.489,24.096,
18.400,523.626,61.412,6507.560,90388.099,195.558,1.488,24.599,
18.500,529.766,61.822,6503.475,90388.079,198.041,1.487,25.110,
18.600,535.947,62.232,6499.389,90388.058,200.543,1.487,25.628,
18.700,542.169,62.643,6495.304,90388.038,203.064,1.486,26.154,
18.800,548.431,63.055,6491.219,90388.018,205.603,1.486,26.686,
18.900,554.734,63.467,6487.133,90387.997,208.161,1.485,27.226,
19.000,561.078,63.881,6483.048,90387.977,210.737,1.484,27.774,
19.100,567.463,64.296,6478.962,90387.957,213.333,1.484,28.329,
19.200,573.888,64.711,6474.877,90387.937,215.947,1.483,28.891,
19.300,580.355,65.127,6470.792,90387.917,218.580,1.483,29.461,
19.400,586.863,65.545,6466.706,90387.896,221.231,1.482,30.039,
19.500,593.412,65.963,6462.621,90387.876,223.902,1.481,30.625,
19.600,600.003,66.382,6458.535,90387.856,226.592,1.481,31.218,
19.700,606.635,66.802,6454.450,90387.837,229.300,1.480,31.819,
19.800,613.308,67.223,6450.365,90387.817,232.027,1.479,32.428,
19.900,620.023,67.644,6446.279,90387.797,234.774,1.479,33.046,
20.000,626.780,68.067,6442.194,90387.777,237.539,1.478,33.671,
20.100,633.578,68.491,6438.108,90387.758,240.324,1.478,34.304,
20.200,640.419,68.915,6434.023,90387.738,243.128,1.477,34.945,
20.300,647.301,69.340,6429.938,90387.719,245.950,1.476,35.595,
20.400,654.225,69.767,6425.852,90387.699,248.792,1.476,36.253,
20.500,661.191,70.194,6421.767,90387.680,251.653,1.475,36.919,
20.600,668.199,70.622,6417.681,90387.661,254.534,1.475,37.593,
20.700,675.250,71.051,6413.596,90387.642,257.433,1.474,38.276,
20.800,682.343,71.481,6409.510,90387.623,260.352,1.473,38.968,
20.900,689.478,71.911,6405.425,90387.604,263.290,1.473,39.668,
21.000,696.656,72.343,6401.340,90387.585,266.247,1.472,40.377,
21.100,703.876,72.776,6397.254,90387.566,269.224,1.471,41.094,
21.200,711.139,73.209,6393.169,90387.548,272.220,1.471,41.821,
21.300,718.445,73.644,6389.083,90387.529,275.235,1.470,42.556,
21.400,725.794,74.079,6384.998,90387.511,278.270,1.470,43.300,
21.500,733.185,74.515,6380.913,90387.493,281.324,1.469,44.053,
21.600,740.619,74.953,6376.827,90387.475,284.398,1.468,44.814,
21.700,748.097,75.391,6372.742,90387.457,287.491,1.468,45.585,
21.800,755.618,75.830,6368.656,90387.439,290.604,1.467,46.366,
21.900,763.181,76.270,6364.571,90387.421,293.736,1.466,47.155,
22.000,770.789,76.711,6360.486,90387.404,296.887,1.466,47.953,
22.100,778.439,77.152,6356.400,90387.386,300.059,1.465,48.761,
22.200,786.133,77.595,6352.315,90387.369,303.249,1.465,49.579,
22.300,793.871,78.039,6348.229,90387.352,306.459,1.464,50.405,
22.400,801.652,78.483,6344.144,90387.335,309.689,1.463,51.242,
22.500,809.477,78.929,6340.059,90387.318,312.939,1.463,52.088,
22.600,817.346,79.375,6335.973,90387.302,316.208,1.462,52.943,
22.700,825.259,79.823,6331.888,90387.285,319.496,1.462,53.808,
22.800,833.215,80.271,6327.802,90387.269,322.805,1.461,54.683,
22.900,841.216,80.720,6323.717,90387.253,326.133,1.460,55.568,
23.000,849.261,81.171,6319.631,90387.237,329.480,1.460,56.463,
23.100,857.350,81.622,6315.546,90387.221,332.847,1.459,57.368,
23.200,865.483,82.074,6311.461,90387.206,336.234,1.458,58.282,
23.300,873.661,82.527,6307.375,90387.190,339.641,1.458,59.207,
23.400,881.884,82.981,6303.290,90387.175,343.067,1.457,60.142,
23.500,890.151,83.436,6299.204,90387.160,346.513,1.457,61.088,
23.600,898.462,83.891,6295.119,90387.146,349.979,1.456,62.043,
23.700,906.818,84.348,6291.034,90387.131,353.464,1.455,63.009,
23.800,915.220,84.806,6286.948,90387.117,356.970,1.455,63.986,
23.900,923.666,85.265,6282.863,90387.103,360.495,1.454,64.972,
24.000,932.157,85.724,6278.777,90387.089,364.039,1.454,65.970,
24.100,940.693,86.185,6274.692,90387.076,367.604,1.453,66.978,
24.200,949.274,86.646,6270.607,90387.062,371.188,1.452,67.997,
24.300,957.900,87.109,6266.521,90387.049,374.792,1.452,69.026,
24.400,966.572,87.572,6262.436,90387.036,378.415,1.451,70.067,
24.500,975.289,88.037,6258.350,90387.024,382.059,1.450,71.118,
24.600,984.052,88.502,6254.265,90387.011,385.722,1.450,72.180,
24.700,992.861,88.968,6250.180,90386.999,389.405,1.449,73.253,
24.800,1001.714,89.435,6246.094,90386.988,393.108,1.449,74.338,
24.900,1010.614,89.904,6242.009,90386.976,396.830,1.448,75.433,
25.000,1019.560,90.373,6237.923,90386.965,400.572,1.447,76.540,
25.100,1028.551,90.843,6233.838,90386.954,404.334,1.447,77.658,
25.200,1037.589,91.314,6229.752,90386.943,408.116,1.446,78.788,
25.300,1046.672,91.786,6225.667,90386.933,411.917,1.446,79.929,
25.400,1055.802,92.259,6221.582,90386.923,415.739,1.445,81.081,
25.500,1064.978,92.733,6217.496,90386.913,419.580,1.444,82.245,
25.600,1074.200,93.208,6213.411,90386.903,423.440,1.444,83.421,
25.700,1083.469,93.684,6209.325,90386.894,427.320,1.443,84.609,
25.800,1092.785,94.161,6205.240,90386.886,431.221,1.442,85.808,
25.900,1102.147,94.639,6201.155,90386.877,435.140,1.442,87.019,
26.000,1111.555,95.118,6197.069,90386.869,439.080,1.441,88.242,
26.100,1121.010,95.597,6192.984,90386.861,443.039,1.441,89.477,
26.200,1130.513,96.078,6188.898,90386.854,447.018,1.440,90.724,
26.300,1140.062,96.560,6184.813,90386.846,451.016,1.439,91.984,
26.400,1149.658,97.043,6180.728,90386.840,455.034,1.439,93.255,
26.500,1159.301,97.526,6176.642,90386.833,459.072,1.438,94.539,
26.600,1168.992,98.011,6172.557,90386.827,463.129,1.437,95.835,
26.700,1178.730,98.497,6168.471,90386.821,467.206,1.437,97.144,
26.800,1188.515,98.984,6164.386,90386.816,471.302,1.436,98.465,
26.900,1198.348,99.471,6160.301,90386.811,475.418,1.436,99.799,
27.000,1208.228,99.960,6156.215,90386.807,479.554,1.435,101.146,
27.100,1218.155,100.449,6152.130,90386.802,483.709,1.434,102.505,
27.200,1228.131,100.940,6148.044,90386.799,487.884,1.434,103.877,
27.300,1238.154,101.432,6143.959,90386.795,492.078,1.433,105.261,
27.400,1248.225,101.924,6139.873,90386.792,496.291,1.433,106.659,
27.500,1258.345,102.418,6135.788,90386.790,500.524,1.432,108.070,
27.600,1268.512,102.912,6131.703,90386.788,504.777,1.431,109.494,
27.700,1278.727,103.408,6127.617,90386.786,509.049,1.431,110.931,
27.800,1288.991,103.905,6123.532,90386.785,513.340,1.430,112.381,
27.900,1299.303,104.402,6119.446,90386.784,517.650,1.429,113.845,
28.000,1309.663,104.901,6115.361,90386.784,521.980,1.429,115.322,
28.100,1320.072,105.400,6111.276,90386.784,526.330,1.428,116.812,
28.200,1330.529,105.901,6107.190,90386.784,530.698,1.428,118.316,
28.300,1341.035,106.402,6103.105,90386.785,535.086,1.427,119.834,
28.400,1351.590,106.905,6099.019,90386.787,539.493,1.426,121.365,
28.500,1362.194,107.408,6094.934,90386.789,543.919,1.426,122.910,
28.600,1372.846,107.913,6090.849,90386.791,548.364,1.425,124.469,
28.700,1383.548,108.419,6086.763,90386.794,552.828,1.425,126.042,
28.800,1394.298,108.925,6082.678,90386.798,557.312,1.424,127.629,
28.900,1405.098,109.433,6078.592,90386.802,561.814,1.423,129.230,
29.000,1415.947,109.941,6074.507,90386.806,566.336,1.423,130.845,
29.100,1426.846,110.451,6070.422,90386.811,570.876,1.422,132.474,
29.200,1437.794,110.962,6066.336,90386.817,575.436,1.421,134.117,
29.300,1448.791,111.473,6062.251,90386.823,580.014,1.421,135.775,
29.400,1459.838,111.986,6058.165,90386.830,584.611,1.420,137.448,
29.500,1470.935,112.500,6054.080,90386.837,589.227,1.420,139.135,
29.600,1482.081,113.014,6049.994,90386.844,593.862,1.419,140.836,
29.700,1493.278,113.530,6045.909,90386.853,598.516,1.418,142.552,
