STAGE 1 Parameters:
Fuel mass (kg): 5605.2089910576815
Dry mass (kg): 1200.0
Fuel fract: 0.8236644897200294
Isp @ SL: 226.6814515241052
Burn time (sec): 138.44846145846543
Thrust (N): 90030.294
dM/dt: 40.485888626066426

TIME,HEIGHT,VELOCITY,MASS,THRUST,DRAG,GAMMA,RANGE
6.200,52.100,17.259,7054.196,90390.139,15.975,1.564,0.070,
6.300,53.841,17.560,7050.148,90390.130,16.543,1.563,0.083,
6.400,55.612,17.862,7046.099,90390.120,17.121,1.562,0.097,
6.500,57.413,18.164,7042.051,90390.111,17.710,1.562,0.113,
6.600,59.244,18.467,7038.002,90390.101,18.311,1.561,0.130,
6.700,61.106,18.771,7033.954,90390.091,18.923,1.560,0.149,
6.800,62.998,19.075,7029.905,90390.081,19.546,1.560,0.169,
6.900,64.921,19.381,7025.856,90390.071,20.181,1.559,0.191,
7.000,66.874,19.687,7021.808,90390.061,20.828,1.559,0.214,
7.100,68.858,19.994,7017.759,90390.051,21.486,1.558,0.238,
7.200,70.873,20.301,7013.711,90390.040,22.155,1.557,0.265,
7.300,72.918,20.609,7009.662,90390.030,22.837,1.557,0.293,
7.400,74.994,20.918,7005.613,90390.019,23.530,1.556,0.322,
7.500,77.101,21.228,7001.565,90390.008,24.235,1.556,0.353,
7.600,79.239,21.539,6997.516,90389.997,24.951,1.555,0.386,
7.700,81.408,21.850,6993.468,90389.985,25.680,1.554,0.421,
7.800,83.608,22.162,6989.419,90389.974,26.421,1.554,0.458,
7.900,85.840,22.475,6985.370,90389.963,27.174,1.553,0.497,
8.000,88.103,22.788,6981.322,90389.951,27.939,1.553,0.537,
8.100,90.397,23.102,6977.273,90389.939,28.716,1.552,0.579,
8.200,92.722,23.417,6973.225,90389.927,29.505,1.551,0.624,
8.300,95.079,23.733,6969.176,90389.915,30.307,1.551,0.670,
8.400,97.468,24.049,6965.128,90389.903,31.121,1.550,0.719,
8.500,99.888,24.367,6961.079,90389.890,31.947,1.550,0.769,
8.600,102.340,24.685,6957.030,90389.878,32.786,1.549,0.822,
8.700,104.824,25.004,6952.982,90389.865,33.638,1.548,0.877,
8.800,107.340,25.323,6948.933,90389.853,34.502,1.548,0.934,
8.900,109.887,25.643,6944.885,90389.840,35.379,1.547,0.994,
9.000,112.467,25.964,6940.836,90389.827,36.269,1.547,1.056,
9.100,115.079,26.286,6936.787,90389.813,37.171,1.546,1.120,
9.200,117.722,26.609,6932.739,90389.800,38.087,1.545,1.186,
9.300,120.399,26.932,6928.690,90389.787,39.015,1.545,1.255,
9.400,123.107,27.256,6924.642,90389.773,39.956,1.544,1.327,
9.500,125.848,27.581,6920.593,90389.759,40.910,1.544,1.401,
9.600,128.621,27.907,6916.544,90389.745,41.878,1.543,1.477,
9.700,131.427,28.233,6912.496,90389.731,42.858,1.542,1.556,
9.800,134.266,28.560,6908.447,90389.717,43.852,1.542,1.638,
9.900,137.137,28.888,6904.399,90389.703,44.859,1.541,1.722,
10.000,140.041,29.217,6900.350,90389.689,45.879,1.540,1.810,
10.100,142.977,29.546,6896.302,90389.674,46.913,1.540,1.900,
10.200,145.947,29.877,6892.253,90389.660,47.961,1.539,1.992,
10.300,148.950,30.208,6888.204,90389.645,49.021,1.539,2.088,
10.400,151.985,30.539,6884.156,90389.630,50.096,1.538,2.186,
10.500,155.054,30.872,6880.107,90389.615,51.184,1.537,2.288,
10.600,158.156,31.205,6876.059,90389.600,52.286,1.537,2.392,
10.700,161.292,31.539,6872.010,90389.585,53.401,1.536,2.500,
10.800,164.461,31.874,6867.961,90389.569,54.531,1.536,2.610,
10.900,167.663,32.210,6863.913,90389.554,55.674,1.535,2.724,
11.000,170.898,32.546,6859.864,90389.538,56.831,1.534,2.840,
11.100,174.168,32.884,6855.816,90389.522,58.002,1.534,2.960,
11.200,177.471,33.222,6851.767,90389.507,59.188,1.533,3.084,
11.300,180.807,33.561,6847.718,90389.491,60.387,1.533,3.210,
11.400,184.178,33.900,6843.670,90389.474,61.601,1.532,3.340,
11.500,187.582,34.241,6839.621,90389.458,62.829,1.531,3.473,
11.600,191.021,34.582,6835.573,90389.442,64.071,1.531,3.610,
11.700,194.493,34.924,6831.524,90389.426,65.327,1.530,3.750,
11.800,198.000,35.267,6827.476,90389.409,66.598,1.530,3.893,
11.900,201.540,35.610,6823.427,90389.392,67.884,1.529,4.040,
12.000,205.115,35.954,6819.378,90389.376,69.184,1.528,4.191,
12.100,208.725,36.300,6815.330,90389.359,70.498,1.528,4.345,
12.200,212.369,36.645,6811.281,90389.342,71.827,1.527,4.503,
12.300,216.047,36.992,6807.233,90389.325,73.171,1.527,4.665,
12.400,219.760,37.340,6803.184,90389.308,74.530,1.526,4.831,
12.500,223.507,37.688,6799.135,90389.290,75.903,1.525,5.000,
12.600,227.290,38.037,6795.087,90389.273,77.291,1.525,5.173,
12.700,231.107,38.387,6791.038,90389.255,78.695,1.524,5.350,
12.800,234.959,38.738,6786.990,90389.238,80.113,1.524,5.531,
12.900,238.846,39.089,6782.941,90389.220,81.546,1.523,5.717,
13.000,242.768,39.442,6778.892,90389.202,82.995,1.522,5.906,
13.100,246.725,39.795,6774.844,90389.185,84.458,1.522,6.099,
13.200,250.717,40.149,6770.795,90389.167,85.937,1.521,6.296,
13.300,254.745,40.503,6766.747,90389.149,87.431,1.520,6.498,
13.400,258.807,40.859,6762.698,90389.131,88.940,1.520,6.704,
13.500,262.906,41.215,6758.649,90389.112,90.465,1.519,6.914,
13.600,267.040,41.572,6754.601,90389.094,92.005,1.519,7.128,
13.700,271.209,41.930,6750.552,90389.076,93.560,1.518,7.347,
13.800,275.414,42.289,6746.504,90389.057,95.131,1.517,7.570,
13.900,279.655,42.649,6742.455,90389.039,96.718,1.517,7.798,
14.000,283.931,43.009,6738.407,90389.020,98.320,1.516,8.030,
14.100,288.244,43.370,6734.358,90389.001,99.938,1.516,8.267,
14.200,292.592,43.733,6730.309,90388.982,101.572,1.515,8.508,
14.300,296.977,44.095,6726.261,90388.964,103.221,1.514,8.755,
14.400,301.397,44.459,6722.212,90388.945,104.887,1.514,9.005,
14.500,305.854,44.824,6718.164,90388.926,106.568,1.513,9.261,
14.600,310.347,45.189,6714.115,90388.907,108.265,1.513,9.521,
14.700,314.877,45.555,6710.066,90388.887,109.978,1.512,9.787,
14.800,319.442,45.922,6706.018,90388.868,111.708,1.511,10.057,
14.900,324.045,46.290,6701.969,90388.849,113.453,1.511,10.332,
15.000,328.684,46.658,6697.921,90388.830,115.215,1.510,10.612,
15.100,333.359,47.028,6693.872,90388.810,116.992,1.510,10.897,
15.200,338.072,47.398,6689.823,90388.791,118.786,1.509,11.187,
15.300,342.821,47.769,6685.775,90388.771,120.597,1.508,11.483,
15.400,347.607,48.141,6681.726,90388.752,122.423,1.508,11.784,
15.500,352.430,48.514,6677.678,90388.732,124.266,1.507,12.089,
15.600,357.290,48.887,6673.629,90388.712,126.126,1.507,12.401,
15.700,362.187,49.262,6669.581,90388.693,128.002,1.506,12.717,
15.800,367.121,49.637,6665.532,90388.673,129.894,1.505,13.039,
15.900,372.093,50.013,6661.483,90388.653,131.803,1.505,13.367,
16.000,377.102,50.390,6657.435,90388.633,133.729,1.504,13.700,
16.100,382.149,50.768,6653.386,90388.613,135.672,1.504,14.038,
16.200,387.233,51.146,6649.338,90388.593,137.631,1.503,14.382,
16.300,392.354,51.526,6645.289,90388.573,139.607,1.502,14.732,
16.400,397.514,51.906,6641.240,90388.553,141.599,1.502,15.088,
16.500,402.711,52.287,6637.192,90388.533,143.609,1.501,15.449,
16.600,407.946,52.669,6633.143,90388.513,145.636,1.500,15.816,
16.700,413.219,53.052,6629.095,90388.493,147.679,1.500,16.189,
16.800,418.529,53.435,6625.046,90388.473,149.740,1.499,16.568,
16.900,423.878,53.820,6620.997,90388.453,151.817,1.499,16.953,
17.000,429.265,54.205,6616.949,90388.432,153.912,1.498,17.344,
17.100,434.691,54.591,6612.900,90388.412,156.024,1.497,17.741,
17.200,440.154,54.978,6608.852,90388.392,158.153,1.497,18.144,
17.300,445.656,55.366,6604.803,90388.372,160.299,1.496,18.553,
17.400,451.197,55.755,6600.755,90388.352,162.463,1.496,18.969,
17.500,456.776,56.144,6596.706,90388.331,164.644,1.495,19.390,
17.600,462.393,56.535,6592.657,90388.311,166.842,1.494,19.819,
17.700,468.050,56.926,6588.609,90388.291,169.057,1.494,20.253,
17.800,473.745,57.318,6584.560,90388.270,171.290,1.493,20.694,
17.900,479.479,57.711,6580.512,90388.250,173.541,1.493,21.142,
18.000,485.252,58.105,6576.463,90388.230,175.809,1.492,21.596,
18.100,491.064,58.500,6572.414,90388.210,178.094,1.491,22.056,
18.200,496.915,58.895,6568.366,90388.189,180.398,1.491,22.524,
18.300,502.805,59.292,6564.317,90388.169,182.718,1.490,22.998,
18.400,508.735,59.689,6560.269,90388.149,185.057,1.490,23.479,
18.500,514.703,60.087,6556.220,90388.129,187.413,1.489,23.966,
18.600,520.712,60.486,6552.171,90388.109,189.787,1.488,24.461,
18.700,526.760,60.886,6548.123,90388.088,192.178,1.488,24.963,
18.800,532.847,61.287,6544.074,90388.068,194.588,1.487,25.471,
18.900,538.974,61.688,6540.026,90388.048,197.015,1.487,25.987,
19.000,545.141,62.091,6535.977,90388.028,199.461,1.486,26.509,
19.100,551.347,62.494,6531.929,90388.008,201.924,1.485,27.039,
19.200,557.594,62.898,6527.880,90387.988,204.405,1.485,27.576,
19.300,563.881,63.303,6523.831,90387.968,206.904,1.484,28.121,
19.400,570.207,63.709,6519.783,90387.948,209.421,1.484,28.672,
19.500,576.574,64.116,6515.734,90387.928,211.956,1.483,29.231,
19.600,582.981,64.524,6511.686,90387.908,214.510,1.482,29.798,
19.700,589.428,64.932,6507.637,90387.888,217.081,1.482,30.372,
19.800,595.916,65.342,6503.588,90387.869,219.670,1.481,30.953,
19.900,602.444,65.752,6499.540,90387.849,222.278,1.480,31.543,
20.000,609.013,66.163,6495.491,90387.829,224.904,1.480,32.139,
20.100,615.622,66.575,6491.443,90387.810,227.548,1.479,32.744,
20.200,622.272,66.988,6487.394,90387.790,230.211,1.479,33.356,
20.300,628.963,67.402,6483.345,90387.771,232.892,1.478,33.977,
20.400,635.694,67.817,6479.297,90387.751,235.591,1.477,34.605,
20.500,642.467,68.232,6475.248,90387.732,238.308,1.477,35.241,
20.600,649.281,68.649,6471.200,90387.713,241.044,1.476,35.885,
20.700,656.135,69.066,6467.151,90387.694,243.799,1.476,36.537,
20.800,663.031,69.485,6463.103,90387.675,246.572,1.475,37.198,
20.900,669.969,69.904,6459.054,90387.656,249.363,1.474,37.866,
21.000,676.947,70.324,6455.005,90387.637,252.173,1.474,38.543,
21.100,683.967,70.745,6450.957,90387.618,255.001,1.473,39.228,
21.200,691.029,71.167,6446.908,90387.599,257.848,1.473,39.921,
21.300,698.132,71.589,6442.860,90387.581,260.713,1.472,40.623,
21.400,705.277,72.013,6438.811,90387.562,263.597,1.471,41.334,
21.500,712.464,72.438,6434.762,90387.544,266.500,1.471,42.053,
21.600,719.692,72.863,6430.714,90387.526,269.421,1.470,42.780,
21.700,726.962,73.289,6426.665,90387.508,272.361,1.470,43.516,
21.800,734.275,73.716,6422.617,90387.490,275.320,1.469,44.261,
21.900,741.629,74.145,6418.568,90387.472,278.297,1.468,45.015,
22.000,749.026,74.574,6414.519,90387.454,281.293,1.468,45.778,
22.100,756.465,75.004,6410.471,90387.437,284.308,1.467,46.549,
22.200,763.946,75.434,6406.422,90387.419,287.341,1.467,47.330,
22.300,771.470,75.866,6402.374,90387.402,290.394,1.466,48.119,
22.400,779.036,76.299,6398.325,90387.385,293.465,1.465,48.918,
22.500,786.645,76.732,6394.276,90387.368,296.555,1.465,49.726,
22.600,794.296,77.167,6390.228,90387.351,299.664,1.464,50.543,
22.700,801.990,77.602,6386.179,90387.334,302.791,1.464,51.369,
22.800,809.727,78.038,6382.131,90387.317,305.938,1.463,52.204,
22.900,817.507,78.476,6378.082,90387.301,309.103,1.462,53.049,
23.000,825.330,78.914,6374.034,90387.285,312.288,1.462,53.904,
23.100,833.196,79.353,6369.985,90387.269,315.491,1.461,54.768,
23.200,841.105,79.793,6365.936,90387.253,318.713,1.460,55.641,
23.300,849.058,80.233,6361.888,90387.237,321.954,1.460,56.525,
23.400,857.053,80.675,6357.839,90387.222,325.214,1.459,57.418,
23.500,865.092,81.118,6353.791,90387.206,328.493,1.459,58.320,
23.600,873.175,81.561,6349.742,90387.191,331.791,1.458,59.233,
23.700,881.301,82.006,6345.693,90387.176,335.108,1.457,60.156,
23.800,889.471,82.451,6341.645,90387.161,338.444,1.457,61.088,
23.900,897.684,82.898,6337.596,90387.147,341.799,1.456,62.030,
24.000,905.942,83.345,6333.548,90387.133,345.173,1.456,62.983,
24.100,914.243,83.793,6329.499,90387.118,348.566,1.455,63.946,
24.200,922.588,84.242,6325.450,90387.105,351.978,1.454,64.919,
24.300,930.977,84.692,6321.402,90387.091,355.409,1.454,65.902,
24.400,939.411,85.143,6317.353,90387.077,358.859,1.453,66.896,
24.500,947.888,85.595,6313.305,90387.064,362.328,1.453,67.900,
24.600,956.410,86.048,6309.256,90387.051,365.816,1.452,68.914,
24.700,964.977,86.502,6305.208,90387.038,369.323,1.451,69.939,
24.800,973.588,86.957,6301.159,90387.026,372.849,1.451,70.975,
24.900,982.243,87.412,6297.110,90387.014,376.394,1.450,72.021,
25.000,990.943,87.869,6293.062,90387.002,379.959,1.450,73.079,
25.100,999.688,88.327,6289.013,90386.990,383.542,1.449,74.147,
25.200,1008.477,88.785,6284.965,90386.979,387.144,1.448,75.225,
25.300,1017.312,89.244,6280.916,90386.967,390.766,1.448,76.315,
25.400,1026.191,89.705,6276.867,90386.957,394.406,1.447,77.416,
25.500,1035.116,90.166,6272.819,90386.946,398.066,1.447,78.528,
25.600,1044.085,90.628,6268.770,90386.936,401.744,1.446,79.651,
25.700,1053.100,91.092,6264.722,90386.926,405.442,1.445,80.785,
25.800,1062.161,91.556,6260.673,90386.916,409.158,1.445,81.930,
25.900,1071.266,92.021,6256.624,90386.906,412.894,1.444,83.087,
26.000,1080.417,92.487,6252.576,90386.897,416.649,1.443,84.256,
26.100,1089.614,92.954,6248.527,90386.888,420.422,1.443,85.435,
26.200,1098.856,93.422,6244.479,90386.880,424.215,1.442,86.626,
26.300,1108.144,93.891,6240.430,90386.872,428.026,1.442,87.829,
26.400,1117.478,94.360,6236.382,90386.864,431.857,1.441,89.044,
26.500,1126.858,94.831,6232.333,90386.856,435.707,1.440,90.270,
26.600,1136.283,95.303,6228.284,90386.849,439.575,1.440,91.508,
26.700,1145.755,95.776,6224.236,90386.842,443.463,1.439,92.758,
26.800,1155.273,96.249,6220.187,90386.836,447.369,1.439,94.020,
26.900,1164.837,96.724,6216.139,90386.830,451.295,1.438,95.294,
27.000,1174.448,97.200,6212.090,90386.824,455.239,1.437,96.581,
27.100,1184.104,97.676,6208.041,90386.818,459.203,1.437,97.879,
27.200,1193.808,98.154,6203.993,90386.813,463.185,1.436,99.189,
27.300,1203.558,98.632,6199.944,90386.809,467.186,1.436,100.512,
27.400,1213.354,99.111,6195.896,90386.804,471.206,1.435,101.847,
27.500,1223.197,99.592,6191.847,90386.800,475.244,1.434,103.195,
27.600,1233.088,100.073,6187.798,90386.797,479.302,1.434,104.555,
27.700,1243.025,100.556,6183.750,90386.794,483.378,1.433,105.928,
27.800,1253.009,101.039,6179.701,90386.791,487.474,1.433,107.313,
27.900,1263.040,101.523,6175.653,90386.789,491.588,1.432,108.711,
28.000,1273.118,102.008,6171.604,90386.787,495.720,1.431,110.122,
28.100,1283.243,102.495,6167.556,90386.785,499.872,1.431,111.546,
28.200,1293.416,102.982,6163.507,90386.784,504.042,1.430,112.983,
28.300,1303.636,103.470,6159.458,90386.784,508.231,1.430,114.433,
28.400,1313.904,103.959,6155.410,90386.784,512.438,1.429,115.895,
28.500,1324.219,104.449,6151.361,90386.784,516.664,1.428,117.371,
28.600,1334.582,104.940,6147.313,90386.785,520.909,1.428,118.861,
28.700,1344.993,105.432,6143.264,90386.786,525.172,1.427,120.363,
28.800,1355.452,105.926,6139.215,90386.788,529.454,1.427,121.879,
28.900,1365.958,106.420,6135.167,90386.790,533.754,1.426,123.408,
29.000,1376.512,106.915,6131.118,90386.792,538.073,1.425,124.951,
29.100,1387.115,107.411,6127.070,90386.796,542.411,1.425,126.507,
29.200,1397.766,107.908,6123.021,90386.799,546.766,1.424,128.078,
29.300,1408.465,108.406,6118.972,90386.803,551.141,1.423,129.661,
29.400,1419.212,108.905,6114.924,90386.808,555.533,1.423,131.259,
29.500,1430.008,109.405,6110.875,90386.813,559.944,1.422,132.871,
29.600,1440.852,109.906,6106.827,90386.819,564.373,1.422,134.496,
29.700,1451.745,110.408,6102.778,90386.825,568.821,1.421,136.136,
