STAGE 1 Parameters:
Fuel mass (kg): 5575.281606462051
Dry mass (kg): 1200.0
Fuel fract: 0.8228855906364869
Isp @ SL: 225.72717437587033
Burn time (sec): 137.12953160769305
Thrust (N): 90030.294
dM/dt: 40.657045503605254

TIME,HEIGHT,VELOCITY,MASS,THRUST,DRAG,GAMMA,RANGE
7.500,78.594,21.635,6970.354,90390.000,25.168,1.555,0.364,
7.600,80.773,21.951,6966.288,90389.989,25.912,1.555,0.398,
7.700,82.984,22.268,6962.222,90389.977,26.668,1.554,0.434,
7.800,85.226,22.586,6958.157,90389.966,27.437,1.554,0.471,
7.900,87.500,22.904,6954.091,90389.954,28.218,1.553,0.511,
8.000,89.806,23.224,6950.025,90389.942,29.012,1.552,0.553,
8.100,92.144,23.544,6945.960,90389.930,29.818,1.552,0.596,
8.200,94.514,23.865,6941.894,90389.918,30.637,1.551,0.642,
8.300,96.916,24.186,6937.828,90389.906,31.469,1.551,0.690,
8.400,99.351,24.508,6933.762,90389.893,32.314,1.550,0.740,
8.500,101.817,24.832,6929.697,90389.881,33.171,1.549,0.792,
8.600,104.316,25.155,6925.631,90389.868,34.042,1.549,0.846,
8.700,106.847,25.480,6921.565,90389.855,34.925,1.548,0.903,
8.800,109.411,25.806,6917.500,90389.842,35.822,1.548,0.962,
8.900,112.007,26.132,6913.434,90389.829,36.731,1.547,1.023,
9.000,114.635,26.459,6909.368,90389.816,37.654,1.546,1.087,
9.100,117.297,26.786,6905.302,90389.802,38.590,1.546,1.153,
9.200,119.991,27.115,6901.237,90389.789,39.539,1.545,1.221,
9.300,122.718,27.444,6897.171,90389.775,40.502,1.544,1.292,
9.400,125.478,27.774,6893.105,90389.761,41.478,1.544,1.366,
9.500,128.271,28.105,6889.040,90389.747,42.468,1.543,1.442,
9.600,131.097,28.437,6884.974,90389.733,43.471,1.543,1.520,
9.700,133.956,28.769,6880.908,90389.719,44.488,1.542,1.602,
9.800,136.848,29.102,6876.843,90389.705,45.519,1.541,1.686,
9.900,139.774,29.436,6872.777,90389.690,46.563,1.541,1.773,
10.000,142.733,29.771,6868.711,90389.676,47.622,1.540,1.863,
10.100,145.725,30.106,6864.645,90389.661,48.694,1.540,1.955,
10.200,148.751,30.443,6860.580,90389.646,49.780,1.539,2.050,
10.300,151.811,30.780,6856.514,90389.631,50.879,1.538,2.149,
10.400,154.904,31.117,6852.448,90389.616,51.994,1.538,2.250,
10.500,158.031,31.456,6848.383,90389.601,53.122,1.537,2.355,
10.600,161.191,31.796,6844.317,90389.585,54.264,1.537,2.462,
10.700,164.386,32.136,6840.251,90389.570,55.421,1.536,2.573,
10.800,167.615,32.477,6836.186,90389.554,56.591,1.535,2.686,
10.900,170.877,32.819,6832.120,90389.538,57.777,1.535,2.803,
11.000,174.174,33.161,6828.054,90389.522,58.976,1.534,2.923,
11.100,177.505,33.504,6823.988,90389.506,60.190,1.533,3.047,
11.200,180.870,33.849,6819.923,90389.490,61.419,1.533,3.174,
11.300,184.270,34.194,6815.857,90389.474,62.662,1.532,3.304,
11.400,187.704,34.539,6811.791,90389.458,63.920,1.532,3.437,
11.500,191.172,34.886,6807.726,90389.441,65.193,1.531,3.574,
11.600,194.676,35.233,6803.660,90389.425,66.480,1.530,3.715,
11.700,198.213,35.581,6799.594,90389.408,67.783,1.530,3.859,
11.800,201.786,35.930,6795.528,90389.391,69.100,1.529,4.007,
11.900,205.393,36.280,6791.463,90389.374,70.432,1.529,4.158,
12.000,209.035,36.631,6787.397,90389.357,71.779,1.528,4.313,
12.100,212.713,36.982,6783.331,90389.340,73.141,1.527,4.472,
12.200,216.425,37.334,6779.266,90389.323,74.518,1.527,4.635,
12.300,220.172,37.687,6775.200,90389.306,75.911,1.526,4.801,
12.400,223.955,38.041,6771.134,90389.288,77.319,1.525,4.971,
12.500,227.773,38.396,6767.069,90389.271,78.742,1.525,5.146,
12.600,231.626,38.751,6763.003,90389.253,80.180,1.524,5.324,
12.700,235.514,39.107,6758.937,90389.236,81.634,1.524,5.506,
12.800,239.439,39.464,6754.871,90389.218,83.103,1.523,5.692,
12.900,243.398,39.822,6750.806,90389.200,84.588,1.522,5.883,
13.000,247.394,40.181,6746.740,90389.182,86.089,1.522,6.077,
13.100,251.425,40.540,6742.674,90389.164,87.605,1.521,6.276,
13.200,255.492,40.900,6738.609,90389.145,89.136,1.521,6.479,
13.300,259.595,41.261,6734.543,90389.127,90.684,1.520,6.687,
13.400,263.733,41.623,6730.477,90389.109,92.247,1.519,6.898,
13.500,267.908,41.986,6726.411,90389.090,93.826,1.519,7.115,
13.600,272.119,42.350,6722.346,90389.072,95.421,1.518,7.335,
13.700,276.366,42.714,6718.280,90389.053,97.032,1.518,7.560,
13.800,280.650,43.079,6714.214,90389.034,98.660,1.517,7.790,
13.900,284.970,43.445,6710.149,90389.016,100.303,1.516,8.024,
14.000,289.326,43.812,6706.083,90388.997,101.962,1.516,8.263,
14.100,293.719,44.180,6702.017,90388.978,103.638,1.515,8.507,
14.200,298.148,44.548,6697.952,90388.959,105.329,1.514,8.755,
14.300,302.614,44.918,6693.886,90388.940,107.037,1.514,9.008,
14.400,307.117,45.288,6689.820,90388.920,108.762,1.513,9.266,
14.500,311.657,45.659,6685.754,90388.901,110.503,1.513,9.529,
14.600,316.234,46.030,6681.689,90388.882,112.260,1.512,9.797,
14.700,320.847,46.403,6677.623,90388.862,114.034,1.511,10.070,
14.800,325.498,46.777,6673.557,90388.843,115.824,1.511,10.348,
14.900,330.186,47.151,6669.492,90388.823,117.631,1.510,10.631,
15.000,334.911,47.526,6665.426,90388.804,119.454,1.510,10.919,
15.100,339.673,47.902,6661.360,90388.784,121.295,1.509,11.213,
15.200,344.473,48.279,6657.295,90388.765,123.152,1.508,11.511,
15.300,349.310,48.656,6653.229,90388.745,125.025,1.508,11.815,
15.400,354.185,49.035,6649.163,90388.725,126.916,1.507,12.125,
15.500,359.097,49.414,6645.097,90388.705,128.824,1.507,12.439,
15.600,364.047,49.794,6641.032,90388.685,130.748,1.506,12.759,
15.700,369.035,50.175,6636.966,90388.665,132.690,1.505,13.085,
15.800,374.061,50.557,6632.900,90388.645,134.648,1.505,13.416,
15.900,379.124,50.940,6628.835,90388.625,136.624,1.504,13.753,
16.000,384.226,51.324,6624.769,90388.605,138.617,1.503,14.096,
16.100,389.366,51.708,6620.703,90388.585,140.627,1.503,14.444,
16.200,394.544,52.093,6616.637,90388.565,142.654,1.502,14.798,
16.300,399.760,52.479,6612.572,90388.545,144.699,1.502,15.158,
16.400,405.015,52.866,6608.506,90388.524,146.761,1.501,15.523,
16.500,410.307,53.254,6604.440,90388.504,148.840,1.500,15.895,
16.600,415.639,53.643,6600.375,90388.484,150.937,1.500,16.273,
16.700,421.009,54.032,6596.309,90388.464,153.051,1.499,16.656,
16.800,426.418,54.423,6592.243,90388.443,155.183,1.499,17.046,
16.900,431.865,54.814,6588.178,90388.423,157.332,1.498,17.442,
17.000,437.351,55.206,6584.112,90388.403,159.499,1.497,17.844,
17.100,442.877,55.599,6580.046,90388.382,161.684,1.497,18.252,
17.200,448.441,55.993,6575.980,90388.362,163.886,1.496,18.667,
17.300,454.044,56.387,6571.915,90388.341,166.106,1.495,19.088,
17.400,459.686,56.783,6567.849,90388.321,168.343,1.495,19.515,
17.500,465.368,57.179,6563.783,90388.301,170.599,1.494,19.949,
17.600,471.089,57.576,6559.718,90388.280,172.872,1.494,20.390,
17.700,476.849,57.975,6555.652,90388.260,175.164,1.493,20.837,
17.800,482.648,58.374,6551.586,90388.239,177.473,1.492,21.290,
17.900,488.488,58.773,6547.520,90388.219,179.800,1.492,21.751,
18.000,494.366,59.174,6543.455,90388.198,182.145,1.491,22.218,
18.100,500.285,59.576,6539.389,90388.178,184.509,1.491,22.691,
18.200,506.243,59.978,6535.323,90388.158,186.890,1.490,23.172,
18.300,512.241,60.381,6531.258,90388.137,189.290,1.489,23.660,
18.400,518.280,60.786,6527.192,90388.117,191.707,1.489,24.154,
18.500,524.358,61.191,6523.126,90388.096,194.143,1.488,24.656,
18.600,530.476,61.597,6519.061,90388.076,196.597,1.488,25.165,
18.700,536.634,62.003,6514.995,90388.056,199.070,1.487,25.680,
18.800,542.833,62.411,6510.929,90388.036,201.561,1.486,26.203,
18.900,549.072,62.820,6506.863,90388.015,204.070,1.486,26.734,
19.000,555.351,63.229,6502.798,90387.995,206.597,1.485,27.271,
19.100,561.671,63.640,6498.732,90387.975,209.143,1.484,27.816,
19.200,568.032,64.051,6494.666,90387.955,211.708,1.484,28.369,
19.300,574.433,64.463,6490.601,90387.935,214.291,1.483,28.928,
19.400,580.875,64.876,6486.535,90387.915,216.892,1.483,29.496,
19.500,587.358,65.290,6482.469,90387.895,219.512,1.482,30.071,
19.600,593.882,65.705,6478.404,90387.875,222.151,1.481,30.653,
19.700,600.446,66.120,6474.338,90387.855,224.808,1.481,31.244,
19.800,607.052,66.537,6470.272,90387.835,227.484,1.480,31.842,
19.900,613.699,66.954,6466.206,90387.816,230.178,1.480,32.448,
20.000,620.387,67.372,6462.141,90387.796,232.891,1.479,33.062,
20.100,627.117,67.792,6458.075,90387.776,235.623,1.478,33.683,
20.200,633.888,68.212,6454.009,90387.757,238.374,1.478,34.313,
20.300,640.700,68.633,6449.944,90387.737,241.144,1.477,34.951,
20.400,647.554,69.055,6445.878,90387.718,243.932,1.477,35.597,
20.500,654.450,69.477,6441.812,90387.699,246.739,1.476,36.251,
20.600,661.387,69.901,6437.746,90387.679,249.565,1.475,36.913,
20.700,668.366,70.326,6433.681,90387.660,252.411,1.475,37.584,
20.800,675.387,70.751,6429.615,90387.641,255.275,1.474,38.263,
20.900,682.450,71.178,6425.549,90387.622,258.157,1.473,38.951,
21.000,689.555,71.605,6421.484,90387.604,261.059,1.473,39.647,
21.100,696.703,72.033,6417.418,90387.585,263.980,1.472,40.351,
21.200,703.892,72.462,6413.352,90387.566,266.920,1.472,41.064,
21.300,711.124,72.892,6409.287,90387.548,269.879,1.471,41.786,
21.400,718.398,73.323,6405.221,90387.529,272.857,1.470,42.517,
21.500,725.715,73.755,6401.155,90387.511,275.855,1.470,43.256,
21.600,733.074,74.188,6397.089,90387.493,278.871,1.469,44.004,
21.700,740.476,74.621,6393.024,90387.475,281.906,1.469,44.761,
21.800,747.920,75.056,6388.958,90387.457,284.961,1.468,45.527,
21.900,755.407,75.491,6384.892,90387.439,288.035,1.467,46.302,
22.000,762.938,75.928,6380.827,90387.422,291.128,1.467,47.086,
22.100,770.511,76.365,6376.761,90387.404,294.240,1.466,47.880,
22.200,778.127,76.803,6372.695,90387.387,297.372,1.465,48.682,
22.300,785.786,77.242,6368.629,90387.370,300.522,1.465,49.494,
22.400,793.489,77.682,6364.564,90387.353,303.692,1.464,50.315,
22.500,801.235,78.123,6360.498,90387.336,306.882,1.464,51.146,
22.600,809.024,78.565,6356.432,90387.319,310.090,1.463,51.986,
22.700,816.857,79.008,6352.367,90387.302,313.318,1.462,52.835,
22.800,824.733,79.452,6348.301,90387.286,316.565,1.462,53.695,
22.900,832.653,79.896,6344.235,90387.270,319.832,1.461,54.564,
23.000,840.616,80.342,6340.170,90387.254,323.118,1.461,55.442,
23.100,848.624,80.789,6336.104,90387.238,326.423,1.460,56.330,
23.200,856.675,81.236,6332.038,90387.222,329.748,1.459,57.229,
23.300,864.770,81.684,6327.972,90387.207,333.092,1.459,58.137,
23.400,872.909,82.134,6323.907,90387.192,336.455,1.458,59.055,
23.500,881.093,82.584,6319.841,90387.177,339.838,1.458,59.983,
23.600,889.320,83.035,6315.775,90387.162,343.240,1.457,60.922,
23.700,897.592,83.487,6311.710,90387.147,346.662,1.456,61.870,
23.800,905.909,83.940,6307.644,90387.133,350.103,1.456,62.829,
23.900,914.269,84.394,6303.578,90387.118,353.563,1.455,63.798,
24.000,922.674,84.849,6299.513,90387.104,357.043,1.454,64.777,
24.100,931.124,85.305,6295.447,90387.091,360.543,1.454,65.767,
24.200,939.619,85.762,6291.381,90387.077,364.062,1.453,66.768,
24.300,948.158,86.219,6287.315,90387.064,367.600,1.453,67.778,
24.400,956.743,86.678,6283.250,90387.051,371.158,1.452,68.800,
24.500,965.372,87.138,6279.184,90387.038,374.735,1.451,69.832,
24.600,974.046,87.598,6275.118,90387.025,378.332,1.451,70.875,
24.700,982.766,88.060,6271.053,90387.013,381.948,1.450,71.929,
24.800,991.530,88.522,6266.987,90387.001,385.584,1.450,72.994,
24.900,1000.340,88.986,6262.921,90386.989,389.239,1.449,74.070,
25.000,1009.195,89.450,6258.855,90386.978,392.913,1.448,75.157,
25.100,1018.096,89.915,6254.790,90386.967,396.607,1.448,76.255,
25.200,1027.042,90.382,6250.724,90386.956,400.321,1.447,77.364,
25.300,1036.034,90.849,6246.658,90386.945,404.054,1.447,78.484,
25.400,1045.072,91.317,6242.593,90386.935,407.806,1.446,79.616,
25.500,1054.155,91.786,6238.527,90386.924,411.578,1.445,80.759,
25.600,1063.285,92.256,6234.461,90386.915,415.369,1.445,81.913,
25.700,1072.460,92.727,6230.396,90386.905,419.180,1.444,83.080,
25.800,1081.682,93.199,6226.330,90386.896,423.010,1.443,84.257,
25.900,1090.949,93.672,6222.264,90386.887,426.860,1.443,85.446,
26.000,1100.263,94.146,6218.198,90386.879,430.729,1.442,86.647,
26.100,1109.623,94.621,6214.133,90386.870,434.617,1.442,87.860,
26.200,1119.029,95.097,6210.067,90386.863,438.525,1.441,89.085,
26.300,1128.482,95.574,6206.001,90386.855,442.452,1.440,90.321,
26.400,1137.982,96.051,6201.936,90386.848,446.398,1.440,91.570,
26.500,1147.528,96.530,6197.870,90386.841,450.364,1.439,92.831,
26.600,1157.121,97.010,6193.804,90386.835,454.350,1.439,94.104,
26.700,1166.760,97.491,6189.738,90386.828,458.354,1.438,95.389,
26.800,1176.447,97.972,6185.673,90386.823,462.378,1.437,96.686,
26.900,1186.181,98.455,6181.607,90386.817,466.421,1.437,97.996,
27.000,1195.961,98.938,6177.541,90386.812,470.484,1.436,99.318,
27.100,1205.789,99.423,6173.476,90386.808,474.565,1.435,100.652,
27.200,1215.664,99.909,6169.410,90386.803,478.666,1.435,102.000,
27.300,1225.586,100.395,6165.344,90386.800,482.786,1.434,103.359,
27.400,1235.556,100.883,6161.279,90386.796,486.926,1.434,104.732,
27.500,1245.574,101.371,6157.213,90386.793,491.084,1.433,106.117,
27.600,1255.638,101.861,6153.147,90386.790,495.262,1.432,107.515,
27.700,1265.751,102.351,6149.081,90386.788,499.459,1.432,108.926,
27.800,1275.911,102.842,6145.016,90386.787,503.675,1.431,110.351,
27.900,1286.119,103.335,6140.950,90386.785,507.910,1.431,111.788,
28.000,1296.375,103.828,6136.884,90386.784,512.165,1.430,113.238,
28.100,1306.679,104.323,6132.819,90386.784,516.438,1.429,114.702,
28.200,1317.032,104.818,6128.753,90386.784,520.730,1.429,116.178,
28.300,1327.432,105.314,6124.687,90386.784,525.042,1.428,117.669,
28.400,1337.881,105.812,6120.622,90386.785,529.372,1.428,119.172,
28.500,1348.377,106.310,6116.556,90386.786,533.721,1.427,120.689,
28.600,1358.923,106.810,6112.490,90386.788,538.089,1.426,122.220,
28.700,1369.517,107.310,6108.424,90386.791,542.476,1.426,123.765,
28.800,1380.159,107.811,6104.359,90386.793,546.882,1.425,125.323,
28.900,1390.851,108.314,6100.293,90386.797,551.307,1.424,126.895,
29.000,1401.591,108.817,6096.227,90386.801,555.750,1.424,128.481,
29.100,1412.379,109.321,6092.162,90386.805,560.213,1.423,130.080,
29.200,1423.217,109.827,6088.096,90386.810,564.694,1.423,131.694,
29.300,1434.104,110.333,6084.030,90386.815,569.193,1.422,133.322,
29.400,1445.040,110.840,6079.964,90386.821,573.712,1.421,134.964,
29.500,1456.025,111.349,6075.899,90386.827,578.249,1.421,136.621,
29.600,1467.060,111.858,6071.833,90386.834,582.804,1.420,138.292,
29.700,1478.144,112.368,6067.767,90386.842,587.378,1.420,139.977,
