STAGE 1 Parameters:
Fuel mass (kg): 5575.281606462051
Dry mass (kg): 1200.0
Fuel fract: 0.8228855906364869
Isp @ SL: 225.72717437587033
Burn time (sec): 137.12953160769305
Thrust (N): 90030.294
dM/dt: 40.657045503605254

TIME,HEIGHT,VELOCITY,MASS,THRUST,DRAG,GAMMA,RANGE
74.300,12629.905,456.339,4254.463,90644.641,5440.963,1.147,3797.280,
74.400,12671.538,457.453,4250.397,90646.492,5424.353,1.146,3816.064,
74.500,12713.261,458.570,4246.332,90648.354,5407.647,1.145,3834.920,
74.600,12755.074,459.689,4242.266,90650.227,5390.844,1.145,3853.846,
74.700,12796.977,460.811,4238.200,90652.109,5373.946,1.144,3872.845,
74.800,12838.971,461.936,4234.135,90654.003,5356.952,1.143,3891.916,
74.900,12881.056,463.063,4230.069,90655.906,5339.863,1.143,3911.058,
75.000,12923.232,464.193,4226.003,90657.820,5322.680,1.142,3930.273,
75.100,12965.498,465.325,4221.937,90659.745,5305.402,1.142,3949.561,
75.200,13007.856,466.460,4217.872,90661.680,5288.030,1.141,3968.921,
75.300,13050.306,467.598,4213.806,90663.626,5270.565,1.140,3988.355,
75.400,13092.847,468.739,4209.740,90665.583,5253.008,1.140,4007.861,
75.500,13135.480,469.882,4205.675,90667.550,5235.357,1.139,4027.441,
75.600,13178.204,471.028,4201.609,90669.528,5217.614,1.139,4047.095,
75.700,13221.021,472.176,4197.543,90671.517,5199.780,1.138,4066.823,
75.800,13263.930,473.328,4193.478,90673.517,5181.855,1.137,4086.625,
75.900,13306.932,474.482,4189.412,90675.527,5163.838,1.137,4106.502,
76.000,13350.026,475.638,4185.346,90677.549,5145.732,1.136,4126.453,
76.100,13393.213,476.798,4181.280,90679.582,5127.535,1.135,4146.479,
76.200,13436.492,477.960,4177.215,90681.625,5109.249,1.135,4166.580,
76.300,13479.865,479.125,4173.149,90683.680,5090.875,1.134,4186.757,
76.400,13523.331,480.293,4169.083,90685.746,5072.411,1.134,4207.009,
76.500,13566.891,481.463,4165.018,90687.823,5053.860,1.133,4227.337,
76.600,13610.544,482.636,4160.952,90689.912,5035.221,1.132,4247.741,
76.700,13654.292,483.812,4156.886,90692.011,5016.495,1.132,4268.221,
76.800,13698.133,484.991,4152.821,90694.122,4997.683,1.131,4288.778,
76.900,13742.068,486.173,4148.755,90696.245,4978.784,1.131,4309.411,
77.000,13786.098,487.357,4144.689,90698.378,4959.800,1.130,4330.122,
77.100,13830.222,488.544,4140.623,90700.524,4940.731,1.129,4350.910,
77.200,13874.441,489.734,4136.558,90702.680,4921.577,1.129,4371.776,
77.300,13918.754,490.927,4132.492,90704.849,4902.340,1.128,4392.719,
77.400,13963.163,492.123,4128.426,90707.029,4883.018,1.128,4413.740,
77.500,14007.667,493.321,4124.361,90709.220,4863.614,1.127,4434.839,
77.600,14052.266,494.523,4120.295,90711.424,4844.128,1.126,4456.017,
77.700,14096.961,495.727,4116.229,90713.639,4824.559,1.126,4477.274,
77.800,14141.752,496.934,4112.163,90715.866,4804.909,1.125,4498.610,
77.900,14186.638,498.144,4108.098,90718.105,4785.178,1.124,4520.025,
78.000,14231.621,499.357,4104.032,90720.355,4765.367,1.124,4541.519,
78.100,14276.700,500.573,4099.966,90722.618,4745.476,1.123,4563.093,
78.200,14321.876,501.791,4095.901,90724.893,4725.505,1.123,4584.747,
78.300,14367.148,503.013,4091.835,90727.180,4705.456,1.122,4606.481,
78.400,14412.517,504.237,4087.769,90729.479,4685.329,1.121,4628.296,
78.500,14457.983,505.464,4083.704,90731.790,4665.125,1.121,4650.191,
78.600,14503.546,506.695,4079.638,90734.113,4644.843,1.120,4672.168,
78.700,14549.206,507.928,4075.572,90736.449,4624.485,1.120,4694.226,
78.800,14594.964,509.164,4071.506,90738.796,4604.051,1.119,4716.365,
78.900,14640.820,510.403,4067.441,90741.157,4583.542,1.118,4738.585,
79.000,14686.774,511.645,4063.375,90743.529,4562.959,1.118,4760.888,
79.100,14732.825,512.890,4059.309,90745.914,4542.301,1.117,4783.273,
79.200,14778.975,514.138,4055.244,90748.312,4521.570,1.117,4805.741,
79.300,14825.224,515.389,4051.178,90750.722,4500.765,1.116,4828.291,
79.400,14871.571,516.643,4047.112,90753.145,4479.889,1.115,4850.925,
79.500,14918.017,517.900,4043.046,90755.581,4458.941,1.115,4873.641,
79.600,14964.562,519.160,4038.981,90758.029,4437.922,1.114,4896.442,
79.700,15011.206,520.423,4034.915,90760.490,4416.833,1.113,4919.326,
79.800,15057.950,521.689,4030.849,90762.964,4395.673,1.113,4942.294,
79.900,15104.793,522.958,4026.784,90765.451,4374.445,1.112,4965.346,
80.000,15151.736,524.230,4022.718,90767.950,4353.148,1.112,4988.483,
80.100,15198.779,525.505,4018.652,90770.463,4331.783,1.111,5011.705,
80.200,15245.922,526.783,4014.587,90772.989,4310.351,1.110,5035.011,
80.300,15293.165,528.064,4010.521,90775.528,4288.853,1.110,5058.404,
80.400,15340.509,529.348,4006.455,90778.080,4267.288,1.109,5081.882,
80.500,15387.953,530.636,4002.389,90780.645,4245.658,1.109,5105.445,
80.600,15435.498,531.926,3998.324,90783.223,4223.964,1.108,5129.095,
80.700,15483.145,533.219,3994.258,90785.815,4212.212,1.107,5152.832,
80.800,15530.892,534.515,3990.192,90788.420,4206.528,1.107,5176.655,
80.900,15578.741,535.814,3986.127,90791.039,4200.788,1.106,5200.565,
81.000,15626.692,537.115,3982.061,90793.671,4194.992,1.105,5224.562,
81.100,15674.744,538.419,3977.995,90796.316,4189.141,1.105,5248.647,
81.200,15722.898,539.726,3973.930,90798.975,4183.234,1.104,5272.819,
81.300,15771.154,541.036,3969.864,90801.648,4177.272,1.104,5297.079,
81.400,15819.512,542.348,3965.798,90804.334,4171.255,1.103,5321.428,
81.500,15867.972,543.663,3961.732,90807.035,4165.184,1.102,5345.865,
81.600,15916.535,544.981,3957.667,90809.749,4159.058,1.102,5370.390,
81.700,15965.200,546.301,3953.601,90812.476,4152.877,1.101,5395.005,
81.800,16013.968,547.624,3949.535,90815.218,4146.642,1.101,5419.709,
81.900,16062.839,548.950,3945.470,90817.974,4140.354,1.100,5444.502,
82.000,16111.813,550.279,3941.404,90820.743,4134.012,1.099,5469.385,
82.100,16160.890,551.611,3937.338,90823.527,4127.616,1.099,5494.359,
82.200,16210.071,552.945,3933.272,90826.325,4121.167,1.098,5519.422,
82.300,16259.355,554.282,3929.207,90829.137,4114.664,1.098,5544.576,
82.400,16308.743,555.622,3925.141,90831.963,4108.109,1.097,5569.821,
82.500,16358.235,556.965,3921.075,90834.804,4101.502,1.096,5595.156,
82.600,16407.830,558.311,3917.010,90837.659,4094.842,1.096,5620.583,
82.700,16457.530,559.659,3912.944,90840.528,4088.130,1.095,5646.102,
82.800,16507.334,561.011,3908.878,90843.411,4081.366,1.094,5671.713,
82.900,16557.243,562.365,3904.813,90846.310,4074.550,1.094,5697.415,
83.000,16607.256,563.722,3900.747,90849.222,4067.682,1.093,5723.210,
83.100,16657.374,565.082,3896.681,90852.150,4060.764,1.093,5749.098,
83.200,16707.597,566.444,3892.615,90855.091,4053.794,1.092,5775.078,
83.300,16757.925,567.810,3888.550,90858.048,4046.774,1.091,5801.152,
83.400,16808.358,569.178,3884.484,90861.020,4039.703,1.091,5827.319,
83.500,16858.897,570.550,3880.418,90864.006,4032.582,1.090,5853.580,
83.600,16909.541,571.924,3876.353,90867.007,4025.411,1.090,5879.935,
83.700,16960.291,573.301,3872.287,90870.023,4018.190,1.089,5906.384,
83.800,17011.147,574.681,3868.221,90873.054,4010.920,1.088,5932.928,
83.900,17062.109,576.064,3864.155,90876.101,4003.600,1.088,5959.566,
84.000,17113.177,577.450,3860.090,90879.162,3996.232,1.087,5986.300,
84.100,17164.352,578.839,3856.024,90882.238,3988.814,1.087,6013.129,
84.200,17215.633,580.231,3851.958,90885.330,3981.348,1.086,6040.053,
84.300,17267.021,581.626,3847.893,90888.437,3973.834,1.085,6067.073,
84.400,17318.516,583.023,3843.827,90891.559,3966.272,1.085,6094.190,
84.500,17370.117,584.424,3839.761,90894.697,3958.662,1.084,6121.403,
84.600,17421.826,585.828,3835.696,90897.850,3951.004,1.083,6148.713,
84.700,17473.643,587.234,3831.630,90901.019,3943.299,1.083,6176.119,
84.800,17525.566,588.644,3827.564,90904.203,3935.548,1.082,6203.623,
84.900,17577.598,590.057,3823.498,90907.403,3927.749,1.082,6231.225,
85.000,17629.737,591.472,3819.433,90910.619,3919.905,1.081,6258.924,
85.100,17681.985,592.891,3815.367,90913.850,3912.014,1.080,6286.722,
85.200,17734.340,594.313,3811.301,90917.097,3904.077,1.080,6314.618,
85.300,17786.804,595.737,3807.236,90920.360,3896.095,1.079,6342.612,
85.400,17839.377,597.165,3803.170,90923.639,3888.067,1.079,6370.706,
85.500,17892.058,598.596,3799.104,90926.934,3879.994,1.078,6398.899,
85.600,17944.848,600.030,3795.039,90930.245,3871.877,1.077,6427.191,
85.700,17997.747,601.466,3790.973,90933.572,3863.715,1.077,6455.583,
85.800,18050.755,602.906,3786.907,90936.915,3855.509,1.076,6484.076,
85.900,18103.872,604.349,3782.841,90940.275,3847.259,1.075,6512.668,
86.000,18157.099,605.795,3778.776,90943.651,3838.965,1.075,6541.362,
86.100,18210.436,607.245,3774.710,90947.043,3830.628,1.074,6570.156,
86.200,18263.882,608.697,3770.644,90950.451,3822.248,1.074,6599.052,
86.300,18317.439,610.152,3766.579,90953.876,3813.825,1.073,6628.049,
86.400,18371.106,611.611,3762.513,90957.318,3805.360,1.072,6657.148,
86.500,18424.883,613.072,3758.447,90960.776,3796.852,1.072,6686.349,
86.600,18478.770,614.537,3754.381,90964.250,3788.303,1.071,6715.653,
86.700,18532.768,616.005,3750.316,90967.742,3779.712,1.071,6745.059,
86.800,18586.878,617.476,3746.250,90971.250,3771.079,1.070,6774.569,
86.900,18641.098,618.950,3742.184,90974.775,3762.406,1.069,6804.181,
87.000,18695.429,620.427,3738.119,90978.317,3753.692,1.069,6833.898,
87.100,18749.872,621.908,3734.053,90981.876,3744.938,1.068,6863.718,
87.200,18804.426,623.392,3729.987,90985.451,3736.144,1.068,6893.642,
87.300,18859.092,624.878,3725.922,90989.044,3727.309,1.067,6923.671,
87.400,18913.870,626.368,3721.856,90992.654,3718.436,1.066,6953.805,
87.500,18968.759,627.862,3717.790,90996.282,3709.523,1.066,6984.044,
87.600,19023.761,629.358,3713.724,90999.926,3700.571,1.065,7014.388,
87.700,19078.876,630.858,3709.659,91003.588,3691.581,1.064,7044.838,
87.800,19134.103,632.361,3705.593,91007.267,3682.553,1.064,7075.394,
87.900,19189.443,633.867,3701.527,91010.964,3673.486,1.063,7106.056,
88.000,19244.895,635.376,3697.462,91014.678,3664.382,1.063,7136.825,
88.100,19300.461,636.889,3693.396,91018.410,3651.881,1.062,7167.700,
88.200,19356.140,638.405,3689.330,91022.159,3628.019,1.061,7198.683,
88.300,19411.933,639.925,3685.264,91025.927,3604.258,1.061,7229.774,
88.400,19467.839,641.449,3681.199,91029.711,3580.600,1.060,7260.972,
88.500,19523.859,642.977,3677.133,91033.514,3557.043,1.060,7292.279,
88.600,19579.993,644.508,3673.067,91037.335,3533.588,1.059,7323.694,
88.700,19636.242,646.042,3669.002,91041.173,3510.235,1.058,7355.218,
88.800,19692.605,647.581,3664.936,91045.030,3486.983,1.058,7386.851,
88.900,19749.083,649.123,3660.870,91048.905,3463.834,1.057,7418.594,
89.000,19805.675,650.669,3656.805,91052.798,3440.786,1.057,7450.447,
89.100,19862.383,652.218,3652.739,91056.709,3417.839,1.056,7482.409,
89.200,19919.206,653.772,3648.673,91060.638,3394.994,1.055,7514.483,
89.300,19976.145,655.329,3644.607,91064.586,3372.251,1.055,7546.667,
89.400,20033.200,656.889,3640.542,91068.552,3349.609,1.054,7578.962,
89.500,20090.370,658.454,3636.476,91072.537,3327.069,1.053,7611.369,
89.600,20147.657,660.022,3632.410,91076.540,3304.630,1.053,7643.888,
89.700,20205.060,661.594,3628.345,91080.562,3282.292,1.052,7676.519,
89.800,20262.580,663.170,3624.279,91084.603,3260.055,1.052,7709.262,
89.900,20320.217,664.749,3620.213,91088.662,3237.920,1.051,7742.119,
90.000,20377.971,666.332,3616.148,91092.740,3215.886,1.050,7775.088,
90.100,20435.842,667.919,3612.082,91096.838,3193.953,1.050,7808.171,
90.200,20493.830,669.510,3608.016,91100.954,3172.121,1.049,7841.368,
90.300,20551.936,671.104,3603.950,91105.089,3150.390,1.049,7874.679,
90.400,20610.160,672.703,3599.885,91109.243,3128.759,1.048,7908.105,
90.500,20668.502,674.305,3595.819,91113.417,3107.230,1.047,7941.646,
90.600,20726.962,675.910,3591.753,91117.610,3085.801,1.047,7975.302,
90.700,20785.541,677.520,3587.688,91121.822,3064.472,1.046,8009.073,
90.800,20844.238,679.134,3583.622,91126.053,3043.245,1.045,8042.961,
90.900,20903.054,680.751,3579.556,91130.304,3022.117,1.045,8076.965,
91.000,20961.990,682.372,3575.490,91134.575,3001.090,1.044,8111.085,
91.100,21021.044,683.997,3571.425,91138.865,2980.163,1.044,8145.322,
91.200,21080.219,685.626,3567.359,91143.174,2959.337,1.043,8179.677,
91.300,21139.513,687.258,3563.293,91147.504,2938.610,1.042,8214.149,
91.400,21198.927,688.895,3559.228,91151.853,2917.984,1.042,8248.740,
91.500,21258.461,690.535,3555.162,91156.223,2897.457,1.041,8283.448,
91.600,21318.115,692.179,3551.096,91160.612,2877.030,1.041,8318.276,
91.700,21377.890,693.827,3547.031,91165.021,2856.702,1.040,8353.222,
91.800,21437.786,695.479,3542.965,91169.450,2836.474,1.039,8388.288,
91.900,21497.803,697.134,3538.899,91173.900,2816.346,1.039,8423.474,
92.000,21557.941,698.794,3534.833,91178.369,2796.316,1.038,8458.780,
92.100,21618.201,700.458,3530.768,91182.860,2776.386,1.038,8494.206,
92.200,21678.582,702.125,3526.702,91187.370,2756.555,1.037,8529.754,
92.300,21739.085,703.796,3522.636,91191.901,2736.823,1.036,8565.422,
92.400,21799.710,705.471,3518.571,91196.452,2717.190,1.036,8601.212,
92.500,21860.457,707.150,3514.505,91201.024,2697.655,1.035,8637.124,
92.600,21921.326,708.833,3510.439,91205.617,2678.219,1.034,8673.158,
92.700,21982.319,710.520,3506.373,91210.230,2658.881,1.034,8709.315,
92.800,22043.434,712.211,3502.308,91214.865,2639.641,1.033,8745.595,
92.900,22104.672,713.906,3498.242,91219.520,2620.500,1.033,8781.998,
93.000,22166.034,715.605,3494.176,91224.196,2601.456,1.032,8818.525,
93.100,22227.519,717.307,3490.111,91228.893,2582.510,1.031,8855.176,
93.200,22289.127,719.014,3486.045,91233.611,2563.662,1.031,8891.951,
93.300,22350.860,720.725,3481.979,91238.351,2544.911,1.030,8928.851,
93.400,22412.717,722.439,3477.914,91243.112,2526.258,1.030,8965.877,
93.500,22474.698,724.158,3473.848,91247.894,2507.702,1.029,9003.028,
93.600,22536.804,725.880,3469.782,91252.697,2489.243,1.028,9040.305,
93.700,22599.034,727.607,3465.716,91257.522,2470.881,1.028,9077.708,
93.800,22661.390,729.337,3461.651,91262.369,2452.616,1.027,9115.237,
93.900,22723.870,731.072,3457.585,91267.237,2434.447,1.027,9152.894,
94.000,22786.476,732.811,3453.519,91272.127,2416.374,1.026,9190.678,
94.100,22849.208,734.553,3449.454,91277.038,2398.398,1.025,9228.590,
94.200,22912.065,736.300,3445.388,91281.972,2380.518,1.025,9266.630,
94.300,22975.048,738.050,3441.322,91286.927,2362.733,1.024,9304.799,
94.400,23038.158,739.805,3437.257,91291.904,2345.044,1.023,9343.096,
94.500,23101.394,741.564,3433.191,91296.904,2327.451,1.023,9381.523,
94.600,23164.757,743.326,3429.125,91301.925,2309.953,1.022,9420.079,
94.700,23228.246,745.093,3425.059,91306.969,2292.550,1.022,9458.766,
94.800,23291.863,746.864,3420.994,91312.035,2275.243,1.021,9497.582,
94.900,23355.607,748.639,3416.928,91317.124,2258.030,1.020,9536.530,
95.000,23419.478,750.418,3412.862,91322.235,2240.911,1.020,9575.608,
95.100,23483.477,752.201,3408.797,91327.368,2223.887,1.019,9614.818,
95.200,23547.604,753.988,3404.731,91332.524,2206.957,1.019,9654.160,
95.300,23611.859,755.780,3400.665,91337.703,2190.121,1.018,9693.635,
95.400,23676.243,757.575,3396.599,91342.905,2173.378,1.017,9733.241,
95.500,23740.754,759.375,3392.534,91348.129,2156.730,1.017,9772.981,
95.600,23805.395,761.178,3388.468,91353.376,2140.174,1.016,9812.855,
95.700,23870.165,762.986,3384.402,91358.647,2123.712,1.015,9852.862,
95.800,23935.063,764.798,3380.337,91363.940,2107.343,1.015,9893.003,
95.900,24000.092,766.614,3376.271,91369.257,2091.066,1.014,9933.279,
96.000,24065.249,768.434,3372.205,91374.596,2074.882,1.014,9973.690,
96.100,24130.537,770.259,3368.140,91379.959,2058.790,1.013,10014.237,
96.200,24195.954,772.087,3364.074,91385.346,2042.791,1.012,10054.919,
96.300,24261.502,773.920,3360.008,91390.755,2026.883,1.012,10095.737,
96.400,24327.180,775.757,3355.942,91396.189,2011.066,1.011,10136.692,
96.500,24392.989,777.598,3351.877,91401.646,1995.342,1.011,10177.783,
96.600,24458.929,779.443,3347.811,91407.126,1979.708,1.010,10219.012,
96.700,24525.000,781.293,3343.745,91412.631,1964.165,1.009,10260.379,
96.800,24591.202,783.147,3339.680,91418.159,1948.713,1.009,10301.884,
96.900,24657.535,785.005,3335.614,91423.711,1933.352,1.008,10343.527,
97.000,24724.000,786.867,3331.548,91429.287,1918.080,1.008,10385.309,
97.100,24790.598,788.733,3327.482,91434.887,1902.899,1.007,10427.231,
97.200,24857.327,790.604,3323.417,91440.512,1887.807,1.006,10469.292,
97.300,24924.188,792.479,3319.351,91446.160,1872.805,1.006,10511.493,
97.400,24991.182,794.358,3315.285,91451.833,1857.893,1.005,10553.835,
97.500,25058.309,796.242,3311.220,91457.531,1843.069,1.004,10596.318,
97.600,25125.569,798.129,3307.154,91463.253,1828.613,1.004,10638.942,
97.700,25192.962,800.021,3303.088,91468.999,1814.286,1.003,10681.708,
97.800,25260.489,801.918,3299.023,91474.770,1800.043,1.003,10724.615,
97.900,25328.149,803.818,3294.957,91480.565,1785.886,1.002,10767.666,
98.000,25395.942,805.723,3290.891,91486.386,1771.814,1.001,10810.859,
98.100,25463.870,807.632,3286.825,91492.231,1757.827,1.001,10854.196,
98.200,25531.932,809.546,3282.760,91498.102,1743.924,1.000,10897.676,
98.300,25600.129,811.464,3278.694,91503.997,1730.105,1.000,10941.300,
98.400,25668.460,813.386,3274.628,91509.917,1716.370,0.999,10985.069,
98.500,25736.926,815.312,3270.563,91515.863,1702.718,0.998,11028.983,
98.600,25805.527,817.243,3266.497,91521.834,1689.150,0.998,11073.043,
98.700,25874.264,819.178,3262.431,91527.830,1675.665,0.997,11117.248,
98.800,25943.136,821.118,3258.366,91533.852,1662.263,0.997,11161.599,
98.900,26012.143,823.062,3254.300,91539.899,1648.943,0.996,11206.097,
99.000,26081.287,825.010,3250.234,91545.972,1635.706,0.995,11250.742,
99.100,26150.566,826.963,3246.168,91552.070,1622.551,0.995,11295.534,
99.200,26219.983,828.920,3242.103,91558.194,1609.478,0.994,11340.475,
99.300,26289.535,830.882,3238.037,91564.344,1596.486,0.993,11385.563,
99.400,26359.225,832.848,3233.971,91570.520,1583.575,0.993,11430.800,
99.500,26429.051,834.818,3229.906,91576.722,1570.746,0.992,11476.187,
99.600,26499.015,836.793,3225.840,91582.950,1557.997,0.992,11521.723,
99.700,26569.116,838.772,3221.774,91589.204,1545.328,0.991,11567.409,
99.800,26639.355,840.756,3217.708,91595.485,1532.740,0.990,11613.245,
99.900,26709.731,842.744,3213.643,91601.791,1520.232,0.990,11659.232,
100.000,26780.246,844.737,3209.577,91608.125,1507.803,0.989,11705.370,
100.100,26850.899,846.734,3205.511,91614.484,1495.454,0.989,11751.660,
100.200,26921.690,848.736,3201.446,91620.870,1483.183,0.988,11798.102,
100.300,26992.620,850.742,3197.380,91627.283,1470.992,0.987,11844.697,
100.400,27063.689,852.753,3193.314,91633.723,1458.879,0.987,11891.444,
100.500,27134.897,854.768,3189.249,91640.189,1446.844,0.986,11938.345,
100.600,27206.245,856.788,3185.183,91646.683,1434.887,0.985,11985.400,
100.700,27277.732,858.812,3181.117,91653.203,1423.008,0.985,12032.609,
100.800,27349.359,860.841,3177.051,91659.750,1411.206,0.984,12079.973,
100.900,27421.126,862.875,3172.986,91666.325,1399.481,0.984,12127.491,
101.000,27493.033,864.912,3168.920,91672.926,1387.833,0.983,12175.166,
101.100,27565.080,866.955,3164.854,91679.556,1376.262,0.982,12222.996,
101.200,27637.268,869.002,3160.789,91686.212,1364.766,0.982,12270.983,
101.300,27709.597,871.054,3156.723,91692.896,1353.347,0.981,12319.126,
101.400,27782.068,873.110,3152.657,91699.607,1342.003,0.981,12367.427,
101.500,27854.679,875.171,3148.591,91706.347,1330.735,0.980,12415.886,
101.600,27927.432,877.237,3144.526,91713.114,1319.541,0.979,12464.503,
101.700,28000.326,879.307,3140.460,91719.908,1308.423,0.979,12513.278,
101.800,28073.363,881.382,3136.394,91726.731,1297.379,0.978,12562.212,
101.900,28146.542,883.461,3132.329,91733.582,1286.409,0.978,12611.306,
102.000,28219.863,885.546,3128.263,91740.460,1275.513,0.977,12660.560,
102.100,28293.326,887.635,3124.197,91747.367,1264.690,0.976,12709.975,
102.200,28366.933,889.728,3120.132,91754.302,1253.941,0.976,12759.550,
102.300,28440.682,891.826,3116.066,91761.266,1243.264,0.975,12809.287,
102.400,28514.575,893.929,3112.000,91768.257,1232.661,0.974,12859.185,
102.500,28588.611,896.037,3107.934,91775.278,1222.129,0.974,12909.245,
102.600,28662.791,898.149,3103.869,91782.327,1211.670,0.973,12959.469,
102.700,28737.115,900.267,3099.803,91789.404,1201.282,0.973,13009.855,
102.800,28811.583,902.388,3095.737,91796.510,1190.966,0.972,13060.405,
102.900,28886.195,904.515,3091.672,91803.646,1180.721,0.971,13111.119,
103.000,28960.952,906.647,3087.606,91810.810,1170.547,0.971,13161.997,
103.100,29035.853,908.783,3083.540,91818.003,1160.444,0.970,13213.041,
103.200,29110.900,910.924,3079.475,91825.225,1150.410,0.970,13264.249,
103.300,29186.091,913.070,3075.409,91832.476,1140.447,0.969,13315.624,
103.400,29261.429,915.220,3071.343,91839.757,1130.553,0.968,13367.165,
103.500,29336.911,917.376,3067.277,91847.067,1120.729,0.968,13418.873,
103.600,29412.540,919.536,3063.212,91854.406,1110.973,0.967,13470.748,
103.700,29488.315,921.701,3059.146,91861.775,1101.286,0.967,13522.790,
103.800,29564.236,923.871,3055.080,91869.173,1091.668,0.966,13575.001,
103.900,29640.304,926.046,3051.015,91876.601,1082.118,0.965,13627.381,
104.000,29716.518,928.226,3046.949,91884.059,1072.635,0.965,13679.930,
104.100,29792.879,930.410,3042.883,91891.547,1063.220,0.964,13732.648,
104.200,29869.388,932.600,3038.817,91899.065,1053.872,0.963,13785.536,
104.300,29946.044,934.794,3034.752,91906.613,1044.591,0.963,13838.595,
104.400,30022.847,936.993,3030.686,91914.191,1035.376,0.962,13891.825,
104.500,30099.799,939.198,3026.620,91921.799,1026.228,0.962,13945.227,
104.600,30176.898,941.407,3022.555,91929.437,1017.146,0.961,13998.800,
104.700,30254.146,943.621,3018.489,91937.106,1008.129,0.960,14052.546,
104.800,30331.542,945.840,3014.423,91944.805,999.177,0.960,14106.465,
104.900,30409.087,948.064,3010.358,91952.535,990.291,0.959,14160.557,
105.000,30486.781,950.294,3006.292,91960.296,981.469,0.959,14214.823,
105.100,30564.625,952.528,3002.226,91968.087,972.711,0.958,14269.263,
105.200,30642.617,954.767,2998.160,91975.909,964.018,0.957,14323.879,
105.300,30720.760,957.011,2994.095,91983.762,955.388,0.957,14378.669,
105.400,30799.052,959.260,2990.029,91991.646,946.821,0.956,14433.636,
105.500,30877.494,961.515,2985.963,91999.560,938.318,0.955,14488.778,
105.600,30956.086,963.774,2981.898,92007.507,929.877,0.955,14544.098,
105.700,31034.830,966.038,2977.832,92015.484,921.499,0.954,14599.595,
105.800,31113.723,968.308,2973.766,92023.493,913.183,0.954,14655.269,
105.900,31192.768,970.582,2969.700,92031.533,904.929,0.953,14711.122,
106.000,31271.964,972.862,2965.635,92039.605,896.737,0.952,14767.154,
106.100,31351.312,975.147,2961.569,92047.708,888.605,0.952,14823.365,
106.200,31430.811,977.437,2957.503,92055.843,880.535,0.951,14879.755,
106.300,31510.462,979.732,2953.438,92064.010,872.525,0.951,14936.326,
106.400,31590.265,982.032,2949.372,92072.208,864.576,0.950,14993.078,
106.500,31670.221,984.338,2945.306,92080.439,856.686,0.949,15050.011,
106.600,31750.329,986.649,2941.241,92088.701,848.856,0.949,15107.126,
106.700,31830.590,988.964,2937.175,92096.996,841.086,0.948,15164.422,
106.800,31911.004,991.286,2933.109,92105.323,833.374,0.948,15221.902,
106.900,31991.571,993.612,2929.043,92113.682,825.721,0.947,15279.565,
107.000,32072.291,995.943,2924.978,92122.074,818.127,0.946,15337.412,
107.100,32153.166,998.280,2920.912,92130.498,810.590,0.946,15395.443,
107.200,32234.194,1000.622,2916.846,92138.955,803.112,0.945,15453.658,
107.300,32315.376,1002.970,2912.781,92147.444,795.691,0.944,15512.060,
107.400,32396.713,1005.322,2908.715,92155.966,788.327,0.944,15570.646,
107.500,32478.205,1007.680,2904.649,92164.521,781.020,0.943,15629.420,
107.600,32559.851,1010.043,2900.584,92173.109,773.769,0.943,15688.380,
107.700,32641.653,1012.412,2896.518,92181.730,766.575,0.942,15747.527,
107.800,32723.609,1014.786,2892.452,92190.384,759.437,0.941,15806.862,
107.900,32805.722,1017.165,2888.386,92199.071,752.354,0.941,15866.386,
108.000,32887.990,1019.550,2884.321,92207.792,745.326,0.940,15926.098,
108.100,32970.414,1021.940,2880.255,92216.546,738.354,0.940,15986.000,
108.200,33052.994,1024.335,2876.189,92225.333,731.436,0.939,16046.092,
108.300,33135.731,1026.736,2872.124,92234.154,724.572,0.938,16106.375,
108.400,33218.625,1029.142,2868.058,92243.008,717.763,0.938,16166.848,
108.500,33301.675,1031.554,2863.992,92251.897,711.007,0.937,16227.513,
108.600,33384.883,1033.971,2859.926,92260.819,704.305,0.937,16288.370,
108.700,33468.248,1036.394,2855.861,92269.775,697.656,0.936,16349.420,
108.800,33551.771,1038.822,2851.795,92278.765,691.060,0.935,16410.662,
108.900,33635.451,1041.256,2847.729,92287.789,684.516,0.935,16472.099,
109.000,33719.290,1043.695,2843.664,92296.847,678.025,0.934,16533.729,
109.100,33803.287,1046.140,2839.598,92305.939,671.585,0.933,16595.555,
109.200,33887.443,1048.590,2835.532,92315.066,665.197,0.933,16657.575,
109.300,33971.757,1051.046,2831.467,92324.227,658.861,0.932,16719.791,
109.400,34056.231,1053.507,2827.401,92333.423,652.575,0.932,16782.204,
109.500,34140.863,1055.974,2823.335,92342.654,646.340,0.931,16844.814,
109.600,34225.656,1058.446,2819.269,92351.919,640.156,0.930,16907.621,
109.700,34310.608,1060.924,2815.204,92361.219,634.022,0.930,16970.625,
109.800,34395.720,1063.408,2811.138,92370.554,627.937,0.929,17033.829,
109.900,34480.992,1065.898,2807.072,92379.923,621.902,0.929,17097.231,
110.000,34566.425,1068.393,2803.007,92389.328,615.916,0.928,17160.833,
110.100,34652.019,1070.893,2798.941,92398.768,609.979,0.927,17224.636,
110.200,34737.773,1073.400,2794.875,92408.244,604.091,0.927,17288.639,
110.300,34823.689,1075.912,2790.809,92417.754,598.251,0.926,17352.843,
110.400,34909.766,1078.430,2786.744,92427.300,592.459,0.925,17417.249,
110.500,34996.005,1080.954,2782.678,92436.882,586.714,0.925,17481.857,
110.600,35082.406,1083.483,2778.612,92446.499,581.018,0.924,17546.669,
